"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ459	RCFDPV10	RCFDPV11	RCFDPV12	RCFDPV13	RCFDPV14	RCFDPV15	RCFDPV16	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	
1669																																																																																																																																																														173	37000	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								3402	0			
1856																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
2161																																																																																																																																																														0	25000	0	0				0	0	0	0	308		253		0			0	0	0	0	0	0																													0																				30000							0	0			
2732																																																																																																																																																														0	43000	0	0				0	0	0	6928	0		2332		0			0	0	0	0	0	0																																																								0	0			
2750																																																																																																																																																														0	4800	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
3252																																																																																																																																																														0	42564	0	0				20164	0	0	0	0		10		446			0	0	0	0	0	0																																																								0	0			
3458																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
3720																																																																																																																																																														0	5000	0	0				0	0	0	5896	0		143		0			0	0	0	0	0	0																																																								0	0			
3971																																																																																																																																																														0	0	0	0				0	0	0	44725	0		390		0			0	0	0	0	0	0																																																								0	0			
4231																																																																																																																																																														0	0	0	0				0	0	0	246	0		0		0			0	0	0	0	0	0																																																								0	0			
5069																																																																																																																																																														0	0	0	0				0	0	0	23	0		0		0			0	0	0	0	0	0																																																								0	0			
5135																																																																																																																																																														0	0	0	0				0	0	0	0	2299		2311		0			0	0	0	0	0	0																																																								0	0			
5210																																																																																																																																																														0	0	0	0				0	0	0	227947	0		515		29141			0	0	0	0	0	0																													202516																				0							0	0			
5461																																																																																																																																																														0	32500	0	0				0	0	0	8347	0		1108		0			0	0	0	0	0	3620																																																								0	0			
5751																																																																																																																																																														0	0	0	0				0	0	0	2520	0		108		0			0	0	0	0	0	0																																																								0	0			
6039																																																																																																																																																														702	0	0	0	0	0	0	0	0	0	1093	2175	0	0		11		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	18774	0	0	1203	0	21141	0	0	0	0	0	0	0	0	0	0	0	0	4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													6000																				0							0	0			
7045																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	373	2806	0	0		136		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																														0	13750	0	0				0	0	0	13033	0		0		392			0	0	0	0	0	0																																																								0	0			
7456																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		220			0	0	0	0	0	0																																																								0	0			
7634																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
8462																																																																																																																																																														0	0	0	0				0	0	0	0	0		5		239			0	0	0	0	0	0																																																								0	475			
8631																																																																																																																																																														0	0	0	0				0	0	0	1247	0		145		0			0	0	0	0	0	0																																																								0	0			
9357																																																																																																																																																														0	0	0	0				0	0	0	5158	646		1868		351			0	0	0	0	0	0																																																								0	0			
9553																																																																																																																																																														0	0	0	0				0	0	0	0	0		27		0			0	0	0	0	0	0																																																								0	0			
9807																																																																																																																																																														0	295000	0	0	0	0	0	295000	0	0	70251	0	0	3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																														0	0	0	0				0	0	0	1911	0		0		6			0	0	0	0	0	0																																																								0	0			
10250																																																																																																																																																														0	0	0	0				0	0	0	20633	0		0		1480			0	0	0	0	0	0																																																								0	0			
10849																																																																																																																																																														0	0	0	0				0	0	0	5578	0		0		0			0	0	0	0	0	0																																																								0	0			
11145																																																																																																																																																														0	0	0	0	0	0	61829	0	0	0	13258	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	61829	0	0	0	0	0	0	0	0	
11640																																																																																																																																																														0	0	0	0				0	0	0	0	0		502		0			0	0	0	0	0	0																																																								0	0			
11837																																																																																																																																																														0	0	0	0				0	0	0	3492	411		7		0			0	0	0	0	0	0																																																								0	0			
12030																																																																																																																																																														0	0	0	0				0	0	0	0	3516		2086		0			0	0	0	0	0	0																																																								0	0			
12142																																																																																																																																																														260	0	0	0				0	0	0	1947	0		0		0			0	0	0	0	0	0																																																								0	0			
12311	4255	0	0	0	0	0	81306560	0	0	0	14700499	5704458	0	725681	42086	93670	4823	0	0	0	0	0	0	840162	430000	0	0	8867	1540089	5429624	0	0	0	0	0	0	0	0	0	0	12003708	21497	0	11497	11343123	21497	0	11497	813899	601913	0	633774	51805247	265143	813899	0	283381	74935	0	26553	417380	77500	0	24290	155537	570	0	0	58594	0	3471	0	60127	54818233	5207475	9141600	0	260	3226	342	0	0	0	187216	0	0	0	0	1474264	2080466	0	303608	2369438	0	0	1474264	2267682	0	0	0	0	267237	1132903	74124	0	0	0	451545	1416792	399345	211290	0	0	139667	305381	0	0	2630	0	0	0	0	1710	0	0	0	2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309567	0	0	2630	4747023	957435	26574023	4310200	0	9426292	381827	1971542	738122	133761	6201040																																																																																				
12647																																																																																																																																																														0	0	0	0				0	0	0	1621	935		1059		50			0	0	0	0	0	0																																																								0	0			
12946																																																																																																																																																														0	514899	0	0				0	0	0	0	24885		5094		0			0	0	0	0	0	0																													0																				0							0	0			
13103																																																																																																																																																														0	0	0	0	0	0	361058	0	0	0	77459	0	0	4841	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361058	0	0	0	0	0	0	0	0	0	0	0	8798	0	0	0	8798	0	0	0	0	0	180529	0	0	0	0	0	0	0	0	
13251																																																																																																																																																														0	0	0	0				0	0	0	403	0		0		0			0	0	0	0	0	0																													0																				496							0	0			
13457																																																																																																																																																														0	0	0	0				0	0	0	528	0		0		0			0	0	0	0	0	0																																																								0	0			
14155																																																																																																																																																														0	824	0	0				0	0	0	5186	0		1275		0			0	0	0	0	0	0																																																								0	0			
14650																																																																																																																																																														0	0	0	0				0	0	0	272	0		4080		0			0	0	0	0	0	0																																																								0	0			
14753																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	1																																																								0	0			
14865																																																																																																																																																														0	4000	0	0				0	0	0	704	8795		2807		0			0	0	0	0	0	0																																																								0	0			
14977																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																														0	0	0	0				0	0	0	14728	0		0		43			0	0	0	0	0	0																													2906																				0							0	0			
