"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		467463	5464																																																																																																														
1856																																																																																																																																		47330	418																																																																																																														
2161																																																																																																																																		371072	3031																																																																																																														
2732																																																																																																																																		711671	5508																																																																																																														
2750																																																																																																																																		71005	524	0	0	57328	2427	1881	546	0	0	0	0	0	0	31	14087	945	0	0	0	0	0	0	0	0	0	0	4814	0	333	5	4475	2074	14966	2138	53251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2074	14966	2138	53251	0	2993	1069	53251	57328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	15	0	0	
3252																																																																																																																																		374926	3424	0	1650	141890	9140	3560	5580	0	0	0	0	0	0	128577	88304	12633	26	23500	0	23500	0	0	0	0	0	0	8714	687	868	120	7039	136290	121258	12753	108745	10	10	0	0	0	10	446	223	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136290	121258	12753	108978	0	24252	6377	108978	140240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		77864	658	0	0	55877	4862	4054	808	0	792	0	792	0	0	861	6715	9092	2101	107	0	107	0	0	0	0	0	0	5148	2283	71	51	2596	7198	8493	23754	40316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7198	8493	23754	41080	0	1699	11877	41080	55877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		421234	1865																																																																																																														
3971																																																																																																																																		1072746	12755	0	1977	870955	55264	46174	9090	0	0	0	0	0	0	63721	109511	5936	37764	3599	0	3599	0	0	0	0	0	0	61923	450	2941	392	50536	110402	134642	130288	699769	390	390	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103886	51943	0	156	8491	43296	110402	134798	138779	750678	0	26960	69390	750678	868978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																		168836	984																																																																																																														
5069																																																																																																																																		526240	14086	0	8019	538393	61837	61400	437	0	0	0	0	0	0	1920	0	1527	2938	0	0	0	0	0	0	0	0	0	42378	0	0	0	41555	63320	437	1527	362029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6322	3161	0	0	0	131	63320	437	1527	363437	0	87	764	363437	530374	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		654806	6434																																																																																																														
5210																																																																																																																																		3242501	24353	0	0	2482887	103059	78105	24954	0	64505	0	56931	7574	0	45983	414684	0	31776	0	0	0	0	0	0	0	0	0	284766	0	13223	0	177320	125405	544823	628216	1902649	515	515	0	0	0	515	29141	14571	0	0	0	14570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157356	78678	0	0	0	78678	125405	566064	629971	2031323	0	113213	314986	2031323	2482887	5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		788427	6902	0	277	544619	38008	29031	8977	0	223312	6368	229876	2841	0	2979	38544	0	0	0	0	0	0	0	0	0	0	0	32236	42	5975	170	26016	38420	283372	50953	423866	1108	1108	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17790	8895	0	0	0	8895	38420	283372	50953	438631	0	56674	25477	438631	544342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																																																																		328545	3027																																																																																																														
6039																																																																																																																																		578924	6382																																																																																																														
6329																																																																																																																																		2177470	29883	0	10057	1701480	277483	262942	14541	0	0	0	0	0	0	0	187476	495	0	1	0	1	0	0	0	0	0	0	107023	11	2140	0	97596	281653	204158	296363	1426923	1203	1203	0	0	0	1203	21141	10571	0	0	0	10571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56316	28158	0	0	931	27227	281653	204158	303677	1489881	0	40832	151839	1489881	1691423	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		1721594	0	0	0	283657	1068645	1068145	500	0	0	0	0	0	0	331113	44232	0	0	0	0	0	0	0	0	0	0	0	17646	0	0	0	16771	1399258	51295	0	269832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1399258	51295	197	269832	0	10259	99	269832	283657	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	106	0	0	
7045																																																																																																																																		324304	1220	0	0	147167	40978	40641	337	0	274	0	274	0	0	17443	100361	40418	0	0	0	0	0	0	0	0	0	0	13452	0	669	0	12783	58084	101641	114572	65729	0	0	0	0	0	0	136	68	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58084	101641	114572	68173	0	20328	57286	68173	147167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		472525	3442	0	0	317858	8688	3995	4693	0	38748	0	30946	7802	0	2993	12638	3197	26320	9575	0	9575	0	0	0	0	0	0	39867	36	2953	807	29286	7549	60805	227847	176263	0	0	0	0	0	0	392	196	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27561	13781	0	0	0	13781	7549	60805	227847	190240	0	12161	113924	190240	317858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		137785	1223	0	0	112665	2713	1731	982	0	0	0	0	0	0	345	21071	7384	70	0	0	0	0	0	0	0	0	0	6339	212	411	45	5671	2288	24324	12734	101323	0	0	0	0	0	0	220	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288	24324	12734	101433	0	4865	6367	101433	112665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		88886	1355																																																																																																														
8462																																																																																																																																		190524	2020																																																																																																														
8631																																																																																																																																		76866	409																																																																																																														
9357																																																																																																																																		519985	3851																																																																																																														
9553																																																																																																																																		237214	1380	0	0	172711	3530	1481	2049	0	31896	80	30337	1346	203	7340	27565	895	2767	13395	0	13395	0	0	0	0	0	0	11425	0	2833	0	7509	8901	76305	17792	139283	27	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3107	1554	0	0	0	1554	8901	76305	17792	147397	0	15261	8896	147397	172711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																		2719810	30719	0	2464	2319451	206539	189999	16540	0	143120	0	125608	0	17512	46061	215366	5894	30834	0	0	0	0	0	0	0	0	0	188795	3968	2462	0	78486	240037	359976	172793	1871847	3669	3669	0	0	0	3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106306	53153	0	0	0	53153	280757	359976	172793	1953110	0	71995	86397	1953110	2316987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		260612	1944																																																																																																														
10250																																																																																																																																		702497	4460	0	0	453530	16708	9305	7403	0	67369	0	73889	1086	0	11202	183294	1086	500	350	0	350	0	0	0	0	0	0	16700	96	3242	210	13152	23239	284617	83779	334526	0	0	0	0	0	0	1480	740	0	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6410	3205	0	0	0	3205	23239	284617	83779	349592	0	56923	41890	349592	453530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																		315229	3062																																																																																																														
