"IDRSSD"	RCONG349	RCONG350	RCONG351	RCONG352	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	RCONPU98	RCONPU99	RCONPV00	RCONPV01	
1669																												0	0	2000	1989	0	0	18529	15953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	1017	0	0	0	0		0	0	0	0	
1856																												0	0	222	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2161																												0	0	0	0	0	0	22098	20309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12822	11733		0	0	0	0	
2732																												0	0	2069	1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2750																												0	0	6515	6181	0	0	154	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3252																												0	0	8186	8161	0	0	2426	2330	0	0	0	0	0	0	19000	19045	0	0	0	0	0	0	29454	29065	0	0	0	0		0	0	0	0	
3458																												0	0	822	738	0	0	5183	4559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3720																												7747	7281	9411	9430	0	0	70426	62947	0	0	0	0	0	0	4412	4500	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3971																												0	0	57300	52210	0	0	21982	20846	0	0	0	0	0	0	16994	17184	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
4231																												0	0	4908	4896	0	0	42756	40594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5069																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5135																												0	0	39049	38820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5210																												0	0	152825	140617	1405	1362	166513	150571	0	0	0	0	0	0	84037	80224	0	0	0	0	0	0	582	574	0	0	0	0		0	0	0	0	
5461																												27611	26609	32725	31740	89868	80574	3791	3575	0	0	0	0	372	342	1655	1587	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5751																												0	0	2289	2270	0	0	12629	12762	0	0	2210	2207	0	0	1180	1194	0	0	0	0	0	0	0	0	0	0	7025	7008		0	0	23	23	
6039																												0	0	6485	6385					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
6329																												0	0	53506	52981					0	0	0	0	0	0	1501	1504	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7009																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7045																												0	0	1000	956					0	0	0	0	0	0	249	225	0	0	0	0	0	0	1854	1858	0	0	0	0		0	0	0	0	
7072																												0	0	7000	6501	30946	26960	4114	4085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7456																												0	0	2844	2732	0	0	137	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7634																												0	0	1318	1277	0	0	4818	4467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
8462																												0	0	32085	31070	0	0	33378	30499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
8631																												0	0	10585	10178	0	0	6081	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9357																												0	0	3565	3425	0	0	10428	10303	0	0	620	617	0	0	12103	12010	0	0	0	0	0	0	0	0	0	0	0	0		0	0	620	617	
9553																												0	0	206	203	0	0	12108	10616	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9807																												4997	4957	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9955																												0	0	19579	19026	0	0	285	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
10250																												0	0	16168	14882	0	0	114807	105727	0	0	0	0	0	0	1515	1520	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
10849																												0	0	12670	12619	0	0	8711	7815	0	0	28	25	0	0	4634	4340	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
11145																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28323	26680	505	0	0	0	0	
11640																												0	0	25296	23070	0	0	10789	8530	0	0	0	0	0	0	8228	7491	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
11837																												0	0	10881	10430	0	0	29478	24602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
12030																												0	0	1168	1168	0	0	0	0	0	0	0	0	77	77	1065	1065	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
12142																												10390	9916	1000	1010	30048	26596	17426	16760	0	0	0	0	4903	4546	5158	4923	0	0	0	0	2225	1732	1702	1568	0	0	0	0		0	0	0	0	
12311																																																													
12647																												22331	21160	0	0	5236	4554	0	0	0	0	0	0	1812	1813	0	0	0	0	0	0	138	127	0	0	0	0	0	0		0	0	0	0	
12946																												0	0	85687	73658	0	0	95141	84598	0	0	57	50	0	0	8991	7769	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
13103																												24858	24858	0	0					0	0	62889	62260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
13251																												0	0	343	339	0	0	1177	1050	0	0	0	0	0	0	713	717	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
13457																												0	0	1241	1243	0	0	202	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14155																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14650																												0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14753																												0	0	4345	4173	38	38	450	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
14865																												0	0	62175	60254	862	768	22667	22553	499	499	3395	3393	367	367	45745	45053	0	0	0	0	959	988	6909	6790	0	0	0	0		0	0	0	0	
14977																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
16551																												0	0	999	987	0	0	422	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17110																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334970	282814	91585	78239					0	0	0	0	11178	11086	73337	70191	0	0	0	0	5870	5118	11721	11436	0	0	0	0		0	0	0	0	
17259																												0	0	750	725	0	0	4504	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
17950																												0	0	3615	3386	0	0	140245	130673	0	0	0	0	0	0	15995	14778	0	0	0	0	0	0	721	648	0	0	0	0		0	0	0	0	
17978																												90898	85688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
18050																												0	0	0	0	0	0	143601	128338	0	0	21492	20317	0	0	0	0	0	0	0	0	0	0	1485	1281	0	0	0	0		0	0	21492	20318	
18827																												0	0	23479	22203	0	0	90634	89654	0	0	10450	10693	0	0	11653	11853	0	0	0	0	0	0	982	965	0	0	0	0		0	0	10450	10693	
18836																												0	0	9035	8970	0	0	6693	6239	0	0	0	0	0	0	511	504	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
18854																												0	0	42	42					0	0	0	0	0	0	7733	7405	0	0	0	0	0	0	1617	1530	0	0	0	0		0	0	0	0	
19356																												0	0	0	0	0	0	1341	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19936																												0	0	16902	15840	27	28	17206	15639	0	0	0	0	0	0	1837	1830	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19972																												0	0	0	0	34	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20053																												0	0	880	830	0	0	960	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20633																												0	0	10950	10437	0	0	19548	18579	0	0	0	0	0	0	6752	6301	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
20857																												2500	2482	0	0	0	0	5029	4922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21256																												0	0	1783	1778	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21359																												0	0	1835	1722	0	0	9261	8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
21658																												0	0	11770	11512					0	0	0	0	0	0	226	215	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22048																												0	0	3732	3432	0	0	24917	21772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22543																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22552																												0	0	0	0	0	0	9923	8827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
22730																												0	0	701	660	0	0	61248	56807	0	0	0	0	0	0	6774	6627	0	0	0	0	0	0	818	637	0	0	0	0		0	0	0	0	
23456																												0	0	0	0	0	0	42708	38430	0	0	0	0	0	0	985	1015	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10647	9305	38589	37821	90188	82402	0	0					10647	9305	38589	37821	74526	67043	57958	58597	0	0	0	0	194981	174636	124218	113562	0	0	0	0	0	10647	9305	38589	37821	
23643																												0	0	1215	1213	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
23755																												0	0	8211	7738	16605	15863	15231	13605	0	0	0	0	0	0	2836	2525	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24006																												0	0	31175	31345	0	0	39573	38940	0	0	0	0	0	0	2074	2064	0	0	0	0	0	0	43398	37875	0	0	0	0		0	0	0	0	
24378																												0	0	0	0	8118	7700	2737	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24659																												509	510	2001	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
24949																												13723	12486	5318	5299	26981	26188	10443	10428	0	0	0	0	28983	28842	18454	18693	0	0	0	0	16968	15223	14276	13987	0	0	0	0		0	0	0	0	
25357																												0	0	0	0	287	291	30374	30461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
25647																												0	0	7161	6935					0	0	0	0	0	0	238	238	0	0	0	0	0	0	237	201	0	0	0	0		0	0	0	0	
26765																												0	0	0	0	0	0	144521	126910	0	0	0	0	0	0	2947	2947	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
27070																												0	0	10666	10272	0	0	15798	14170	0	0	0	0	0	0	6600	6315	0	0	0	0	0	0	364	351	0	0	1614	1575		0	0	0	0	
27614																												0	0	0	0	0	0	137714	120825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
27847																												0	0	0	0	0	0	27937	25539	0	0	0	0	0	0	12420	11455	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28013																												0	0	670	613					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28152																												3559	3560	5174	4880					0	0	0	0	0	0	1571	1520	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28675																												0	0	7508	7449					0	0	0	0	0	0	2228	2188	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28732																												4896	4859	5483	5170	876	861	7782	7235	0	0	0	0	0	0	1979	1982	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29476																												0	0	250	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
29636																												4164	3755	0	0	185989	165808	53694	46137	0	0	0	0	5850	5674	930	852	0	0	0	0	53291	46519	1807	1690	0	0	0	0	268	0	0	0	0	
29878																												0	0	50491	48113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052																												0	0	0	0	0	0	2565	2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31134																												0	0	2000	1904					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31255																												0	0	118	118					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657																												0	0	0	0	91933	80576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31826																												0	0	9598	9008					0	0	0	0	0	0	57	57	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31835																												0	0	21281	20194	0	0	9426	9230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
32234																												0	0	4171	4167	7052	6952	1753	1758	0	0	1037	1036	3509	3609	5954	5914	0	0	0	0	0	0	4	0	903	933	5762	5757		0	0	0	0	
32766																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
32971																												0	0	0	0	0	0	2351	2366	0	0	198	196	0	0	2494	2428	0	0	0	0	0	0	1973	1919	0	0	0	0		0	0	198	196	
33147																												0	0	7205	6264	0	0	17580	15253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3681	2835	0	0	0	0		0	0	0	0	
33259																												0	0	31029	28953	0	0	24640	22154	0	0	0	0	0	0	1837	1833	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33370																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33839																												0	0	9539	9419	0	0	774	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
33857																												0	0	0	0					0	0	1154	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1154	988	
34434																												0	0	7455	6914	0	0	16115	14654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6094	5555	0	0	0	0		0	0	0	0	
34537	0	0	0	0	0	0	0	0	0	235213	234823	0	0	0	0	0	0	0	0	0	0	0	0	997	919	28726	28868	0	0	25038	24881					997	919	263939	263691	84932	78093	206155	204543	0	0	0	0	1946	1617	37552	35640	0	0	4664	4574		0	0	0	0	
34555																												0	0	2021	1968					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
34742																												0	0	23480	22511	0	0	36020	34244	0	0	851	830	0	0	0	0	0	0	0	0	0	0	961	948	0	0	0	0		0	0	851	830	
35057																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
35301																																																													
35646																												0	0	7800	7484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
35879																												27972	27965	0	0	0	0	6608	5816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	571	0	0	0	0		0	0	0	0	
36933																												0	0	4214	3916	0	0	30633	26350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37051																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37341																												0	0	440	428	0	0	431	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37435																												24999	23845	57333	57348	10960	9720	163507	149307	0	0	0	0	9065	8529	53255	50596	0	0	0	0	0	0	14858	13960	0	0	0	0		0	0	0	0	
37640																												0	0	281	276					0	0	0	0	0	0	293771	261961	0	0	0	0	0	0	4340	3301	0	0	0	0		0	0	0	0	
37659																												0	0	0	0	0	0	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
37949																												0	0	8171	8183	0	0	24041	21708	0	0	0	0	0	0	786	759	0	0	0	0	0	0	2048	1945	0	0	0	0		0	0	0	0	
38740																												0	0	177	176	0	0	41912	35878	0	0	0	0	0	0	19735	17595	0	0	0	0	0	0	1003	793	0	0	0	0		0	0	0	0	
39327																												14070	13907	66014	63962	0	0	77161	71223	0	0	6639	6481	0	0	19830	19120	0	0	0	0	0	0	13516	13205	0	0	0	0		0	0	6639	6481	
39756																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
40033																												0	0	6702	6193	0	0	4088	4029	0	0	254	314	0	0	1002	995	0	0	0	0	0	0	1084	1075	0	0	0	0		0	0	0	0	
40499																												19212	19146	43300	38373					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																												0	0	5000	4990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41553																												0	0	57221	48179	0	0	3773	3750	0	0	0	0	0	0	2547	2549	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41629																												0	0	29995	28731	0	0	1504	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
41825																												1965	1881	6431	6140					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037																												0	0	0	0	0	0	9496	8263	0	0	223	219	0	0	105	100	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42354																												0	0	0	0	0	0	18674	15727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42372																												0	0	1692	1688	0	0	13832	13094	0	0	29774	27502	0	0	375	382	0	0	0	0	0	0	0	0	0	0	0	0		0	0	29774	27502	
42420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23032	19779	1000	968					0	0	0	0	0	0	0	0	0	0	0	0	32113	25377	134738	112888	0	0	0	0		0	0	0	0	
42448																												0	0	42587	41122	0	0	4419	3763	0	0	0	0	0	0	995	847	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42457																												0	0	0	0	0	0	6075	4898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43052																												0	0	1599	1578	0	0	7124	6758	0	0	0	0	0	0	872	816	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43351																												0	0	0	0	0	0	363	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43856																												0	0	1244	1229	0	0	2183	2112	0	0	0	0	0	0	4073	4082	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
43959																												0	0	20553	17028	0	0	18453	15903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2459	1862	0	0	0	0		0	0	0	0	
44040																												0	0	19361	18556	0	0	55741	49799	0	0	0	0	0	0	3175	3179	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44433																												0	0	72197	71863					0	0	133381	133301	0	0	15246	14701	0	0	0	0	0	0	15165	14529	0	0	4040	3608		0	0	0	0	
44741																												0	0	36214	34999	0	0	1573	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44750																												0	0	37951	27799	0	0	137	131	0	0	0	0	0	0	242	235	0	0	0	0	0	0	0	0	0	0	3348	3355		0	0	0	0	
44929																												0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
45056																												0	0	7701	7466	0	0	7033	6728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
45458																												0	0	4980	4637	0	0	20989	18497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	241	0	0	0	0		0	0	0	0	
45551																												0	0	15489	15049	0	0	50362	44828	0	0	3622	3497	0	0	4490	4191	0	0	0	0	0	0	1991	1837	0	0	0	0		0	0	3621	3497	
45560																												0	0	24155	21985					0	0	14973	14879	0	0	8043	7966	0	0	0	0	0	0	0	0	0	0	0	0		0	0	14235	14161	
45775																												0	0	17490	15488	0	0	12104	10283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
46053																												3558	3164	24442	23201	9375	9280	16091	15080	0	0	0	0	0	0	494	491	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
46941																												0	0	12111	11737	0	0	19165	16597	0	0	0	0	0	0	740	693	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
47247																												0	0	348	338					0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	85	0	0	0	0		0	0	0	0	
47500																												0	0	9905	9499	0	0	37136	30362	0	0	0	0	0	0	1850	1635	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
48057																												0	0	10095	9590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
48374																												0	0	15345	15271	0	0	23890	22549	0	0	5058	4716	0	0	6345	6314	0	0	0	0	0	0	6644	5423	0	0	0	0		0	0	5058	4716	
48440																												0	0	10871	9312	0	0	12298	11034	0	0	0	0	0	0	12585	11690	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
