"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDJJ30	RCFDJJ31	RCFDJJ32	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	
56717																																																																																																																																																																																																																																																	
57451																																																																																																																																																																																																																																																	
58225																																																																																																																																																																																																																																																	
58243																																																																																																																																																																																																																																																	
58355																																																																																																																																																																																																																																																	
58551																																																																																																																																																																																																																																																	
58636																																																																																																																																																																																																																																																	
58757																																																																																																																																																																																																																																																	
58971																																																																																																																																																																																																																																																	
59316																																																																																																																																																																																																																																																	
59352																																																																																																																																																																																																																																																	
59370																																																																																																																																																																																																																																																	
59754																																																																																																																																																																																																																																																	
60143	78039000	698000	0	0	72642960	5387000	4280000	1107000	0	0	0	0	0	0	7114000	10160000	0	0	321000	0	0	0	0	6786000	163000	234000	12000	4499000	11613000	11922000	2043000	52802000	4113000	4113000	1260000	1305000	0	1548000	198000	99000	8000	16000	0	75000	10000	2000	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	21656000	10828000	0	6000	0	10800000	12881000	13910000	2060000	66743000	0	2782000	1030000	66743000	72642960	321000	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	34000	1541000	1134000	28000	6000	0	0	1569000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14884000	0	0	0	0	0	0	0	0	-2390000	0	0	0	1000	0	0	1000	0	0	0	0	14000	0	0	0	0	0	14000	165000	0	0	0	0	165000	0	2000000	0	0	1958000	42000	297000	0	297000	237000	0	0	0	0	0	237000	48645000	0	56000	421000	72000	48096000	0	321000	0	273000	0	0	0	0	0	0	0	0	0	0	
60330																																																																																																																																																																																																																																																	
60545																																																																																																																																																																																																																																																	
60554																																																																																																																																																																																																																																																	
60648																																																																																																																																																																																																																																																	
61122																																																																																																																																																																																																																																																	
61355																																																																																																																																																																																																																																																	
61757																																																																																																																																																																																																																																																	
61832																																																																																																																																																																																																																																																	
61953																																																																																																																																																																																																																																																	
62044																																																																																																																																																																																																																																																	
62110																																																																																																																																																																																																																																																	
62147																																																																																																																																																																																																																																																	
63050																																																																																																																																																																																																																																																	
63069	94207350	728397	0	0	64433732	7052630	6423310	617271	12021	8451750	5911381	2525991	14578	0	9127432	671352	0	0	331743	301917	0	0	0	4119017	379149	18825	79721	1266331	22239341	5113437	24233326	40463129	748637	748637	217250	13584	700	511353	69394	34697	2352	0	0	32345	134900	26980	313	0	2	26665	0	0	0	0	0	0	1171	1171	0	1171	0	0	10484626	5242313	11308	75495	47673	5085415	22479141	5471896	24283701	47502122	0	1094379	12141851	47502122	64433732	33344	0	0	0	0	0	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	0		118986	30654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	967823	364758	364758	334652	330948	0	0	818396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9947303	202	0	0	-39	67	0	-200	0	29533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24294491	0	22593	23184493	1087405	104306	0	104306	231873	0	122	2638	0	0	229113	40402636	0	96030	1254767	954467	38097372	0	29826	0	706692	0	0	0	0	0	0	0	0	0	0	
63201																																																																																																																																																																																																																																																	
63573																																																																																																																																																																																																																																																	
63733																																																																																																																																																																																																																																																	
64150																																																																																																																																																																																																																																																	
64552																																																																																																																																																																																																																																																	
64730																																																																																																																																																																																																																																																	
65205																																																																																																																																																																																																																																																	
65559																																																																																																																																																																																																																																																	
65858																																																																																																																																																																																																																																																	
66154																																																																																																																																																																																																																																																	
66275																																																																																																																																																																																																																																																	
67142																																																																																																																																																																																																																																																	
67151																																																																																																																																																																																																																																																	
67209																																																																																																																																																																																																																																																	
67254																																																																																																																																																																																																																																																	
67656																																																																																																																																																																																																																																																	
67870																																																																																																																																																																																																																																																	
68671																																																																																																																																																																																																																																																	
68756																																																																																																																																																																																																																																																	
68831																																																																																																																																																																																																																																																	
69333																																																																																																																																																																																																																																																	
69678																																																																																																																																																																																																																																																	
70218																																																																																																																																																																																																																																																	
70414																																																																																																																																																																																																																																																	
70638																																																																																																																																																																																																																																																	
70955																																																																																																																																																																																																																																																	
71073																																																																																																																																																																																																																																																	
71457																																																																																																																																																																																																																																																	
71859																																																																																																																																																																																																																																																	
72258																																																																																																																																																																																																																																																	
72351																																																																																																																																																																																																																																																	
72454																																																																																																																																																																																																																																																	
72678																																																																																																																																																																																																																																																	
73116																																																																																																																																																																																																																																																	
73152																																																																																																																																																																																																																																																	
73554																																																																																																																																																																																																																																																	
73956																																																																																																																																																																																																																																																	
74056																																																																																																																																																																																																																																																	
74140																																																																																																																																																																																																																																																	
74403																																																																																																																																																																																																																																																	
74449																																																																																																																																																																																																																																																	
75259																																																																																																																																																																																																																																																	
75446																																																																																																																																																																																																																																																	
75455																																																																																																																																																																																																																																																	
75633	253742866	2317123	0	246158	183608513	23822611	20339091	3375600	22029	1188808	243489	949880	0	0	42609365	18307749	131551	73774	203940	0	0	0	77729	26450318	905590	149800	82781	8118175	64105700	23920933	22285339	125070416	4078366	4078366	0	638986	0	3439380	1006330	503165	0	99274	0	403891	116505	23301	0	8264	0	15037	0	0	0	0	0	0	487557	487557	0	0	9101	478456	54043308	27021654	0	3373538	346719	23155542	64249902	28192196	22641159	155227137	0	5638439	11320580	155227137	183362355	147425	51876	51876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2597714	0	0	2308030	828258	0	0	2308030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57327102	50876	0	0	-1203	68282	18812	-4561	0	-3795337	0	0	0	50534	0	0	34579	15955	0	0	0	0	0	0	0	0	0	0	25000	0	0	0	0	25000	0	28633478	11135	50380	21829663	6742300	56220	0	56220	1567143	8884	0	23400	0	0	1534859	111237077	30857	8165	1064118	138483	109995454	0	126211	0	12288228	0	0	4696966	4696966	0	944905	0	0	0	0	
75651																																																																																																																																																																																																																																																	
76153																																																																																																																																																																																																																																																	
76443																																																																																																																																																																																																																																																	
76854																																																																																																																																																																																																																																																	
77150																																																																																																																																																																																																																																																	
77253																																																																																																																																																																																																																																																	
77422																																																																																																																																																																																																																																																	
77851																																																																																																																																																																																																																																																	
78157																																																																																																																																																																																																																																																	
78241																																																																																																																																																																																																																																																	
78559																																																																																																																																																																																																																																																	
79042																																																																																																																																																																																																																																																	
79127																																																																																																																																																																																																																																																	
79145																																																																																																																																																																																																																																																	
79257																																																																																																																																																																																																																																																	
79855																																																																																																																																																																																																																																																	
80150																																																																																																																																																																																																																																																	
80374																																																																																																																																																																																																																																																	
80431																																																																																																																																																																																																																																																	
81175																																																																																																																																																																																																																																																	
82033																																																																																																																																																																																																																																																	
82257																																																																																																																																																																																																																																																	
82350																																																																																																																																																																																																																																																	
83375																																																																																																																																																																																																																																																	
83638	10312330	86519	49	0	8305892	628466	608610	19856	0	0	0	0	0	0	277429	1521308	10886	15025	120226	0	120226	0	0	671700	24448	50152	37	538976	956372	1713573	1402205	6230023	92137	92137	72715	0	0	19421	89109	44555	2933	0	0	41621	315	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1482356	741178	0	0	0	741178	1032083	1724448	1402205	7145285	0	344890	701103	7145285	8305843	43634	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789262	0	0	0	0	0	0	0	0	-35386	0	0	0	4017	0	0	4017	0	0	0	0	0	0	0	0	0	0	0	2056	0	0	0	0	2056	0	1914139	0	0	1387265	526498	0	0	0	75064	0	0	1088	0	0	73976	5193920	0	45509	943	0	5147468	0	0	0	56627	0	0	0	0	0	0	0	0	0	0	
83834																																																																																																																																																																																																																																																	
83852																																																																																																																																																																																																																																																	
83955																																																																																																																																																																																																																																																	
84046																																																																																																																																																																																																																																																	
84541																																																																																																																																																																																																																																																	
85052																																																																																																																																																																																																																																																	
85472																																																																																																																																																																																																																																																	
85931																																																																																																																																																																																																																																																	
86349																																																																																																																																																																																																																																																	
86675																																																																																																																																																																																																																																																	
87047																																																																																																																																																																																																																																																	
87234																																																																																																																																																																																																																																																	
87476																																																																																																																																																																																																																																																	
87579																																																																																																																																																																																																																																																	
88231																																																																																																																																																																																																																																																	
88259																																																																																																																																																																																																																																																	
88352																																																																																																																																																																																																																																																	
88455																																																																																																																																																																																																																																																	
89032																																																																																																																																																																																																																																																	
89135																																																																																																																																																																																																																																																	
89854																																																																																																																																																																																																																																																	
89957																																																																																																																																																																																																																																																	
90047																																																																																																																																																																																																																																																	
90177																																																																																																																																																																																																																																																	
90328																																																																																																																																																																																																																																																	
90337																																																																																																																																																																																																																																																	
90579																																																																																																																																																																																																																																																	
91615																																																																																																																																																																																																																																																	
91754																																																																																																																																																																																																																																																	
91950																																																																																																																																																																																																																																																	
92144																																																																																																																																																																																																																																																	
92676																																																																																																																																																																																																																																																	
92706																																																																																																																																																																																																																																																	
92902																																																																																																																																																																																																																																																	
93244																																																																																																																																																																																																																																																	
93543																																																																																																																																																																																																																																																	
93619	57898	0	0	0	19981	46950	0	46950	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	10704	113	0	0	10591	356	46950	0	10591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	46950	0	10591	0	9390	0	10591	19981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139																																																																																																																																																																																																																																																	
94522																																																																																																																																																																																																																																																	
94755																																																																																																																																																																																																																																																	
94858																																																																																																																																																																																																																																																	
95051																																																																																																																																																																																																																																																	
95677																																																																																																																																																																																																																																																	
96553																																																																																																																																																																																																																																																	
97055																																																																																																																																																																																																																																																	
97279																																																																																																																																																																																																																																																	
97457																																																																																																																																																																																																																																																	
97804																																																																																																																																																																																																																																																	
97943																																																																																																																																																																																																																																																	
98351																																																																																																																																																																																																																																																	
98463																																																																																																																																																																																																																																																	
98717																																																																																																																																																																																																																																																	
99143																																																																																																																																																																																																																																																	
99376																																																																																																																																																																																																																																																	
99442																																																																																																																																																																																																																																																	
99536																																																																																																																																																																																																																																																	
99853																																																																																																																																																																																																																																																	
100236																																																																																																																																																																																																																																																	
100357																																																																																																																																																																																																																																																	
100562																																																																																																																																																																																																																																																	
100777																																																																																																																																																																																																																																																	
100843																																																																																																																																																																																																																																																	
101037																																																																																																																																																																																																																																																	
101439																																																																																																																																																																																																																																																	
101671																																																																																																																																																																																																																																																	
101738																																																																																																																																																																																																																																																	
101952																																																																																																																																																																																																																																																	
102333																																																																																																																																																																																																																																																	
102342																																																																																																																																																																																																																																																	
102557																																																																																																																																																																																																																																																	
102874																																																																																																																																																																																																																																																	
103134																																																																																																																																																																																																																																																	
104234																																																																																																																																																																																																																																																	
