"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONHK18	RCONHK19	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
2732				false			false			false	false		false		false		false			false								
2750				false			false			false	false		false		false		false			false								
3252				false			false			false	false		false		false		false			false								
3458				false			false			false	false		false		false		false			false								
3720				false			false			false	false		false		false		false			false								
3971				false			false			false	false		false		true	66151	false			false								
4231				false			false			false	false		false		false		false			false								
5069				false			false			false	false		false		false		false			false								
5135				false			false			false	false		false		false		false			false								
5210	212345	0		true	0	0	true	55418	16850	false	false		true	12532	true	50676	false			false								
5461				false			false			false	false		false		false		false			false								
5751				false			false			true	false		false		false		false			false	194	0				4	0	
6039	0	0																										
6329	7888	0						31065	4427																			
7009	6000	0		true	0	0	false			true	false		false		false		false			false	860	0				22	0	
7045	0	0						0	0																			
7072				false			false			false	false		true	2525	true	113626	false			false								
7456				false			false			false	false		false		false		false			false								
7634				false			false			false	false		false		false		false			false								
8462				false			false			false	false		false		false		false			false								
8631				false			false			false	false		false		false		false			false								
9357				false			false			false	false		false		false		false			false								
9553				false			false			false	false		true	277	true	277	false			false								
9807	0	0																										
9955				false			false			false	false		true	423	true	423	false			false								
10250				false			false			false	false		true	34326	false		false			false								
10849				false			false			false	false		false		false		false			false								
11145	61519	0																										
11640				false			false			false	false		false		false		false			false								
11837				false			false			false	false		false		false		false			false								
12030				false			false			false	false		false		false		false			false								
12142				false			false			false	false		false		false		false			false								
12311								1557411	836364														0	0	7028	1094	0	
12647				false			false			false	false		false		false		false			false								
12946	0	0		true	7631	0	true	12342	4060	false	false		false		true	63855	false			false								
13103	453678	0						2156	9661																			
13251	0	315		true	0	0	false			false	true	15166	true	25615	true	40781	false			false								
13457				false			false			false	false		false		false		false			false								
14155				false			false			false	false		true	824	true	824	false			false								
14650				false			false			false	false		false		false		false			false								
14753				false			false			false	false		false		false		false			false								
14865				false			false			false	false		false		false		false			false								
14977	0	0						0	0																			
16551	2571	0		true	0	0	false			false	false		true	51232	true	280941	false			false								
17110	0	0																										
17147	3163832	0						125993	23190																			
17259				false			false			false	false		false		false		false			false								
17950				false			false			false	false		false		false		false			false								
17978				false			false			false	false		false		false		false			false								
18050				false			false			false	false		false		false		false			false								
18827	357313	0		true	0	97591	false			true	false		false		false		false			false	11444	10060				-1684	1230	
18836				false			false			false	false		false		false		false			false								
18854	0	0																										
19356				false			false			false	false		false		false		false			false								
19936				false			false			false	false		false		false		false			false								
19972				false			false			false	false		false		false		false			false								
20053				false			false			false	false		true	6169	true	63557	false			false								
20633				false			false			false	false		true	1250	true	36537	false			false								
20857				false			false			false	false		false		true	35287	false			false								
21256				false			false			false	false		false		false		false			false								
21359				false			false			false	false		false		false		false			false								
21658	0	325																										
22048	6500	0		true	0	0	false			false	false		false		false		false			false								
22543	3211	0		true	0	0	false			true	false		false		true	277863	false			false	3450	0				-237	0	
22552				false			false			false	false		false		false		false			false								
22730				false			false			false	false		true	4499	false		false			false								
23456				false			false			false	false		false		false		false			false								
23504	1450000	3377983																										
23643				false			false			false	false		false		false		false			false								
23755	0	1285		true	0	0	false			false	false		false		true	209231	false			false								
24378				false			false			false	false		false		false		false			false								
24659				false			false			false	false		false		false		false			false								
24949				false			false			false	false		true	9341	true	150281	false			false								
25357				false			false			false	false		false		false		false			false								
25647	0	0																										
26765				false			false			false	false		true	56563	false		false			false								
27070	10000	0		true	0	0	false			false	false		true	54245	true	66385	false			false								
27614				false			false			false	false		false		true	29240	false			false								
27847				false			false			false	false		false		false		false			false								
28013	0	230167																										
28152	37596	0																										
28675	0	0																										
28732				false			false			false	false		false		false		false			false								
29476				false			false			false	false		false		false		false			false								
29636	39500	0		true	0	0	false			false	false		false		false		false			false								
29878				false			false			false	false		false		false		false			false								
30052				false			false			false	false		false		false		false			false								
31134	0	0																										
31255	0	0																										
31657				false			false			false	false		false		false		false			false								
31826	0	0																										
31835				false			false			false	false		false		false		false			false								
32234	97576	0		true	0	0	false			false	false		false		false		false			false								
32766				false			false			false	false		false		false		false			false								
32971				false			false			false	false		false		true	119543	false			false								
33147				false			false			false	false		false		false		false			false								
33259				false			false			false	false		false		false		false			false								
33370	0	0																										
33839				false			false			false	false		true	567	false		false			false								
33857	8521	0						14294	903																			
34537	2474802	0						20291	5675																	470	0	
34555	0	0																										
34742				false			true	14007	1701	false	false		true	11733	false		false			false								
35057	2571	0						2218	1828																			
35301								0	0																			
35646				false			false			false	false		false		false		false			false								
35879	25436	0		true	0	0	false			false	false		false		true	75457	false			false								
36933				false			false			false	false		false		true	21092	false			false								
37051				false			false			false	false		false		false		false			false								
37341				false			false			false	false		false		false		false			false								
37435	7072	0		true	0	0	false			false	false		true	9041	true	406809	false			false								
37640	288441	0						55658	10058																	-25	0	
37659				false			false			false	false		false		false		false			false								
37949				false			false			false	false		false		false		false			false								
38740				false			false			false	false		false		false		false			false								
39327				false			false			false	false		false		false		false			false								
40033				false			false			false	false		false		false		false			false								
40499	209004	1113637						121312	25995																	5910	0	
40855				false			false			false	false		true	9081	false		false			false								
41553				false			false			false	false		false		false		false			false								
41629				false			false			false	false		false		false		false			false								
41825	18354	0						11469	3782																			
42037				false			false			false	false		false		false		false			false								
42354				false			false			false	false		false		false		false			false								
42372				false			false			false	false		false		false		false			false								
42420	2494211	0						68891	7763																			
42448	1961	0		true	0	0	false			false	false		false		false		false			false								
42457				false			false			false	false		false		false		false			false								
43052				false			false			false	false		false		true	26117	false			false								
43351				false			false			false	false		false		false		false			false								
43856				false			false			false	false		true	25644	false		false			false								
43959				false			false			false	false		false		false		false			false								
44040				false			false			false	false		false		false		false			false								
44433	239996	0																										
44741				false			false			false	false		false		true	112527	false			false								
44750				false			false			false	false		false		false		false			false								
44929	0	0																										
45056				false			false			false	false		false		false		false			false								
45458				false			false			false	false		true	18614	true	18614	false			false								
45551				false			false			false	false		true	19396	false		false			false								
45560	5580	0						59669	5826																			
45775				false			false			false	false		false		false		false			false								
46053	1616	0		true	0	0	false			false	false		true	52115	true	114340	false			false								
46941				false			false			false	false		false		false		false			false								
47247	261733	7461						374504	53553																	0	0	
47500				false			false			false	false		true	33042	true	33236	false			false								
48374				false			true	22880	2718	false	false		false		true	1087924	false			false								
48440	3145	0		true	0	0	false			false	false		true	82009	true	104902	false			false								
49054				false			false			false	false		false		true	11058	false			false								
49148				false			false			false	false		false		false		false			false								
49241	20000	0		true	0	0	false			true	false		false		false		false			false	0	239				0	0	
49652				false			false			false	false		false		true	15439	false			false								
49858				false			false			false	false		false		false		false			false								
49951				false			false			false	false		false		false		false			false								
50144				false			false			false	false		false		false		false			false								
50461	0	0																										
51253	0	0																										
51356	0	0																										
51459				false			false			true	false		false		false		false			false	3771	0				172	0	
51842	0	0																										
52719	0	0						0	0																			
52951				false			false			false	false		false		false		false			false								
53051				false			false			false	false		false		false		false			false								
54058	0	0																										
54973	4690	0						14785	1776																			
55336				false			false			false	false		false		false		false			false								
55635				false			false			false	false		false		false		false			false								
55970				false			false			false	false		false		true	125680	false			false								
56258				false			false			false	false		false		false		false			false								
56351	0	0																								-17624	0	
56548	4557	0		true	0	0	false			false	false		false		true	180217	false			false								
56717	5720	0		true	0	0	false			false	false		true	30574	true	123623	false			false								
57451				false			false			false	false		false		true	121053	false			false								
58225				false			false			false	false		false		false		false			false								
58243	2451439	0						129008	10721																			
58355				false			false			false	false		false		false		false			false								
58551				false			false			false	false		false		false		false			false								
58636				false			false			false	false		false		false		false			false								
58757				false			false			false	false		false		false		false			false								
58971	115091	0						50491	13134																			
59316	9012	0		true	0	0	false			false	false		false		true	68181	false			false								
59352				false			false			false	false		false		false		false			false								
59370				false			false			false	false		false		false		false			false								
59754	3000	0		true	0	0	false			false	false		false		false		false			false								
60143								17000	2000																			
60330	53209	0						0	0																			
60545				false			false			false	false		false		false		false			false								
60554				false			false			false	false		false		false		false			false								
60648				false			false			false	false		false		true	48165	false			false								
61122	0	0						0	0																			
61355	26267	0		true	0	0	true	31056	4574	false	false		false		true	882504	false			false								
61757	0	0																										
61832				false			false			false	false		false		false		false			false								
61953				false			false			false	false		false		false		false			false								
62044				false			false			false	false		false		true	418	false			false								
62110				false			false			false	false		false		false		false			false								
62147				false			false			false	false		true	43	true	38272	false			false								
63050				false			false			false	false		false		false		false			false								
63069																										19782	0	
63201				false			false			false	false		false		false		false			false								
63573				false			false			false	false		false		false		false			false								
63733	0	0						5627	76																			
64552	0	0						10933	932																			
64730				false			false			false	false		false		false		false			false								
65205	25200	0		true	0	38189	false			false	false		true	92	true	44648	false			false								
65559	0	0						10395	1436																			
65858	50000	0		true	0	0	false			false	false		true	252	false		false			false								
66154				false			false			false	false		false		false		false			false								
66275				false			false			false	false		false		false		false			false								
67142				false			false			false	false		false		true	9474	false			false								
67151	154104	0		true	0	0	false			false	false		false		false		false			false								
67209	195000	223616		true	0	69204	false			true	false		true	53227	true	169691	false			false	1236	0				-231	0	
67254				false			false			false	false		false		false		false			false								
67656	0	0																										
67870				false			false			false	false		false		true	384	false			false								
68671	77000	0		true	0	0	false			false	false		false		false		false			false								
68756	97000	0																										
68831				false			false			false	false		false		false		false			false								
69333	0	0						9925	0																			
69678				false			false			true	false		false		true	70696	false			false	146	0				-36	0	
70218	0	0						0	0																			
70638				false			true	18042	2871	false	false		true	1408	false		false			false								
70955				false			false			false	false		false		false		false			false								
71073				false			true	47370	12003	false	false		false		false		false			false								
71457	9559	0		true	0	0	false			false	false		true	71796	true	5150	false			false								
71859				false			false			false	false		false		false		false			false								
72258				false			false			false	false		false		false		false			false								
72351				false			false			false	false		false		false		false			false								
72454				false			false			false	false		false		false		false			false								
72678				false			false			false	false		false		false		false			false								
73116				false			false			false	false		false		true	12896	false			false								
73152				false			false			false	false		false		false		false			false								
73554	20000	0		true	0	0	false			false	true	19797	true	161	true	19957	false			false								
73956				false			false			false	false		false		false		false			false								
74056				false			false			false	false		false		false		false			false								
74140	13000	0						1181	737																			
74403	23126	0																										
74449				false			false			false	false		false		false		false			false								
75259				false			false			false	false		false		true	170133	false			false								
75446	3633	0		true	0	0	false			false	false		true	26267	true	44960	false			false								
75455				false			false			false	false		false		false		false			false								
75633								174203	39393														0	0	0	0	-206739	
75651				false			false			false	false		true	6182	false		false			false								
76153	0	0						0	0																			
76443				false			false			false	false		false		true	47700	false			false								
76854	15000	0		true	0	0	false			false	false		false		false		false			false								
77150	0	0																										
77253				false			false			false	false		false		false		false			false								
77422				false			false			false	false		false		false		false			false								
77851	134068	0						51189	5316																			
78157				false			false			false	false		false		false		false			false								
78241				false			false			false	false		false		false		false			false								
78559				false			false			false	false		false		false		false			false								
79042	0	0																										
79127				false			false			false	false		false		false		false			false								
79145	1642	0		true	0	0	false			false	false		true	22023	true	171583	false			false								
79257				false			false			false	false		false		false		false			false								
79855	9115	0		true	0	0	false			false	false		false		false		false			false								
80150				false			false			false	false		false		false		false			false								
80374				false			false			false	false		false		true	3984	false			false								
80431				false			false			false	false		false		false		false			false								
81175	2816	0		true	0	0	false			false	false		true	32863	true	150008	false			false								
82033				false			false			false	false		false		false		false			false								
82257				false			false			false	false		false		false		false			false								
82350				false			false			false	false		false		false		false			false								
83375				false			false			false	false		false		false		false			false								
83638								11580	0																	-1066	0	
83834				false			false			false	false		false		false		false			false								
83852				false			false			false	false		false		false		false			false								
83955				false			false			false	false		false		false		false			false								
84541	4129	0		true	0	0	true	23780	1436	false	false		false		false		false			false								
85052				false			false			false	false		false		false		false			false								
85472	3659368	0						145735	17766																			
85931				false			false			false	false		false		false		false			false								
86349				false			false			false	false		false		false		false			false								
86675				false			false			false	false		false		false		false			false								
87047				false			false			false	false		false		false		false			false								
87234	4379	11500		true	0	0	true	34641	10334	false	false		false		false		false			false								
87476				false			false			false	false		false		true	59279	false			false								
87579	0	0																										
88231	146026	0		true	0	0	true	200312	36874	true	false		false		true	1033998	false			false	35238	20				-34	5	
88259	220	0		true	0	0	false			false	false		false		true	11757	false			false								
88352	0	0																										
88455				false			false			false	false		true	1770	false		false			false								
89032				false			false			false	false		false		true	42	false			false								
89135				false			false			false	false		false		false		false			false								
89854				false			false			false	false		false		false		false			false								
89957				false			false			false	false		false		false		false			false								
90047				false			false			false	false		false		false		false			false								
90177				false			false			false	false		true	16273	true	16273	false			false								
90328	25000	0		true	0	0	false			false	false		false		false		false			false								
90337				false			false			false	false		false		false		false			false								
90579				false			false			false	false		false		false		false			false								
91615				false			false			false	false		false		false		false			false								
91950				false			false			false	false		false		false		false			false								
92144				false			false			false	false		false		false		false			false								
92676	0	0																										
92706				false			false			false	false		true	7060	true	20316	false			false								
92902				false			false			false	false		false		false		false			false								
93244	1420	0		true	0	0	false			false	false		true	62799	true	117479	false			false								
93543	43305	0		true	0	0	false			false	false		false		true	245042	false			false								
93619																												
94139				false			false			false	false		false		false		false			false								
94522				false			true	4538	433	true	false		false		false		false			false	11188	0				306	0	
94755				false			false			false	false		false		false		false			false								
94858				false			false			false	false		false		false		false			false								
95051	7178	0																										
95677				false			false			false	false		true	5698	true	2200	false			false								
96553				false			false			false	false		false		true	36408	false			false								
97055				false			false			false	false		false		false		false			false								
97279				false			false			false	false		false		false		false			false								
97457				false			false			false	false		false		false		false			false								
97804	35390	0		true	0	0	false			true	false		true	1419	true	73200	false			false	4825	4825				451	451	
97943	2790	0		true	0	0	false			false	false		true	4359	false		false			false								
98351				false			false			false	false		false		false		false			false								
98463				false			false			false	false		false		false		false			false								
98717	0	0						0	0																			
99143	4641	0		true	0	0	false			false	false		false		false		false			false								
99376	840481	0						7467	3609																	881	0	
99442				false			false			false	false		false		false		false			false								
99536				false			false			false	false		false		false		false			false								
99853				false			false			false	false		false		false		false			false								
100236				false			false			false	false		false		false		false			false								
100357				false			false			false	false		false		false		false			false								
100562	0	0						14614	2785																			
100777				false			false			false	false		false		false		false			false								
100843	1	0		true	0	0	false			false	false		true	1257	true	5395	false			false								
101037				false			false			false	false		false		false		false			false								
101439				false			false			false	false		false		false		false			false								
101671	0	0																										
101738				false			false			false	false		false		false		false			false								
101952				false			false			false	false		false		false		false			false								
102333				false			false			false	false		false		false		false			false								
102342	1260	0		true	0	0	false			false	false		true	31117	true	31117	false			false								
102557				false			false			false	false		false		false		false			false								
102874	0	0																										
103134				false			false			false	false		false		false		false			false								
104234				false			false			false	false		false		false		false			false								
104542				false			false			false	false		false		false		false			false								
104971				false			false			false	false		false		false		false			false								
105026				false			false			false	false		false		false		false			false								
105473				false			false			false	false		false		true	2	false			false								
105530				false			false			false	false		false		false		false			false								
106359	50000	30672																										
106452				false			false			false	false		false		false		false			false								
106676				false			false			false	false		false		true	13431	false			false								
107244	127241	0						40545	2655																			
107570				false			false			false	false		false		true	172075	false			false								
107758				false			false			false	false		false		false		false			false								
108072				false			false			false	false		false		false		false			false								
108269				false			false			false	false		false		false		false			false								
108652				false			false			false	false		false		false		false			false								
108746				false			false			false	false		false		false		false			false								
108951	5000	0		true	0	0	false			false	false		true	5097	false		false			false								
109136				false			false			false	false		false		false		false			false								
109154	0	1309		true	0	0	false			false	false		true	20	false		false			false								
109453				false			false			false	false		false		false		false			false								
109574				false			false			false	false		true	9757	true	10631	false			false								
109659				false			false			false	false		false		true	104714	false			false								
110413	0	0																										
110936				false			false			false	false		false		false		false			false								
110945				false			false			false	false		false		false		false			false								
110972				false			false			false	false		false		false		false			false								
111157	0	0						0	0																			
111205	42283	0		true	0	0	false			false	false		true	11140	true	80320	false			false								
111942	11778	0		true	0	0	false			false	false		true	108224	true	287566	false			false								
112163	295	0						3590	295																			
112332				false			false			false	false		false		false		false			false								
112510				false			false			false	false		false		false		false			false								
112556				false			false			false	false		false		false		false			false								
112837								0	7948849														2450875	0	1062069			
113003	0	0																										
113030				false			false			false	false		false		false		false			false								
113441				false			false			true	false		false		true	40945	false			false	369	0				-18	0	
113601				false			false			false	false		false		false		false			false								
113740	46070	0						55597	15556																			
114149				false			false			false	false		false		false		false			false								
114260	21159	0						16233	4202																			
114457				false			false			false	false		false		false		false			false								
114774	2518	0		true	0	0	true	10672	432	true	false		false		true	473013	false			false	1067	0				-145	0	
114840	6997	0		true	0	0	false			false	false		false		false		false			false								
114859				false			false			false	false		true	9107	true	9470	false			false								
115146				false			false			false	false		false		false		false			false								
115575	45000	0		true	0	0	false			false	false		true	6839	true	104225	false			false								
116358				false			false			false	false		false		false		false			false								
116554				false			true	9834	1775	false	false		false		false		false			false								
116741				false			false			false	false		false		false		false			false								
117038	5638	0																										
117074				false			false			false	false		false		false		false			false								
117458	0	2441		true	0	0	false			false	false		false		false		false			false								
117775	0	0						0	0																			
118156				false			false			false	false		false		false		false			false								
118660				false			false			false	false		false		true	4563	false			false								
118736				false			false			false	false		false		false		false			false								
119153	0	0																										
119779	10967	53923																										
119872	64523	64523		true	0	0	false			false	false		false		true	29460	false			false								
120476				false			false			false	false		false		false		false			false								
120542				false			false			false	false		false		true	44008	false			false								
120609	60000	0		true	0	0	false			false	false		true	8188	true	152879	false			false								
120953				false			false			false	false		false		false		false			false								
121642	179924	0						61250	12913																			
121651	146000	0		true	0	0	false			true	false		false		false		false			false	26322	739924				1153	-3864	
121914				false			false			false	false		false		false		false			false								
122153				false			false			false	false		false		false		false			false								
122546				false			false			false	false		false		false		false			false								
123075				false			false			false	false		false		false		false			false								
123374				false			false			false	false		false		false		false			false								
124344	172910	0		true	0	0	true	9618	521	false	false		false		true	250822	false			false								
124830				false			false			false	false		false		false		false			false								
125154	0	0																										
125855	1909	0		true	0	0	true	7200	1699	true	false		false		true	296089	false			false	2844	0				-2	0	
126012				false			false			false	false		false		false		false			false								
126049				false			false			false	false		false		false		false			false								
126375				false			false			false	false		false		false		false			false								
126553	19109	0						33607	6058																			
126834	102	0		true	0	0	false			false	false		false		true	101816	false			false								
127055				false			false			false	false		true	90	true	26416	false			false								
127224				false			false			false	false		true	158	false		false			false								
128258				false			false			false	false		false		false		false			false								
128904	5726315	0						8913	708																			
129349				false			false			false	false		true	7604	false		false			false								
129358				false			true	37561	3388	false	false		true	1940	true	28673	false			false								
129732	750000	1176919						0	0																	-4495	0	
129853				false			false			false	false		false		false		false			false								
129910	1	0		true	0	0	true	10841	821	false	false		false		true	812	false			false								
130345	848	0		true	0	0	false			false	false		true	63	true	149352	false			false								
130541	1066429	0						49818	1921																			
131436	0	0																										
131717	0	0						0	0																			
131940				false			false			false	false		false		false		false			false								
132107	346986	0		true	0	50828	true	31437	3636	false	false		true	139359	true	307724	false			false								
132451				false			false			false	false		false		false		false			false								
132778				false			false			false	false		false		true	44020	false			false								
132938				false			false			false	false		false		false		false			false								
133579	0	0						0	0																			
133850	25000	0		true	0	0	true	20101	4014	false	false		false		false		false			false								
133971				false			false			false	false		false		false		false			false								
134156				false			false			false	false		false		false		false			false								
134437	1708	0		true	0	0	false			false	false		false		true	44370	false			false								
134455				false			false			false	false		false		false		false			false								
134848				false			false			false	false		false		false		false			false								
135836				false			false			false	false		false		false		false			false								
135854				false			false			false	false		false		true	52785	false			false								
136048				false			false			false	false		true	3544	false		false			false								
136338				false			false			false	false		false		false		false			false								
136655				false			false			false	false		true	19509	false		false			false								
137205	396534	0		true	0	0	false			false	false		false		true	175666	false			false								
137447				false			false			false	false		false		false		false			false								
137456				false			false			false	false		false		false		false			false								
137559				false			false			false	false		false		false		false			false								
137643				false			false			false	false		false		false		false			false								
137652	310324	0						337289	70149																	854	0	
137915	1465	0						1980	719																	-8241	0	
138051				false			false			false	false		false		false		false			false								
138257				false			false			false	false		false		false		false			false								
138556				false			false			false	false		false		false		false			false								
139133	0	0						0	0																			
139478				false			false			true	false		true	14891	true	14891	false			false	83	0				19	0	
139553				false			false			false	false		false		false		false			false								
139656	327577	0						2847	617																			
139740	863435	0																										
139843	191812	235065						17403	4195																			
140157				false			false			false	false		false		false		false			false								
140362	449071	0						0	0																			
140634				false			false			false	false		false		false		false			false								
141350				false			false			false	false		false		false		false			false								
141556																												
141677				false			false			false	false		false		false		false			false								
141958				false			false			false	false		false		false		false			false								
142049				false			false			false	false		false		false		false			false								
142179				false			false			false	false		false		false		false			false								
142955				false			false			false	false		true	4237	false		false			false								
143372				false			false			false	false		false		true	11601	false			false								
143662	9174587	0						164194	340087																	-1307	2486	
143859				false			false			false	false		false		false		false			false								
143952				false			false			false	false		false		false		false			false								
144052				false			false			false	true	28	true	1542	true	28	false			false								
144155	0	0																										
144678				false			false			false	false		false		true	49949	false			false								
144856	386	0		true	0	0	false			true	false		true	92712	true	33129	false			false	290	0				290	0	
144913				false			false			false	false		false		false		false			false								
145059				false			false			false	false		false		false		false			false								
145545				false			false			false	false		false		true	248420	false			false								
145554				false			false			false	false		false		false		false			false								
145741				false			false			false	false		false		false		false			false								
145844				false			false			false	false		false		true	152622	false			false								
146056				false			false			false	false		false		false		false			false								
146663	890	0		true	0	0	false			false	false		false		true	202564	false			false								
147651				false			false			false	false		false		false		false			false								
147679				false			false			false	false		false		false		false			false								
147857	20000	0																										
147923				false			false			false	false		false		false		false			false								
148171	100	0		true	0	0	true	800	0	false	false		true	63353	true	187502	false			false								
148238				false			false			false	false		false		false		false			false								
148340				false			false			false	false		true	22418	true	22418	false			false								
148470				false			false			false	false		false		false		false			false								
148715				false			false			false	false		false		false		false			false								
149150	0	1273		true	0	0	false			false	false		false		true	139832	false			false								
150035	0	0						2959	280																			
150044	16014	53452		true	0	0	false			true	false		true	771	true	388287	false			false	715	0				4	0	
150727	110753	0		true	0	0	false			false	true	83479	false		true	83479	false			false								
151957	37652	0		true	0	0	false			false	false		true	128103	false		false			false								
152057				false			false			false	false		false		false		false			false								
152253				false			false			false	false		false		false		false			false								
152440				false			false			false	false		true	636	true	38018	false			false								
153054				false			false			false	false		false		true	104888	false			false								
153353	29327	0		true	0	0	false			false	false		true	205926	true	408910	false			false								
154154	20000	0		true	0	0	false			false	false		true	34007	true	34007	false			false								
154770				false			false			false	false		false		true	22516	false			false								
155759				false			false			false	false		false		false		false			false								
156457				false			false			false	false		false		false		false			false								
156970	0	0																										
157155				false			false			false	false		true	613	true	613	false			false								
157379				false			false			false	false		false		true	2688	false			false								
157650	0	0						0	0																			
157744	0	200		true	0	0	false			false	false		false		false		false			false								
157856				false			false			false	false		false		false		false			false								
158376				false			false			false	false		false		false		false			false								
158741				false			false			false	false		false		false		false			false								
159636	9643	0						19330	4245																			
159645	40910	0		true	0	0	false			false	false		false		false		false			false								
159953				false			false			false	false		false		false		false			false								
159971				false			false			false	false		false		false		false			false								
160360				false			false			false	false		false		false		false			false								
160454				false			false			false	false		false		false		false			false								
160959	0	0						0	0																			
161273				false			false			false	false		true	57213	true	233050	false			false								
161602	809154	0		true	0	0	true	41490	7196	false	false		false		true	699977	false			false								
162337	750	0		true	0	1129	false			false	false		false		false		false			false								
163343				false			false			false	false		false		true	70557	false			false								
163549	237509	0						24861	2802																			
163857	3877	0		true	0	0	true	12992	1838	false	false		true	28804	false		false			false								
164153	1669	0		true	0	0	false			false	false		false		true	64449	false			false								
164331				false			false			false	false		false		false		false			false								
164377				false			false			false	false		false		false		false			false								
164957				false			false			false	false		false		false		false			false								
164975				false			false			false	false		true	15720	true	16781	false			false								
165628								154217	21466																	218	0	
165758	6690	0		true	0	0	false			false	false		true	43071	true	60951	false			false								
166111				false			false			false	false		false		false		false			false								
166531				false			true	172	0	false	false		false		false		false			false								
166652	466	0						0	0																			
167453				false			false			false	false		true	76235	true	86390	false			false								
167752				false			false			false	false		false		false		false			false								
168571				false			false			false	false		false		false		false			false								
169354				false			false			false	false		false		false		false			false								
169653	1066876	0						95115	14786																	-4437	0	
169756				false			false			false	false		false		false		false			false								
170257				false			false			false	false		false		false		false			false								
170275				false			false			false	false		false		false		false			false								
170332	0	0						0	0																			
171133																												
171656	0	0																										
171759				false			false			false	false		true	47931	true	79348	false			false								
171768	14041	0		true	0	0	false			false	false		true	13368	false		false			false								
172251				false			false			false	false		false		false		false			false								
172457				false			false			false	false		false		false		false			false								
172475				false			false			false	true	19297	false		true	33032	false			false								
172859				false			false			false	false		false		false		false			false								
173306	0	0																										
173557				false			false			false	false		false		false		false			false								
173575	0	0																										
173641				false			false			false	false		false		false		false			false								
173959				false			false			false	false		false		false		false			false								
174321				false			false			false	false		false		false		false			false								
174367				false			false			false	false		false		false		false			false								
174572	1154943	0						8932	0																			
175056	0	0						0	0																			
175140	0	0																										
175458				false			false			false	false		false		false		false			false								
175609				false			false			false	false		false		false		false			false								
176101	0	0						0	0																			
176325	0	0						0	0																			
176437				false			false			false	false		false		false		false			false								
176464				false			true	3606	0	false	false		true	5515	true	93009	false			false								
176642				false			false			false	false		false		true	85260	false			false								
177135				false			false			false	false		false		false		false			false								
177443				false			false			false	false		false		false		false			false								
177500				false			false			false	false		false		false		false			false								
177555				false			false			false	false		false		false		false			false								
177751	4200	0		true	0	0	false			false	false		false		true	58409	false			false								
177920				false			false			false	false		false		false		false			false								
178150				false			false			false	false		false		false		false			false								
178244	194	0		true	0	0	false			false	false		false		true	57214	false			false								
178356				false			false			false	false		false		false		false			false								
178851				false			false			false	false		false		false		false			false								
179148				false			false			false	false		true	5158	false		false			false								
179335				false			false			false	false		false		false		false			false								
179700	210	0																										
