"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																														0	0	0	0	0	0		0	0	0	0	0	9683	6	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.lnbparis.com	
1856																														98	0	2000	98	0	2000		0	0	0	0	0	216	0	0			0	2000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.washitastatebank.com	
2161																														0	0	0	0	0	0		0	0	0	0	0	3693	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						1	5	0	0	0	0																					www.lamarnational.com	
2732																														1112	0	0	0	0	0		0	0	0	0	0	20007	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	1112						0	0	0	0	0	0						Albank															www.albanybank.com	
2750																														0	0	0	0	0	305		0	0	0	0	0	1347	1	0			305	0	0	0	0	0	305	0	0	0	0	305			0	0						0	0	0	0	0	0																					www.genoacb.com	
3252																														0	50	0	0	0	0		0	0	0	0	50	2200	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.farmbank.com	
3720																														0	0	0	0	0	0		0	0	0	0	0	4986	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.myboc.bank	
3971																														9291	26	10000	7276	0	30500		0	0	0	0	26	0	0	0			0	10000	20500	0	0	0	0	0	0	0	0	0			960	2015						0	0	0	0	0	0																					www.midcountrybank.com	
4231																														0	0	0	0	0	0		0	0	0	0	0	254	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fmbanksylvania.com	
5069																														0	0	0	0	0	0		0	0	0	0	0	700	1	0			0	0	0	0	0	0	0	0	0	0	0	0			1200	0						0	0	0	0	0	0																						
5135																														1042	308	18000	1042	0	19072		0	74	234	0	0	9735	2	0			0	18000	0	0	1072	0	0	0	0	0	0	0				0						0	0	0	0	0	0						Fisrt State Bank of Arlington		First State Bank of Colquitt		Firts State Bank of Albany		First State Bank of Donalsonville		First State Bank of Leesburg		Fisrt STate Bank of Bainbridge					fsbanks.com	
5210																														73469	32	90000	56065	0	285000		0	0	32	0	0	11642	4	0			0	90000	165000	30000	0	0	0	0	0	0	0	0			1044	17404						0	0	0	0	0	0					www.traditions.bank	Traditions Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																														30	0	11498	0	0	17458		0	0	0	0	0	0	0	0			0	11498	5960	0	0	0	0	0	0	0	0	0			0	30						0	0	0	0	0	0																					www.bankbac.com	
5751																														898	0	0	898	0	0		0	0	0	0	0	4802	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.kcbks.bank	
6039																														0	0	0	0	0	0		0	0	0	0	0	1442	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.pineland.bank	
6329																														0	300	0	0	0	0		300	0	0	0	0	1194	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					5	199	0	0	0	0																					www.abbank.com	
7009																														0	0	0	0	0	0		0	0	0	0	0	21050	4	0			0	0	0	0	0	0	0	0	0	0	0	0			826	0						0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																														0	0	0	0	0	0		0	0	0	0	0	3032	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					http://www.banktpb.com	
7072																														6335	0	12000	5478	348	17000		0	0	0	0	0	440	0	1251			0	12000	5000	0	0	0	0	0	0	0	0	0			0	509				2	true	0	0	0	0	0	0																					www.wallkill.com	
7456																														0	330	11127	0	0	11127		0	330	0	0	0	1435	1	0			0	11127	0	0	0	0	0	0	0	0	0	0			2	0						0	0	0	0	0	0					www.bankofhartington.net		www.bankofhartington.online														www.bankofhartington.com	
7634																														0	0	0	0	0	0		0	0	0	0	0	1028	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					THEFOURCOUNTYBANK.COM	
8462																														0	0	0	0	0	0		0	0	0	0	0	4139	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																														0	0	0	0	0	0		0	0	0	0	0	505	0	0			0	0	0	0	0	0	0	0	0	0	0	0			267	0						0	0	0	0	0	0																					www.pcbsm.com	
9357																														30088	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			970	1421						1	34	0	0	0	0																					scale.bank	
9553																														0	0	6067	0	0	65125		0	0	0	0	0	454	0	0			340	6067	4135	4966	49617	24396	340	0	0	0	0	340			0	0						0	0	0	0	0	0																					www.adamscountybank.net	
9807																														0	2091	0	0	0	0		1349	0	742	0	0	19453	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0					0	0	0	0	0	0																					www.amboybank.com	
9955																														0	0	10655	0	0	29297		0	0	0	0	0	2453	2	0			0	14655	12459	2183	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fusion.bank	
10250																														0	0	0	0	0	0		0	0	0	0	0	5052	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.thebankofelkriver.com	
10849																														694	0	0	694	0	300		0	0	0	0	0	14617	3	0			300	0	0	0	0	0	300	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.firststatebk.com	
11145																														1024	0	9474	450	0	19474		0	0	0	0	0	3650	2	0	false	0	0	9474	0	10000	0	0	0	0	0	0	0	0	false	false		574	0					0	0	0	0	0	0																					www.losb.com	
11640																														0	0	0	0	0	0		0	0	0	0	0	12906	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.fnbclarksdale.com	
11837																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.farmbk.com	
12030																														0	680	0	0	0	0		0	0	0	0	680	232	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fnbsouth.net	
12142																														0	165	0	0	0	0		0	0	0	0	165	349	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.clevelandstatebank.com	
12311	5947892	10462	3004339	5305009	575754	12745049		133158	3	575796	true	0	34241	3004339	1504181	5000	685	0	366125	5091320	1781992	991407	1080417	0	67129	0			0						12745049		0	0	10462	0	0																0		true	true								534	3716	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																														15	0	0	0	0	8850		0	0	0	0	0	1396	1	0			0	0	3000	1850	4000	0	0	0	0	0	0	0				15						0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12946																														36916	10	45000	29028	0	45000		0	0	0	0	10	4088	4	0			0	45000	0	0	0	0	0	0	0	0	0	0			3468	7888						2	53	0	0	0	0																					www.myfarmers.bank	
13103																														17298	0	293	14250	0	14095		0	0	0	0	0	15792	1	0	false	0	5114	293	3654	530	638	0	8980	0	0	0	0	8667	false	false	2230	3048	0					1	3	0	0	0	0																					www.bristolcountysavings.com	
13251																														470	0	0	0	470	0		0	0	0	0	0	68	0	470			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.elysianbank.net	
13457																														539	0	0	0	0	0		0	0	0	0	0	1327	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	539						0	0	0	0	0	0																					www.legendswest.bank	
14155																														0	0	2500	0	0	2500		0	0	0	0	0	1947	1	0			0	2500	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fandcbank.com	
14650																														0	0	0	0	0	0		0	0	0	0	0	11483	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.banklg.com	
14753																														0	0	0	0	0	0		0	0	0	0	0	3352	3	0			0	0	0	0	0	0	0	0	0	0	0	0			4	0						0	0	0	0	0	0																					www.fsbbucklin.com	
14865																														525	0	0	0	0	0		0	0	0	0	0	974	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	525						1	2	0	0	0	0						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																														18	0	0	0	0	0		0	0	0	0	0	1156	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		18	0					0	0	0	0	0	0																					firstfedlfd.com	
16551																														4354	202	5500	2433	1921	30000		202	0	0	0	0	295	0	1921			0	5500	16500	8000	0	30000	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																														0	0	0	0	0	0		0	0	0	0	0	81	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	22925	0	0					0	0	0	0	0	0																					www.haverfordquality.com	
17147																														736844	1270	0	711554	9992	806748	true	0	0	1270	0	0	2503	2	14642	true	0	1111	0	685000	50000	63626	280000	1111	0	0	7011	0	0	true	false		15298	0					20	661	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants Bank		Gold Shield Lending, A Division of First Merchants Bank													http://www.firstmerchants.com	
17259																														0	0	0	0	0	0		0	0	0	0	0	386	0	0			0	0	0	0	0	0	0	0	0	0	317	0			0	0						0	0	0	0	0	0						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																														4364	0	0	3677	0	0		0	0	0	0	0	875	1	0			0	0	0	0	0	0	0	0	0	0	0	0			7	687						1	4	0	0	0	0					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																														0	211	0	0	0	0		211	0	0	0	0	1133	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0				2	true	0	0	0	0	0	0																					www.elizfed.com	
18050																														0	0	20000	0	0	20000		0	0	0	0	0	23812	5	0			0	20000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fnbbastrop.bank	
18827																														44126	0	72295	35325	0	72295		0	0	0	0	0	49018	3	0			0	72295	0	0	0	0	0	0	0	0	0	0			1001	8801						3	39	0	0	0	0																					https://www.nextierbank.com	
18836																														0	0	0	0	0	0		0	0	0	0	0	453	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.caponvalleybank.com	
18854																														10981	459	0	10197	0	0		459	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	784	0					0	0	0	0	0	0																					www.bank7.com	
19356																														774	257	0	762	0	0		0	0	257	0	0	242	0	0			0	0	0	0	0	0	0	0	0	0	0	0				12						0	0	0	0	0	0																					www.sbtmiami.com	
19936																														0	342	5083	0	0	5091		0	0	0	0	342	800	0	0			0	5083	8	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.cbkamericus.com	
19972																														0	0	0	0	0	0		0	0	0	0	0	665	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
20053																														0	0	0	0	0	7000		0	0	0	0	0	0	0	0			0	0	0	7000	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.securityonlinebank.com	
20633																														0	445	23924	0	0	24566		180	0	265	0	0	3737	1	0			0	23924	642	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0						MCNB BANKS															www.mcnbbanks.com	
20857																														5318	0	41500	5247	0	47527		0	0	0	0	0	600	1	0			0	41500	740	1235	3330	2240	0	337	269	116	0	0				71						0	0	0	0	0	0					fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																														0	0	0	0	0	0		0	0	0	0	0	126	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.statebankofburrtononline.com	
21359																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																														0	0	33	0	0	22105		0	0	0	0	0	609	0	0	true	0	0	33	16093	5679	300	22072	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.alliancebank.us	
22048																														0	115	1	0	0	434		10	0	105	0	0	7525	3	0			10	1	0	0	423	424	10	0	0	0	51	10			0	0						0	0	0	0	0	0																					www.unionbnk.com	
22543																														3450	0	0	0	3450	0		0	0	0	0	0	1195	1	3450			0	0	0	0	0	0	0	0	0	0	0	0			36	0						0	0	0	0	0	0																					www.ssbankmi.com	
22552																														0	0	36	0	0	1100		0	0	0	0	0	810	1	0			0	36	75	77	443	0	0	0	0	469	26375	0			0	0						1	24	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																														0	0	0	0	0	159		0	0	0	0	0	701	0	0			0	0	0	159	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.westunionbank.com	
23456																														4107	605	0	2414	0	349		0	0	0	0	605	533	0	0			0	0	0	0	0	0	0	0	349	0	0	0				1693						0	0	0	0	0	0																					www.mykindofbank.com	
23504																														156911	0	400000	151668	2070	565260		0	0	0	0	0	2011	3	2687	true	0	57260	400000	48000	60000	0	0	57260	0	0	0	0	0	true	false		3173	0					0	0	0	0	0	0																					WWW.DIME.COM	
23643																														0	75	1000	0	0	2525		0	0	0	0	75	3222	4	0			525	1000	1000	0	0	0	525	0	0	0	0	525				0						0	0	0	0	0	0																					www.commercial-bank.net	
23755																														1086	0	5000	0	1086	7346		0	0	0	0	0	4138	2	2786			0	5000	2346	0	0	7346	0	0	0	0	0	0			0	0						0	0	0	0	0	0						FNC Bank															www.fnc.bank	
24378																														0	0	1000	0	0	6000		0	0	0	0	0	677	0	0			0	1000	5000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.gblbank.com	
24659																														870	0	0	811	0	0		0	0	0	0	0	164	0	0			0	0	0	0	0	0	0	0	0	0	0	0			2	59						0	0	0	0	0	0																					www.producestatebank.com	
24949																														724	0	0	0	724	8750		0	0	0	0	0	447	0	1161			0	0	0	8750	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					http://www.baraboobank.com	
25357																														0	1153	0	0	0	0		0	0	853	0	300	3011	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					https://www.redneck.bank																https://www.allamerica.bank	
25647																														0	0	6000	0	0	6000		0	0	0	0	0	0	0	0	false	0	0	6000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					0	0	0	0	0	0																					WWW.FIRSTSECUREBANK.COM	
26765																														3454	1996	0	3454	0	0		0	1996	0	0	0	116391	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						3	10	0	0	0	0																					www.vantage.bank	
27070																														16591	0	10150	15394	428	100750		0	0	0	0	0	1496	0	428			0	10150	44100	41500	5000	0	0	0	0	0	0	0			0	769						0	0	0	0	0	0																					www.prevail.bank	
27614																														2654	0	0	2654	0	0		0	0	0	0	0	1510	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.andover.bank	
27847																														0	28	27000	0	0	27000		24	0	4	0	0	293	0	0			0	27000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.diamondbanking.com																www.diamond.bank	
28013																														41147	0	488484	41012	100	923584		0	0	0	0	0	864	1	100	true	0	6179	488484	385343	0	0	0	6179	2209	6184	35185	0	34536	true	false	0	35	0			1	true	1	37	0	0	0	0																					www.enorthfield.com	
28152																														0	1062	0	0	0	0		0	0	0	0	1062	57	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0					www.facebook.com/harvestbank																www.harvestbank.com	
28675																														406	0	11000	0	406	19000		0	0	0	0	0	528	0	406	false	0	0	11000	0	8000	0	11000	0	0	0	0	0	0	true	false		0	0			1	true	0	0	0	0	0	0																					www.cumberlandfederal.com	
28732																														0	0	0	0	0	0		0	0	0	0	0	2463	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bankwithpeoples.com	
29476																														199	0	900	199	0	900		0	0	0	0	0	4649	3	0			0	900	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					eriverbank.com	
29636																														13140	1939	0	13030	0	0		53	0	47	0	1839	1453	1	0			0	0	0	0	0	0	0	0	0	0	0	0			750	110						0	0	0	0	0	0																					www.thecitizensbankphila.com	
29878																														0	4524	0	0	0	0		0	0	782	1354	2388	2304	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																					www.maspethfederal.com	
30052																														3061	0	1000	1231	0	1000		0	0	0	0	0	0	0	0			0	1000	0	0	0	0	0	0	0	0	0	0				1830						0	0	0	0	0	0																					www.amistadbank.com	
31134																														0	0	0	0	0	0		0	0	0	0	0	9642	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.fnbwaynesboro.com	
31255																														933	1900	0	933	0	0		0	0	0	0	1900	797	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.centralbankhouston.com	
31657																														0	0	0	0	0	0		0	0	0	0	0	325	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fsbbenwheeler.com	
31826																														891	0	0	865	26	0		0	0	0	0	0	5812	1	26	true	70517	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.powellvalleybank.com	
31835																														0	24	0	0	0	0		0	0	24	0	0	3752	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bankofanguilla.com	
32234																														4759	0	0	4293	0	0		0	0	0	0	0	45	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	466						0	0	0	0	0	0					www.qwickrate.com																www.firstnbtc.com	
32766																														1652	0	0	1062	0	19000		0	0	0	0	0	0	0	0			0	0	19000	0	0	0	0	0	0	0	0	0				590						0	0	0	0	0	0																					http://www.LBTEXAS.com	
32971																														296	0	0	0	296	17500		0	0	0	0	0	1178	0	296			0	0	0	17500	0	10000	0	0	0	0	0	0			62	0				1	true	0	0	0	0	0	0																					www.secfedbank.com	
33147																														0	95	22500	0	0	22500		0	0	95	0	0	4989	2	0			0	22500	0	0	0	0	0	0	0	0	0	0			0	0						2	16	0	0	0	0																					www.fbtbly.com	
33259																														0	0	36000	0	0	36000		0	0	0	0	0	513	1	0			0	36000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.remotedeposit.premierbanks.com		www.olb-ebanking.com														www..premierbanks.com	
33370																														0	0	1500	0	0	4209		0	0	0	0	0	402	0	0	false	0	0	1500	0	0	2709	0	0	0	0	0	0	0	false	false		0	0			1	true	0	0	0	0	0	0																					www.homesavingsbanknky.com	
