"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDJJ30	RCFDJJ31	RCFDJJ32	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	
219651																																																																																																																																																																																																																																																	
219679																																																																																																																																																																																																																																																	
220059																																																																																																																																																																																																																																																	
220527																																																																																																																																																																																																																																																	
220844																																																																																																																																																																																																																																																	
220974																																																																																																																																																																																																																																																	
221775																																																																																																																																																																																																																																																	
222156																																																																																																																																																																																																																																																	
222558																																																																																																																																																																																																																																																	
222754																																																																																																																																																																																																																																																	
223322																																																																																																																																																																																																																																																	
223452																																																																																																																																																																																																																																																	
223751																																																																																																																																																																																																																																																	
223845																																																																																																																																																																																																																																																	
224954																																																																																																																																																																																																																																																	
225054																																																																																																																																																																																																																																																	
225157																																																																																																																																																																																																																																																	
225559																																																																																																																																																																																																																																																	
225942																																																																																																																																																																																																																																																	
226949																																																																																																																																																																																																																																																	
227151																																																																																																																																																																																																																																																	
227357																																																																																																																																																																																																																																																	
227656																																																																																																																																																																																																																																																	
227777																																																																																																																																																																																																																																																	
228000																																																																																																																																																																																																																																																	
228158																																																																																																																																																																																																																																																	
228279																																																																																																																																																																																																																																																	
228345																																																																																																																																																																																																																																																	
229070																																																																																																																																																																																																																																																	
229173																																																																																																																																																																																																																																																	
229342																																																																																																																																																																																																																																																	
229454																																																																																																																																																																																																																																																	
229801	62959203	585000	0	0	49690432	1354954	963015	361003	0	3540819	905341	2512750	60267	63098	2959322	973693	59245	263517	17666	0	0	0	0	5189114	186214	179452	2574	2358539	5052779	4612112	10225398	40856698	543078	543078	0	0	0	543078	18115	9058	0	0	0	9058	12071	2414	0	0	0	2414	0	0	0	0	0	0	0	0	0	0	0	0	2424866	1212433	0	0	0	1212433	5103831	5019716	10265580	42847266	0	1003943	5132790	42847266	49690432	81920	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	20190	0	0	306999	61400	0	0	306999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4150729	57889	0	0	30936	0	0	-637	0	-105048	0	0	0	5405	0	0	5405	0	0	0	0	12687	0	0	0	0	0	12687	0	0	0	0	0	0	0	6643110	0	956	5783874	858280	14333	0	14333	364944	0	0	0	0	0	364944	42250442	0	38887	584258	4314033	37313264	0	17666	0	2134011	0	1091	0	0	0	0	0	0	0	0	
229913	6595194	2462	0	0	5015416	3981051	3256465	724565	21	348	140	0	0	208	0	0	0	22586	1594	0	0	0	0	182328	41756	90755	47	22360	3321237	815320	47	2432048	306038	306038	0	121841	0	184197	639294	319647	0	142500	0	177147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010900	2005450	0	0	62500	1942950	3321237	1079661	62547	4746342	0	215932	31274	4746342	5015416	1594	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	7077	20250	4050	0	0	0	0	20250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2409749	0	22876	0	0	2386873	0	1594	0	0	0	0	0	0	0	0	0	0	0	0	
230423																																																																																																																																																																																																																																																	
230610																																																																																																																																																																																																																																																	
230759																																																																																																																																																																																																																																																	
231279																																																																																																																																																																																																																																																	
232847																																																																																																																																																																																																																																																	
232856																																																																																																																																																																																																																																																	
233031	158598000	1581000	0	146000	125121000	12466000	11103000	1363000	0	5769000	34000	6628000	0	0	8148000	19153000	2000	737000	13000	0	0	0	13000	17878000	675000	815000	276000	7914000	20111000	30432000	25509000	73203000	1730000	1730000	114000	91000	0	1525000	538000	269000	25000	12000	0	232000	82000	16400	0	0	0	16400	0	0	0	0	0	0	2800000	2800000	0	0	1665000	1135000	40330000	20165000	10000	4000	0	20076000	20405000	30540000	27174000	98698200	0	6108000	13587000	98698200	124975000	346000	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1157000	0	0	1525000	603000	0	0	1525000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27284000	3000	0	0	0	0	0	-893000	0	-756000	0	0	0	254000	0	49000	205000	0	0	0	0	12000	0	0	0	0	1000	11000	294000	0	0	0	0	294000	0	25094000	0	565000	20364000	4165000	422000	0	422000	753000	0	0	0	0	0	753000	66754000	3000	151000	1859000	4662000	60079000	0	0	0	5514000	0	0	0	0	0	0	0	84000	81000	3000	
233246																																																																																																																																																																																																																																																	
233358																																																																																																																																																																																																																																																	
233442																																																																																																																																																																																																																																																	
233527																																																																																																																																																																																																																																																	
233554																																																																																																																																																																																																																																																	
234355																																																																																																																																																																																																																																																	
234506																																																																																																																																																																																																																																																	
234739																																																																																																																																																																																																																																																	
234841																																																																																																																																																																																																																																																	
235174																																																																																																																																																																																																																																																	
235231																																																																																																																																																																																																																																																	
235446																																																																																																																																																																																																																																																	
235530																																																																																																																																																																																																																																																	
235558																																																																																																																																																																																																																																																	
235950																																																																																																																																																																																																																																																	
236153																																																																																																																																																																																																																																																	
236256																																																																																																																																																																																																																																																	
236603																																																																																																																																																																																																																																																	
236706																																																																																																																																																																																																																																																	
236957																																																																																																																																																																																																																																																	
237066																																																																																																																																																																																																																																																	
237619																																																																																																																																																																																																																																																	
237954																																																																																																																																																																																																																																																	
238139																																																																																																																																																																																																																																																	
238250																																																																																																																																																																																																																																																	
238737																																																																																																																																																																																																																																																	
239556																																																																																																																																																																																																																																																	
239659																																																																																																																																																																																																																																																	
240954																																																																																																																																																																																																																																																	
241009																																																																																																																																																																																																																																																	
241157																																																																																																																																																																																																																																																	
241559																																																																																																																																																																																																																																																	
242257																																																																																																																																																																																																																																																	
242444																																																																																																																																																																																																																																																	
242949																																																																																																																																																																																																																																																	
242958																																																																																																																																																																																																																																																	
242976																																																																																																																																																																																																																																																	
243375																																																																																																																																																																																																																																																	
243414																																																																																																																																																																																																																																																	
243955																																																																																																																																																																																																																																																	
244037																																																																																																																																																																																																																																																	
244149																																																																																																																																																																																																																																																	
244158																																																																																																																																																																																																																																																	
244251																																																																																																																																																																																																																																																	
245016	2655008	23092	0	784	1784615	492559	481431	11128	0	193983	143227	25000	0	25756	96472	0	0	7367	0	0	0	0	0	112405	0	0	0	106684	721130	104453	201332	1643197	0	0	0	0	0	0	0	0	0	0	0	0	6805	1361	0	0	0	1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722130	104453	201332	1657667	0	20891	100666	1657667	1783831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	3124	3124	0	0	3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704722	0	0	201332	1503390	0	0	0	0	0	0	0	0	0	0	68325	0	0	68325	0	0	0	0	0	2597	0	0	0	0	0	0	0	2267	2267	0	
245276																																																																																																																																																																																																																																																	
245351																																																																																																																																																																																																																																																	
245557																																																																																																																																																																																																																																																	
246022																																																																																																																																																																																																																																																	
246134																																																																																																																																																																																																																																																	
246451																																																																																																																																																																																																																																																	
246657																																																																																																																																																																																																																																																	
246947																																																																																																																																																																																																																																																	
246956																																																																																																																																																																																																																																																	
247140																																																																																																																																																																																																																																																	
247355																																																																																																																																																																																																																																																	
247476																																																																																																																																																																																																																																																	
247551																																																																																																																																																																																																																																																	
247908																																																																																																																																																																																																																																																	
248240																																																																																																																																																																																																																																																	
248352																																																																																																																																																																																																																																																	
248455																																																																																																																																																																																																																																																	
248633																																																																																																																																																																																																																																																	
248745																																																																																																																																																																																																																																																	
249416																																																																																																																																																																																																																																																	
249612																																																																																																																																																																																																																																																	
249658																																																																																																																																																																																																																																																	
250430																																																																																																																																																																																																																																																	
250476																																																																																																																																																																																																																																																	
250850																																																																																																																																																																																																																																																	
251558																																																																																																																																																																																																																																																	
251745																																																																																																																																																																																																																																																	
251978																																																																																																																																																																																																																																																	
252041																																																																																																																																																																																																																																																	
252452																																																																																																																																																																																																																																																	
253356																																																																																																																																																																																																																																																	
253468																																																																																																																																																																																																																																																	
253646																																																																																																																																																																																																																																																	
253730																																																																																																																																																																																																																																																	
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																																																	
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255556																																																																																																																																																																																																																																																	
255574																																																																																																																																																																																																																																																	
255659																																																																																																																																																																																																																																																	
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553																																																																																																																																																																																																																																																	
257233																																																																																																																																																																																																																																																	
257345																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																																																	
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																																																	
258379																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258874																																																																																																																																																																																																																																																	
259059																																																																																																																																																																																																																																																	
259330																																																																																																																																																																																																																																																	
259442																																																																																																																																																																																																																																																	
259956																																																																																																																																																																																																																																																	
260055																																																																																																																																																																																																																																																	
260831																																																																																																																																																																																																																																																	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																																																	
262059																																																																																																																																																																																																																																																	
262237																																																																																																																																																																																																																																																	
262358																																																																																																																																																																																																																																																	
262741																																																																																																																																																																																																																																																	
262844																																																																																																																																																																																																																																																	
262956																																																																																																																																																																																																																																																	
263243																																																																																																																																																																																																																																																	
263627																																																																																																																																																																																																																																																	
264455																																																																																																																																																																																																																																																	
264772																																																																																																																																																																																																																																																	
265340																																																																																																																																																																																																																																																	
265407																																																																																																																																																																																																																																																	
265452																																																																																																																																																																																																																																																	
265676																																																																																																																																																																																																																																																	
266244																																																																																																																																																																																																																																																	
266253																																																																																																																																																																																																																																																	
266655																																																																																																																																																																																																																																																	
266851																																																																																																																																																																																																																																																	
266945																																																																																																																																																																																																																																																	
267652																																																																																																																																																																																																																																																	
268006																																																																																																																																																																																																																																																	
268136																																																																																																																																																																																																																																																	
268677																																																																																																																																																																																																																																																	
268828																																																																																																																																																																																																																																																	
