"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
74449						CONF	CONF			
75259						CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75633	174203	39393	165840	0	2170	CONF	CONF	6031	8772	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150						CONF	CONF			
77253						CONF	CONF			
77422						CONF	CONF			
77851	51189	5316	45799	0	380	CONF	CONF	0	1668	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145						CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
81175						CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
83375						CONF	CONF			
83638	11580	0	3369	1399	0	CONF	CONF	79	-9	
83834						CONF	CONF			
83852						CONF	CONF			
83955						CONF	CONF			
84541	23780	1436				CONF	CONF			
85052						CONF	CONF			
85472	145735	17766	143664	0	0	CONF	CONF	1194	948	
85931						CONF	CONF			
86349						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87234	34641	10334				CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	200312	36874				CONF	CONF			
88259						CONF	CONF			
88352						CONF	CONF			
88455						CONF	CONF			
89032						CONF	CONF			
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337						CONF	CONF			
90579						CONF	CONF			
91615						CONF	CONF			
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543						CONF	CONF			
93619						CONF	CONF			
94139						CONF	CONF			
94522	4538	433				CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051						CONF	CONF			
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804						CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF			
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99376	7467	3609	8219	0	0	CONF	CONF	450	670	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	14614	2785	15822	0	0	CONF	CONF	0	652	
100777						CONF	CONF			
100843						CONF	CONF			
101037						CONF	CONF			
101439						CONF	CONF			
101671						CONF	CONF			
101738						CONF	CONF			
101952						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102557						CONF	CONF			
102874						CONF	CONF			
103134						CONF	CONF			
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105473						CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	40545	2655	38450	0	0	CONF	CONF	0	586	
107570						CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951						CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111942						CONF	CONF			
112163	3590	295	3180	0	0	CONF	CONF	0	82	
112332						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	0	7948849	0	0	0	CONF	CONF	0	0	
113003						CONF	CONF			
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	55597	15556	55229	0	0	CONF	CONF	0	1673	
114149						CONF	CONF			
114260	16233	4202	14294	0	0	CONF	CONF	0	918	
114457						CONF	CONF			
114774	10672	432				CONF	CONF			
114840						CONF	CONF			
114859						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554	9834	1775				CONF	CONF			
116741						CONF	CONF			
117038						CONF	CONF			
117074						CONF	CONF			
117458						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF			
119779						CONF	CONF			
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609						CONF	CONF			
120953						CONF	CONF			
121642	61250	12913	52121	0	0	CONF	CONF	0	1777	
121651						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
123075						CONF	CONF			
123374						CONF	CONF			
124344	9618	521				CONF	CONF			
124830						CONF	CONF			
125154						CONF	CONF			
125855	7200	1699				CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	33607	6058	34643	0	0	CONF	CONF	0	814	
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	8913	708	9533	0	0	CONF	CONF	0	55	
129349						CONF	CONF			
129358	37561	3388				CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910	10841	821				CONF	CONF			
130345						CONF	CONF			
130541	49818	1921	78139	0	0	CONF	CONF	0	1559	
131436						CONF	CONF			
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107	31437	3636				CONF	CONF			
132451						CONF	CONF			
132778						CONF	CONF			
132938						CONF	CONF			
133579	0	0	0	0	0	CONF	CONF	0	-98	
133850	20101	4014				CONF	CONF			
133971						CONF	CONF			
134156						CONF	CONF			
134437						CONF	CONF			
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF			
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	337289	70149	324902	858	1348	CONF	CONF	352	19054	
137915	1980	719	2298	0	0	CONF	CONF	0	139	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
139133	0	0	0	0	0	CONF	CONF	0	0	
139478						CONF	CONF			
139553						CONF	CONF			
139656	2847	617	3247	0	306	CONF	CONF	0	87	
139740						CONF	CONF			
139843	17403	4195	18238	0	0	CONF	CONF	0	818	
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142955						CONF	CONF			
143372						CONF	CONF			
143662	164194	340087	448274	0	6002	CONF	CONF	200	7660	
143859						CONF	CONF			
143952						CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144678						CONF	CONF			
144856						CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545						CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145844						CONF	CONF			
146056						CONF	CONF			
146663						CONF	CONF			
147651						CONF	CONF			
147679						CONF	CONF			
147857						CONF	CONF			
147923						CONF	CONF			
148171	800	0				CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
149150						CONF	CONF			
150035	2959	280	0	2768	0	CONF	CONF	0	56	
150044						CONF	CONF			
150727						CONF	CONF			
151957						CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	19330	4245	25444	0	0	CONF	CONF	0	504	
159645						CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160959	0	0	0	0	0	CONF	CONF	0	0	
161273						CONF	CONF			
161602	41490	7196				CONF	CONF			
162337						CONF	CONF			
163343						CONF	CONF			
163549	24861	2802	25990	0	0	CONF	CONF	0	827	
163857	12992	1838				CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165628	154217	21466	148943	0	0	CONF	CONF	0	7191	
165758						CONF	CONF			
166111						CONF	CONF			
166531	172	0				CONF	CONF			
166652	0	0	0	0	0	CONF	CONF	0	0	
167453						CONF	CONF			
167752						CONF	CONF			
168571						CONF	CONF			
169354						CONF	CONF			
169653	95115	14786	90576	0	0	CONF	CONF	465	3180	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
171133						CONF	CONF			
171656						CONF	CONF			
171759						CONF	CONF			
171768						CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173557						CONF	CONF			
173575						CONF	CONF			
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367						CONF	CONF			
174572	8932	0	0	0	0	CONF	CONF	0	374	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140						CONF	CONF			
175458						CONF	CONF			
175609						CONF	CONF			
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464	3606	0				CONF	CONF			
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920						CONF	CONF			
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183958						CONF	CONF			
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859	4458	0				CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
187648						CONF	CONF			
187947	20546	1366	491	19143	0	CONF	CONF	0	501	
188056						CONF	CONF			
188177						CONF	CONF			
188430	231772	43551	2460	213142	0	CONF	CONF	197	1846	
188449						CONF	CONF			
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
189129						CONF	CONF			
189950						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355						CONF	CONF			
191935						CONF	CONF			
192147	0	0	0	0	0	CONF	CONF	0	0	
192558						CONF	CONF			
192651						CONF	CONF			
192857						CONF	CONF			
193162						CONF	CONF			
193537						CONF	CONF			
193649						CONF	CONF			
193809	21864	385	20378	0	0	CONF	CONF	0	45	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111	2580	569				CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196752						CONF	CONF			
196800	9026	0	0	0	0	CONF	CONF	0	229	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	0	0	0	0	0	CONF	CONF	0	0	
197759						CONF	CONF			
198073						CONF	CONF			
198149						CONF	CONF			
198251	9645	430				CONF	CONF			
198961						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200435						CONF	CONF			
201254						CONF	CONF			
201834	7187	354	7540	0	0	CONF	CONF	0	114	
202514						CONF	CONF			
202541						CONF	CONF			
202907	32588	339	34114	0	0	CONF	CONF	0	1182	
203043	7741	68	10424	0	0	CONF	CONF	0	363	
203052						CONF	CONF			
203575						CONF	CONF			
204004	0	3154	0	0	0	CONF	CONF	0	1225	
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050	284005	100617	34575	244593	194	CONF	CONF	1021	3536	
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	2965	90				CONF	CONF			
207872						CONF	CONF			
208057	1704	0	1704	0	0	CONF	CONF	0	117	
208244	317511	80341	320234	0	407	CONF	CONF	1617	9481	
208347						CONF	CONF			
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362						CONF	CONF			
209559						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434	0	0	0	0	0	CONF	CONF	0	0	
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	40100	7250	38749	0	0	CONF	CONF	127	1343	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212344						CONF	CONF			
212522	0	0	16141	0	0	CONF	CONF	0	415	
212577	78809	160748	33232	62426	0	CONF	CONF	475	1018	
213471						CONF	CONF			
213538						CONF	CONF			
213912						CONF	CONF			
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	11169	1905	10542	0	478	CONF	CONF	0	419	
214722	6764	0	1063	0	0	CONF	CONF	0	317	
214807	0	0	0	0	0	CONF	CONF	0	0	
215345						CONF	CONF			
215653						CONF	CONF			
215662						CONF	CONF			
215710						CONF	CONF			
216164						CONF	CONF			
216922	20589	4032	16045	0	0	CONF	CONF	0	471	
217059						CONF	CONF			
218131						CONF	CONF			
218261						CONF	CONF			
218878						CONF	CONF			
219044						CONF	CONF			
219651						CONF	CONF			
219679						CONF	CONF			
220059						CONF	CONF			
220527	5871	1390	4286	1434	0	CONF	CONF	0	0	
220844						CONF	CONF			
220974						CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222558						CONF	CONF			
222754						CONF	CONF			
223322	17038	14280	18713	0	0	CONF	CONF	0	648	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225559	22599	6738				CONF	CONF			
225942						CONF	CONF			
226949						CONF	CONF			
227151						CONF	CONF			
227357						CONF	CONF			
227656	47733	2880	50613	0	0	CONF	CONF	0	2059	
227777						CONF	CONF			
228000						CONF	CONF			
228158						CONF	CONF			
228279						CONF	CONF			
228345						CONF	CONF			
229070						CONF	CONF			
229173						CONF	CONF			
229342						CONF	CONF			
229454						CONF	CONF			
229801	47527	5405	43927	0	0	CONF	CONF	0	4102	
229913	0	0	0	0	0	CONF	CONF	0	0	
230423						CONF	CONF			
230610						CONF	CONF			
230759						CONF	CONF			
231279						CONF	CONF			
232847						CONF	CONF			
232856	28921	6735				CONF	CONF			
233031	508000	254000	505000	0	4000	CONF	CONF	3000	38000	
233246						CONF	CONF			
233358						CONF	CONF			
233442						CONF	CONF			
233527	304	0				CONF	CONF			
233554	22100	2434				CONF	CONF			
234355	16190	1969	13936	0	0	CONF	CONF	813	455	
234506						CONF	CONF			
234739						CONF	CONF			
234841						CONF	CONF			
235174						CONF	CONF			
235231						CONF	CONF			
235446						CONF	CONF			
235530						CONF	CONF			
235558						CONF	CONF			
235950						CONF	CONF			
236153	108338	13748	18351	0	0	CONF	CONF	0	3734	
236256						CONF	CONF			
236603						CONF	CONF			
236706	445	0	445	0	0	CONF	CONF	0	7	
236957	0	0	0	0	0	CONF	CONF	0	0	
237066						CONF	CONF			
237619						CONF	CONF			
237954						CONF	CONF			
238139						CONF	CONF			
238250						CONF	CONF			
238737						CONF	CONF			
239556						CONF	CONF			
239659	47034	10638				CONF	CONF			
240954						CONF	CONF			
241009						CONF	CONF			
241157						CONF	CONF			
241559						CONF	CONF			
242257						CONF	CONF			
242444						CONF	CONF			
242949						CONF	CONF			
242958						CONF	CONF			
242976						CONF	CONF			
243375						CONF	CONF			
243414						CONF	CONF			
243955						CONF	CONF			
244037						CONF	CONF			
244149	36458	8024	36367	0	996	CONF	CONF	249	2717	
244158						CONF	CONF			
244251						CONF	CONF			
245016						CONF	CONF			
245276	29414	9680	24503	0	1939	CONF	CONF	133	-2173	
245351						CONF	CONF			
245557	54008	4963				CONF	CONF			
246022	17240	1547	17618	0	0	CONF	CONF	0	0	
246134						CONF	CONF			
246451						CONF	CONF			
246657						CONF	CONF			
246947						CONF	CONF			
246956						CONF	CONF			
247140						CONF	CONF			
247355	14254	1190				CONF	CONF			
247476						CONF	CONF			
247551						CONF	CONF			
247908						CONF	CONF			
248240	27368	4697	24548	0	0	CONF	CONF	0	1582	
248352						CONF	CONF			
248455						CONF	CONF			
248633						CONF	CONF			
248745						CONF	CONF			
249416						CONF	CONF			
249612	9219	0	0	9219	0	CONF	CONF	0	0	
249658						CONF	CONF			
250430						CONF	CONF			
250476						CONF	CONF			
250850						CONF	CONF			
251558						CONF	CONF			
251745						CONF	CONF			
251978						CONF	CONF			
252041						CONF	CONF			
252452						CONF	CONF			
253356	0	0	0	0	0	CONF	CONF	0	0	
253468						CONF	CONF			
253646						CONF	CONF			
253730						CONF	CONF			
254317						CONF	CONF			
254504						CONF	CONF			
254849						CONF	CONF			
255350						CONF	CONF			
255556						CONF	CONF			
255574	86461	41435				CONF	CONF			
255659	59456	11198	65539	0	0	CONF	CONF	0	1885	
256058						CONF	CONF			
256076						CONF	CONF			
256179						CONF	CONF			
256553	13406	846	10515	0	0	CONF	CONF	0	219	
257233						CONF	CONF			
257345						CONF	CONF			
257578	40792	7755				CONF	CONF			
257653						CONF	CONF			
257756						CONF	CONF			
258306						CONF	CONF			
258379						CONF	CONF			
258539						CONF	CONF			
258874						CONF	CONF			
259059						CONF	CONF			
259330						CONF	CONF			
259442						CONF	CONF			
259956						CONF	CONF			
260055	14088	4039	24217	491	0	CONF	CONF	0	736	
260831						CONF	CONF			
261146	324813	59546	150840	173048	1025	CONF	CONF	0	11511	
261360						CONF	CONF			
261940						CONF	CONF			
262059						CONF	CONF			
262237						CONF	CONF			
262358						CONF	CONF			
262741						CONF	CONF			
262844						CONF	CONF			
262956						CONF	CONF			
263243						CONF	CONF			
263627						CONF	CONF			
264455						CONF	CONF			
264772	0	0	0	0	0	CONF	CONF	0	0	
265340						CONF	CONF			
265407						CONF	CONF			
265452						CONF	CONF			
265676						CONF	CONF			
266244						CONF	CONF			
266253						CONF	CONF			
266655						CONF	CONF			
266851						CONF	CONF			
266945						CONF	CONF			
267652						CONF	CONF			
268006	594	483	1077	0	0	CONF	CONF	0	183	
268136						CONF	CONF			
268677	0	0	0	0	0	CONF	CONF	0	0	
268828						CONF	CONF			
268976						CONF	CONF			
269049	14180	1130				CONF	CONF			
269058						CONF	CONF			
269571						CONF	CONF			
269759						CONF	CONF			
270148						CONF	CONF			
270353						CONF	CONF			
270504						CONF	CONF			
270531						CONF	CONF			
270652						CONF	CONF			
271136						CONF	CONF			
271275	0	0	0	0	0	CONF	CONF	0	0	
271341						CONF	CONF			
271529	47290	5477				CONF	CONF			
272030						CONF	CONF			
272058						CONF	CONF			
272151						CONF	CONF			
272272						CONF	CONF			
272302						CONF	CONF			
273336						CONF	CONF			
273550						CONF	CONF			
273653						CONF	CONF			
273662						CONF	CONF			
273840						CONF	CONF			
273859						CONF	CONF			
274025						CONF	CONF			
274052						CONF	CONF			
274829						CONF	CONF			
274856						CONF	CONF			
275255						CONF	CONF			
275358	23926	41				CONF	CONF			
275479						CONF	CONF			
275657						CONF	CONF			
276074						CONF	CONF			
276159						CONF	CONF			
276551						CONF	CONF			
276579	156938	88869	197473	0	0	CONF	CONF	519	3625	
276645						CONF	CONF			
276654						CONF	CONF			
276850						CONF	CONF			
276953						CONF	CONF			
277240						CONF	CONF			
277277						CONF	CONF			
277736						CONF	CONF			
277820						CONF	CONF			
278256						CONF	CONF			
278555	131608	45126				CONF	CONF			
278733						CONF	CONF			
278751						CONF	CONF			
278818						CONF	CONF			
