"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
12311	177842	330590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582276	121981	0	125644	0	5409803	16526120	4151380	0	0	0	0	0	817335	0	0	817335	0	170782	0	0	107327	63455	160859	0	332556	6145	0	0	0	0	0	27835538	282840	5409803	17908982	4799593	0	0	0	0	0	116253	0	441256	5587	165	0	0	165	0	1298903	0	0	1298903	0	0	0	0	0	0	1637587	154551	0	1786551	5587	575687	0	0	0	575687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7929	38298	0	46227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578613	7929	38298	0	46227	0	959607	28510	0	944277	27267	0	26087303																																																																																						
12647																																																																																																																																																																																																																																																	
12946																																																																																																																																																																																																																																																	
13103																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	304363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304363	0	304363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		50722	0	0	50722	0	0	1384909	1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1437625	0	0	1435631	1994	0	0	0	0	0	0	0	0	0	49863	0	0	49863	0						50722			50722										
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																																																	
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																																																	
18827																																																																																																																																																																																																																																																	
18836																																																																																																																																																																																																																																																	
18854																																																																																																																																																																																																																																																	
19356																																																																																																																																																																																																																																																	
19936																																																																																																																																																																																																																																																	
19972																																																																																																																																																																																																																																																	
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																																																																																																																																																																																																																	
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																																																																																																																																																																																																																	
22730																																																																																																																																																																																																																																																	
23456																																																																																																																																																																																																																																																	
23504																																																																																																																																																												79116	79116	0	0	0	0	0	0				0	0	0	0	0	0		0	0		4977	0	0	4977	0	0	664442	0	0	0	0	0	0	0	0	0	0	0	0	0	79116	0	0	0	0	0	0	748535	0	0	748535	0	0	0	79116	0	0	0	0	0	0	85196	0	0	85196	0						4977			4977										
23643																																																																																																																																																																																																																																																	
23755																																																																																																																																																																																																																																																	
24378																																																																																																																																																																																																																																																	
24659																																																																																																																																																																																																																																																	
24949																																																																																																																																																																																																																																																	
25357																																																																																																																																																																																																																																																	
25647																																																																																																																																																																																																																																																	
26765																																																																																																																																																																																																																																																	
27070																																																																																																																																																																																																																																																	
27614																																																																																																																																																																																																																																																	
27847																																																																																																																																																																																																																																																	
28013																																																																																																																																																												4603	4531	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	1330904	0	0	0	0	0	0	0	0	0	0	0	0	0	4603	0	14912	0	14912	0	0	1350419	0	14912	1335507	0	0	0	4531	0	0	0	0	0	0	4531	0	0	4531	0																			
28152																																																																																																																																																																																																																																																	
28675																																																																																																																																																																																																																																																	
28732																																																																																																																																																																																																																																																	
29476																																																																																																																																																																																																																																																	
29636																																																																																																																																																																																																																																																	
29878																																																																																																																																																																																																																																																	
30052																																																																																																																																																																																																																																																	
31134																																																																																																																																																																																																																																																	
31255																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	201653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201653	0	0	201653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
31657																																																																																																																																																																																																																																																	
31826																																																																																																																																																																																																																																																	
31835																																																																																																																																																																																																																																																	
32234																																																																																																																																																																																																																																																	
32766																																																																																																																																																																																																																																																	
32971																																																																																																																																																																																																																																																	
33147																																																																																																																																																																																																																																																	
33259																																																																																																																																																																																																																																																	
33370																																																																																																																																																																																																																																																	
33839																																																																																																																																																																																																																																																	
33857																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	84260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84260	0	84260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
34537																																																																																																																																																												0	0	0	0	0	0	0	0				5039	0	4697	0	0	0		0	0		50711	-24099	0	26612	0	14073	3211881	0	10841	0	0	10841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3287506	-24099	14073	3249334	0	0	0	0	0	0	0	0	0	0	26437	0	0	26437	0						26612			26612		24099	-24099							
34555																																																																																																																																																																																																																																																	
34742																																																																																																																																																																																																																																																	
35057																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1092	0	0	0	0	0	12678	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13845	0	0	12678	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092				1092														
35301	3531000	2862000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22000	35000	0	57000	0	23724000	45279000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7321000	0	10850000	2000	267000	0	0	267000	0	72823000	7356000	23724000	56453000	2000	0	0	0	0	0	7781000	1000	10641000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3056000	7783000	7000	10831000	1000	0	0	0	0	0	22000	35000	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194000	2000	6000	190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194000	2000	6000	190000	0	0	0	0	0	0	0	69003000																																																																																						
35646																																																																																																																																																																																																																																																	
35879																																																																																																																																																																																																																																																	
36933																																																																																																																																																																																																																																																	
37051																																																																																																																																																																																																																																																	
37341																																																																																																																																																																																																																																																	
37435																																																																																																																																																																																																																																																	
37640																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		4780	0	0	4780	0	144175	1470150	0	10058	0	0	10058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629163	0	144175	1484988	0	0	0	0	0	0	0	0	0	0	4872	0	0	4872	0						4780			4780										
37659																																																																																																																																																																																																																																																	
37949																																																																																																																																																																																																																																																	
38740																																																																																																																																																																																																																																																	
39327																																																																																																																																																																																																																																																	
