"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
1669																																																																																																																																																																																																																																																	
1856																																																																																																																																																																																																																																																	
2161																																																																																																																																																																																																																																																	
2732																																																																																																																																																																																																																																																	
2750																																																															0	0	0																																																																																																																																																										55439	0																					
3252																																																															0	0	0																																																																																																																																																										142234	0																					
3458																																																															0	0	0																																																																																																																																																										58228	0																					
3720																																																																																																																																																																																																																																																	
3971																																																															0	0	0																																																																																																																																																										850296	0																					
4231																																																																																																																																																																																																																																																	
5069																																																															0	0	0																																																																																																																																																										495701	0																					
5135																																																																																																																																																																																																																																																	
5210																																																															1344	0	0																																																																																																																																																										2467428	0																					
5461																																																															0	0	0																																																																																																																																																										547907	0																					
5751																																																																																																																																																																																																																																																	
6039																																																																																																																																																																																																																																																	
6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2959	2959	0	0	2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194960	0	0	0	0	0	0	0	0	-15862	0	0	0	0	0	4403	0	0	4403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361457	0	0	295870	65587	3757	0	3757	6617	0	0	0	0	0	6617	1338451	0	19833	0	0	1318618	0	0	0	4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-41160	10389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159781	31956	0	0	4924	27032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10389	0	0	0	0	0	0	0	0	0	0	15584	0	0	0	0	0	0	0	1758277	0	7888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																															0	0	0																																																																																																																																																										264870	0																					
7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146102	0	0	0	0	0	0	0	0	-11157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76691	0	0	74543	2148	0	0	0	1053	0	0	0	0	0	1053	53686	0	0	0	0	53686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12407	1053	2813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16560	3312	0	0	0	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	2813	0	0	0	0	0	0	0	0	0	1580	7033	0	0	0	0	0	0	152612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																															0	0	0																																																																																																																																																										314046	0																					
7456																																																															0	0	0																																																																																																																																																										116153	0																					
7634																																																																																																																																																																																																																																																	
8462																																																																																																																																																																																																																																																	
8631																																																																																																																																																																																																																																																	
9357																																																																																																																																																																																																																																																	
9553																																																															0	0	0																																																																																																																																																										181439	0																					
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110331	208432	0	0	110331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354872	0	0	0	0	0	0	0	0	-1613	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941126	0	0	165214	1775912	4901	0	4901	6548	0	0	0	1302	5246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32556	4901	0	1143	0	0	0	0	0	0	0	57881	57881	57881	0	0	0	0	0	0	0	108228	21646	0	0	0	21646	0	0	69623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4901	0	1143	0	0	0	0	0	0	0	0	7352	0	3429	0	0	0	0	0	2369021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																																																																																																																	
10250																																																															0	0	0																																																																																																																																																										451696	0																					
10849																																																																																																																																																																																																																																																	
11145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3392	0	0	1159	1159	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92850	0	0	0	0	0	0	0	0	-11270	0	0	0	0	0	143	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76046	0	0	73899	2147	0	0	0	369	0	0	0	0	0	369	177612	0	323	877	0	176412	0	0	0	450	0	0	0	0	0	0	0	27454	27454	0	6557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13184	369	3392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28557	5711	0	0	0	5711	0	0	0	0	423	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	3392	0	0	0	0	0	0	0	0	0	554	8480	0	0	0	0	0	0	296388	0	0	50000	11519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																																																																	
11837																																																															0	0	0																																																																																																																																																										107605	0																					
12030																																																															0	0	0																																																																																																																																																										494235	0																					
12142																																																																																																																																																																																																																																																	
12311																																																																											0	0																																																																																																																																																																					
12647																																																																																																																																																																																																																																																	
12946																																																															0	0	0																																																																																																																																																										2541045	0																					
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304363	0	0	0	0	0	0	0	0	-22472	0	0	0	0	0	9661	0	0	9661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062104	0	0	988713	73391	511	0	511	13620	0	0	0	0	0	13620	1476228	0	3	16181	0	1460044	0	0	0	17298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29757	14131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65688	13138	0	0	0	13138	0	0	133889	0	9190	0	0	0	0	9190	0	0	0	0	0	0	0	0	0	0	0	0	14131	0	0	0	0	0	0	0	0	0	0	21197	0	0	0	0	0	0	0	2446156	0	9408	65852	151579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																															0	0	0																																																																																																																																																										62074	0																					
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88921	0	0	91056	37205	0	0	91056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386903	912	0	0	0	0	0	0	0	-196903	0	0	0	0	0	23190	0	0	23190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3816704	0	1803	2298582	1516319	16062	0	16062	37877	0	0	513	0	0	37364	9720531	0	661	33191	0	9686679	0	0	0	721799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330428	53537	88921	0	0	0	0	0	0	0	0	122226	122226	0	0	0	122226	0	0	0	0	1589663	317933	0	0	318	317614	0	0	1767661	0	23815	0	0	11908	0	11908	0	0	0	0	0	0	0	0	0	0	0	0	53537	88921	0	0	0	0	0	0	0	0	0	80306	222303	0	0	0	0	0	0	16082981	0	307440	1836861	975401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																															0	0	0																																																																																																																																																										50837	0																					
17950																																																															0	0	0																																																																																																																																																										411301	0																					
17978																																																																																																																																																																																																																																																	
18050																																																															0	0	0																																																																																																																																																										687333	0																					
18827																																																															183	0	0																																																																																																																																																										2249137	0																					
18836																																																																																																																																																																																																																																																	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54858	0	0	0	0	0	0	0	0	-3912	0	0	0	0	0	1883	0	0	1883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146640	0	0	121923	24717	0	0	0	5317	0	0	0	0	5317	0	1382269	0	5596	33708	0	1342965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-23317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168624	33725	390	0	474	32860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1635842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																															0	0	0																																																																																																																																																										121919	0																					
19936																																																															0	0	0																																																																																																																																																										280876	0																					
19972																																																															0	0	0																																																																																																																																																										52836	0																					
20053																																																															0	0	0																																																																																																																																																										190134	0																					
20633																																																																																																																																																																																																																																																	
20857																																																															0	0	0																																																																																																																																																										500255	0																					
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
