"IDRSSD"	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ459	RCONPV10	RCONPV11	RCONPV12	RCONPV13	RCONPV14	RCONPV15	RCONPV16	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1669							29000	2675	4299																																	13964	1589	0	0													
1856							0	200	0																																	1581	307	0	0													
2161							10000	931	7079																																	1476	3124	0	0													
2732							44000	1083	17028																																	47953	5104	0	0													
2750							5300	441	2300																																	1552	7242	0	0													
3252							19500	0	847																																	4332	14505	0	0						One way Sell							
3720							5000	1782	2069																																	4532	2989	0	0													
3971							0	7278	19753																																	40213	8555	0	0													
4231							0	874	3188																																	1375	2895	0	0													
5069							0	220	5617																																	2666	0	0	0													
5135							0	1504	9265																																	10838	56426	0	0													
5210							0	40794	99566																																	143287	57505	0	0													
5461							32500	0	3781																																	9401	6751	0	0													
5751							0	1129	746																																	5979	19977	0	0													
6039	0	0	0	0	0	0	0	11652	24516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2309	0	10615	5462	0	0													
6329	0	0	0	0	0	0	0	39849	88128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	42257	22060	0	0													
7009							0	0	0																																	0	0	0	0													
7045	0	0	0	0	0	0	0	6298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			1432	4664	0	0													
7072							13750	3815	535																																	5680	4728	0	0													
7456							10750	1223	329																																	7689	19740	0	0													
7634							0	1350	0																																	336	622	0	0													
8462							0	2108	73																																	4051	4121	0	0													
8631							0	726	1268																																	390	104	0	0													
9357							0	0	10659																																	151692	4163	25582	158268													
9553							0	930	2305																																	721	23952	0	0													
9807	0	0	0	0	0	0	0	99124	247315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													8860	0	0	13285	6873	0	0						MUNICIPAL LETTER OF CREDIT FHLBNY							
9955							0	0	1689																																	5867	9455	0	0													
10250							0	2601	18354																																	45511	9011	0	0													
10849							0	7091	8469																																	1901	2779	0	0													
11145	0	0	0	0	0	0	0	1931	8654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	6666	112	0	0													
11640							0	6586	2019																																	6359	19467	0	0													
11837							0	6259	3559																																	4301	2893	0	0													
12030							0	759	28131																																	7057	16144	0	0													
12142							0	707	2184																																	13768	8288	0	0													
12311																																							0																			
12647							0	396	0																																	7015	12121	0	0													
12946							635924	12313	162164																																	77197	80105	0	0													
13103	0	0	0	0	0	0	0	22285	127568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	191137	16221	0	0													
13251							0	568	0																																	784	1331	0	0													
13457							0	8218	3258																																	3190	2883	0	0													
14155							0	21669	6689																																	3370	13586	0	0													
14650							0	503	11258																																	9829	6559	0	0													
14753							0	0	17																																	332	3789	0	0													
14865							4000	3368	12971																																	62290	135345	0	0													
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			275	2638	0	0													
16551							0	15581	4544																																	13935	588	0	13													
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			10606	141978	0	0													
17147	0	0	0	0	0	0	0	136077	650125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3149663	303155	0	418424	66204	28078	226309	97833	0								
17259							0	416	642																																	292	298	0	0													
17950							0	4393	4146																																	17697	24004	0	0													
17978							0	12642	20																																	0	29	0	0									Commit's to Originate Single Family Mortgages				
18050							0	4517	29848																																	7197	24029	0	0						Bastrop County Letter of Credit 10031273	Bastrop County Letter of Credit 10031270	Smithville Hospital Authority Letter of Credit 10031275					
18827							257000	17817	210157																																	72616	19791	0	2550													
18836							0	4984	4575																																	645	8458	0	0													
18854	0	0	0	0	0	0	750	46063	94983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	165060	15170	0	0													
19356							0	414	2727																																	5835	61	0	0													
19936							0	3984	12282																																	10874	8816	0	0													
19972							0	2730	0																																	0	0	0	0													
20053							2450	2566	0																																	6074	13512	0	0													
20633							14700	2482	8670																																	961	2087	0	0													
20857							0	3996	3661																																	24417	87129	0	0													
21256							0	0	0																																	2	15	0	0													
21359							0	290	32																																	785	2778	0	0													
21658	0	0	0	0	0	0	0	1042	5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			4228	1718	0	0													
22048							0	5233	13594																																	4188	1872	0	0													
22543							0	10516	10605																																	14408	1688	0	0													
22552							0	0	621																																	7515	8221	0	0													
22730							0	754	4591																																	3787	2881	0	0													
23456							0	5870	3467																																	3822	6709	0	0													
23504	0	0	0	0	156730	0	1434635	0	152809	0	0	156730	0	0	0	0	0	61635	95095	0	0	0	0	0	0	0	53888	0	52400	0	0	0	0	0	0	0	52400	0	0	0	0	697278	62263	0	439609	133635	178904	127070	0	0								
23643							0	2483	3475																																	5598	1463	0	0													
23755							0	3586	5090																																	6378	554	0	0													
24378							0	1014	506																																	18	27	0	0													
24659							0	0	634																																	617	3291	0	0													
24949							0	817	21939																																	6566	7756	0	0													
25357							950	5188	10257																																	588	29812	0	0													
25647	0	0	0	0	0	0	0	0	7376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	8554	0	0	558													
26765							312450	59937	335213																																	342074	79050	0	7448													
27070							0	193	34049																																	20582	15801	0	0													
27614							0	3943	1486																																	6727	9927	0	0													
27847							0	5716	22885																																	4983	2440	0	0													
28013	0	0	0	0	0	0	0	446	38588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	123363	247	0	0													
28152	0	0	0	0	0	0	0	1025	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			14125	8003	0	0													
28675	0	0	0	0	0	0	0	2425	2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			6081	7534	0	0													
28732							0	8867	1707																																	4537	2445	0	0													
29476							32625	178	10662																																	2675	0	0	0													
29636							0	24543	69268																																	23172	3190	0	0													
29878							0	648	32266																																	0	2515	0	0													
30052							0	1722	1932																																	1211	0	0	0													
31134	0	0	0	0	0	0	0	2014	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			5207	4090	0	0													
31255	0	0	0	0	0	0	192744	26744	52011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	27067	4306	0	7178													
31657							0	1348	261																																	1156	2499	0	0													
31826	0	0	0	0	0	0	0	3086	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	52883	0	0													
31835							12000	0	1439																																	454	20595	0	0													
32234							0	170	317																																	12793	6738	0	0													
32766							0	5481	232																																	11427	747	0	0													
32971							0	3338	8748																																	4799	1358	0	0													
33147							99720	4716	32013																																	16097	22670	0	0													
33259							0	16429	75641																																	40505	21565	0	0													
33370	0	0	0	0	0	0	0	486	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	537	0	0													
33839							0	0	0																																	743	1955	0	0													
33857	0	0	0	0	0	0	0	28167	35610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	54244	102091	0	0													
34537	0	0	0	0	35656	29647	0	845701	179093	0	0	35656	0	29647	0	0	0	0	25500	10156	0	0	0	0	14940	14707	15014	13030	0	0	0	0	0	0	0	0	0	0	0	0	0	668310	816651	0	29761	216	8974	0	486	20085								
34555	0	0	0	0	0	0	0	3198	21732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	2442	1117	4274	9047	0	0													
34742							67000	83956	5872																																	14273	12517	0	0													
35057	0	0	0	0	0	0	14000	2616	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2636	13150	0	0													
35301																																							0																			
35646							0	369	0																																	7832	79	0	0													
35879							0	11963	96																																	0	2237	0	0													
36933							0	16772	4436																																	2528	5374	0	0													
37051							1000	16	1218																																	1765	4455	0	0													
37341							0	0	0																																	0	0	0	0													
37435							0	48376	69445																																	10982	10441	0	0													
37640	0	0	0	0	0	0	0	43395	406966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	45685	80813	396065	319265	0	0													
37659							0	0	120																																	2222	1214	0	0													
37949							0	0	0																																	0	27416	0	0													
38740							0	7348	11070																																	7377	1859	0	0													
39327							0	31358	39677																																	24353	24837	0	0													
40033							0	54	1000																																	0	8	0	0													
40855							0	715	928																																	1006	3476	0	0													
41553							0	453	1044																																	1377	1202	0	0													
41629							0	689	11262																																	6103	1342	0	2719													
41825	0	0	0	0	0	0	0	18409	49181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	151073	5353	0	0													
42037							0	100	0																																	438	736	0	0													
42354							13000	790	6772																																	7715	3711	0	0													
42372							0	16468	1887																																	906	6483	0	0													
42420	0	0	0	0	158646	151858	10075	51146	466496	0	0	158646	0	151858	0	0	0	7679	145818	5149	0	0	0	24832	123464	3562	9296	18495	0	0	0	0	0	0	0	1157605	0	1157605	0	38617	54513	802716	117966	0	0	0	0	0	0	0								
42448							199575	54432	66348																																	40660	75858	0	0									POTENTIAL RECOURSE ON SOLD LOANS				
42457							0	676	1616																																	676	7692	0	0													
43052							0	578	0																																	21793	1406	0	0													
43351							0	7506	10823																																	9184	9702	0	0								0					
43856							7000	73	0																																	1621	264	0	0													
43959							0	6230	8213																																	3827	1547	0	0													
44040							0	1180	776																																	5033	22136	0	0													
44433	0	0	0	0	0	0	0	31671	43515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	3397	2057	0	0	19000													
44741							0	16435	21153																																	5038	3536	0	0													
44750							0	6929	4968																																	1636	22	0	0													
44929	0	0	0	0	0	0	0	0	2233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3661	2404	0	0													
45056							0	1492	103																																	2779	5523	0	0													
45458							0	782	10140																																	10834	17527	0	0													
45551							0	0	63132																																	0	256250	0	0													
45560	0	0	0	0	0	0	0	32955	115758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	197015	48803	0	0													
45775							0	361	0																																	490	8878	0	0													
46053							0	521	7106																																	9888	8558	0	0													
46941							0	1393	8053																																	1874	9902	0	0													
47247	0	0	0	0	0	0	0	93220	4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	1770	6820	32316	6044	0	0													
47500							0	3351	17507																																	5671	6657	0	0													
48374							0	2833	91313																																	24994	43882	0	0													
48440							0	2317	283																																	8389	8773	0	0									FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054							0	275	1774																																	2793	3628	0	0													
49148							0	90	0																																	5575	1443	0	0													
49241							120250	7055	79925																																	76676	17314	0	0													
49652							0	252	3294																																	3776	9801	0	0													
49858							0	26727	3456																																	2461	0	0	0													
49951							0	873	16765																																	18474	4894	0	0						Federal Home Loan Bank							
50461	0	0	0	0	0	0	0	6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			8100	50	0	0													
51253	0	0	0	0	0	0	0	6676	3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	2801	1745	0	0													
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	787	0	0													
51459							0	206	248																																	5869	30156	0	0													
51842	0	0	0	0	0	0	0	0	46224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	36159	38383	0	0													
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0													
52951							7200	2120	5997																																	3700	3956	0	0						FHKB Letter of Credit							
53051							0	0	0																																	1465	1080	0	0													
54058	0	0	0	0	0	0	0	5446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	53383	0	0													
54973	0	0	0	0	0	0	0	18115	210536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	373370	64528	0	4076													
55336							0	4362	21912																																	14263	2164	0	0													
55635							0	997	1481																																	684	1061	0	0													
55970							0	14305	13473																																	771	1274	0	0													
56258							0	749	6506																																	16681	7918	0	0													
56351	0	0	0	0	0	0	0	53213	101706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	176365	100371	0	7000													
56548							0	1164	5734																																	1595	6152	0	0													
56717							94700	3433	31092																																	23692	16096	0	0													
57451							0	5225	26088																																	46402	2771	0	0													
58225							0	3041	5361																																	12918	2019	0	0													
58243	988	0	0	0	44648	26955	0	79234	356935	0	0	45636	0	26955	988	0	0	12499	19016	13133	0	0	0	21612	543	4800													0	68284	23029	668852	331414	0	18945													
58355							0	935	0																																	5089	1807	0	0													
58551							0	0	0																																	3647	10236	0	0													
58636							35000	14917	14461																																	9019	14488	0	0													
58757							0	4347	2569																																	31188	27545	0	0													
58971	0	0	0	0	0	0	0	130907	397383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	80	0	0	0	0	0	0	0	0	0	0	0	113546	84740	1374791	404962	142	0	0	0	0	0	0								
59316							75525	15032	89175																																	78496	14596	0	0													
59352							0	2432	9360																																	5470	7280	0	0													
59370							0	4492	2023																																	6157	2366	0	0													
59754							0	3238	158																																	4685	0	0	21													
60143																																							0																			
60330	0	0	0	0	0	0	0	11174	8964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	30814	28759	0	0													
60545							0	953	35																																	6302	15473	0	0													
60554							0	0	307																																	2349	9125	0	0													
60648							0	1965	4076																																	6299	4403	0	0													
61122	0	0	0	0	0	0	8921	26299	27116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	134877	4532	0	0													
61355							0	14623	28193																																	84229	16649	0	0													
61757	0	0	0	0	0	0	0	4129	16026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	17840	2230	0	0													
61832							0	3104	3385																																	12758	4554	0	0													
61953							0	3222	394																																	2085	3462	0	0													
62044							0	12667	3217																																	30230	12299	0	0													
62110							0	0	0																																	0	0	0	0													
62147							0	557	4643																																	369	3495	0	0													
63050							0	7644	9594																																	3350	3999	0	0													
63069																																							0																			
63201							0	645	1300																																	5064	2066	0	0													
63573							0	70660	38394																																	5521	0	0	0													
63733	0	0	0	0	0	0	0	42028	30996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	14271	65666	0	0													
64552	0	0	0	0	0	0	26000	6679	15891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	1108	0	0	0													
64730							0	15116	8453																																	962	3638	0	0													
65205							0	1519	22142																																	12163	1559	0	0													
65559	0	0	0	0	0	0	0	16018	7544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	39095	57917	0	0													
65858							0	164815	131679																																	99942	138358	0	0						N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154							0	3166	12686																																	21931	4379	0	0													
66275							10000	3090	8032																																	22715	30946	0	0													
67142							0	2181	828																																	534	1917	0	0													
67151							0	36404	51460																																	36460	2944	0	0													
67209							0	52454	58751																																	36838	14594	0	0													
67254							0	0	0																																	0	0	0	0													
67656	0	0	0	0	0	0	0	3886	59327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	132818	1182	14099	27686	0	0													
68671							0	998	0																																	0	0	0	0													
68756	0	0	0	0	0	0	0	20455	23255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	81531	35510	0	0													
68831							30000	2862	7947																																	2012	5065	0	0													
69333	0	0	0	0	0	0	0	20607	71515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	93769	4234	0	9651													
69678							11500	2250	4863																																	52128	21507	0	0													
70218	0	0	0	0	0	0	0	600	1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			623	19	0	0													
70638							48750	2526	4821																																	3094	16575	0	0													
70955							0	0	0																																	0	955	0	0													
71073							0	3386	1305																																	716	17034	0	0													
71457							31200	0	0																																	37080	80766	0	0													
71859							0	0	0																																	556	109465	0	0													
72258							0	646	1096																																	16064	16516	0	0													
72351							0	433	0																																	1028	689	0	0													
72454							0	347	0																																	5924	3727	0	0													
72678							0	757	8686																																	162	1346	0	0													
73116							0	25433	30989																																	20429	513	0	0													
73152							0	117	722																																	646	5072	0	0													
73554							0	370	2205																																	10874	44289	0	0													
73956							0	0	0																																	740	1729	0	0													
74056							0	0	83727																																	1626	19882	0	0													
74140	0	0	0	0	0	0	0	13367	45834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	5800	141161	43730	5000	7944													
74403	0	0	0	0	0	0	64000	20199	25839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	83560	17670	0	0													
74449							0	147	20																																	1	211	0	0													
75259							22430	15923	42035																																	126450	27635	0	0													
75446							0	1870	31																																	8795	14019	0	0													
75455							0	0	0																																	77	845	0	0													
75633																																							0																			
75651							0	0	0																																	716	4162	0	0													
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			307	7919	0	0													
76443							0	9603	739																																	664	1630	0	0													
76854							11200	9704	32741																																	37352	4164	0	0													
77150	0	0	0	0	0	0	0	239	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			5684	8781	0	0													
77253							0	4674	4235																																	9879	16779	0	0													
77422							0	942	7129																																	0	3763	0	8500													
77851	0	0	0	0	0	0	0	17844	114815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	8416722	57455	398031	177878	0	7600													
78157							0	469	1500																																	432	95	0	0													
78241							0	1734	364																																	986	1012	0	0													
78559							0	198	531																																	294	1380	0	0													
79042	0	0	0	0	0	0	0	15420	13431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	1970	0	0	0													
79127							0	432	1072																																	507	255	0	0													
79145							16550	2641	6574																																	297	2570	0	0													
79257							0	0	0																																	1225	0	0	0													
79855							0	2732	8701																																	6036	13201	0	0													
80150							0	524	7996																																	28018	74105	0	0													
80374							0	2652	0																																	1084	1450	0	0													
80431							0	994	357																																	888	443	0	0													
81175							0	5929	7173																																	19854	31436	0	0													
82033							0	3712	7767																																	8607	0	0	0													
82257							0	0	0																																	5102	0	0	4064													
82350							0	38	13																																	586	528	0	0													
83375							30000	17196	68546																																	258886	32741	0	0													
83638																																							0																			
83834							25000	312	5283																																	5131	9328	0	0													
83852							0	24	0																																	1712	6076	0	0													
83955							0	685	3960																																	9772	4030	0	0													
84541							0	35126	66987																																	76355	70624	0	14000													
85052							0	0	2327																																	3840	107	0	0													
85472	0	0	0	0	117334	24801	1750000	212887	853839	0	0	117334	75802	24801	0	0	0	34167	43709	39458	0	0	0	0	20697	79906	52422	6936	42935	0	0	0	0	75802	0	0	42935	75802	0	0	0	729393	56027	0	238976	51151	108612	53789	25424	0								
85931							40000	2686	84																																	2617	2699	0	0													
86349							7000	6243	4620																																	1229	7893	0	0													
86675							0	21183	30358																																	9631	0	0	161													
87047							0	582	1875																																	6	0	0	0													
87234							25000	54652	25732																																	25762	1166	0	0													
87476							61104	0	0																																	0	0	0	0													
87579	0	0	0	0	0	0	17000	14569	14943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	541	11077	0	0													
88231							67000	72331	34877																																	21453	4229	0	0													
88259							0	58	0																																	3336	7390	0	0						Federal Home Loan Bank Letters of Credit							
88352	0	0	0	0	0	0	0	238	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			3622	4849	0	0													
88455							3420	8009	4819																																	37757	151614	0	0													
89032							11500	3932	3495																																	2403	4075	0	0													
89135							0	1217	11																																	5671	0	0	0													
89854							2000	4930	4075																																	4546	14137	0	0													
89957							6814	5592	13635																																	6546	0	0	0													
90047							0	292	0																																	77	1824	0	0													
90177							12000	0	0																																	0	1998	0	0													
90328							0	25285	52885																																	19329	24449	0	0													
90337							25000	8143	25491																																	44769	6514	0	0													
90579							0	1452	17245																																	6229	0	0	0													
91615							7275	0	0																																	0	10789	0	0													
91950							0	0	0																																	0	5292	0	0													
92144							0	0	0																																	0	7079	0	0													
92676	0	0	0	0	0	0	0	7662	38162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	66574	24104	0	0													
92706							0	6768	401																																	3602	943	0	0													
92902							0	0	0																																	0	0	0	0													
93244							0	5123	14079																																	9359	18273	0	0													
93543							0	5118	23737																																	17246	26043	0	0													
93619																																							0																			
94139							30000	8744	8962																																	29236	12487	0	0													
94522							25000	38201	44938																																	19320	23135	0	0													
94755							0	3317	1749																																	6190	7036	0	0													
94858							0	3239	71																																	2567	4233	0	0													
95051	0	0	0	0	0	0	0	708	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	7936	179	1152	3306	0	0													
95677							0	0	0																																	673	191	0	0													
96553							6500	530	1496																																	5836	13574	0	0													
97055							56065	695	3077																																	14273	49934	0	0													
97279							0	1670	1068																																	3608	1552	0	0													
97457							25845	2453	1514																																	1654	9561	0	0													
97804							0	557	122566																																	111270	0	0	10075													
97943							0	2438	1770																																	13865	31701	0	0													
98351							0	2286	1762																																	2127	3176	0	0													
98463							0	385	11609																																	44735	22124	0	0													
98717	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0	0	0													
99143							17750	1164	2118																																	6160	10302	0	0													
99376	0	0	0	0	30664	0	63808	0	637915	0	0	30664	0	0	0	0	0	0	6307	24357	0	0	0	0	0	0													0	0	0	177613	5	195900	0									Commitments to purchase loans	Recourse on loans			
99442							0	10380	25608																																	23813	21311	0	0													
99536							0	15988	86752																																	19676	1131	0	0													
99853							0	119	38																																	0	10	0	0													
100236							0	11550	10066																																	6094	14774	0	0													
100357							0	24367	11971																																	31744	77914	0	0													
100562	0	0	0	0	0	0	0	82234	581473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	108826	607183	318945	0	0													
100777							32186	7309	3013																																	20932	444	0	0													
100843							0	3368	19712																																	7803	43309	0	0													
101037							0	19514	12055																																	23320	41602	0	0													
101439							0	3539	11325																																	1929	3124	0	0													
101671	0	0	0	0	0	0	0	1123	14291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	39912	9829	0	0													
101738							0	5483	166																																	10554	3202	0	0													
101952							0	2071	0																																	5304	977	0	0													
102333							0	2973	1087																																	163	0	0	0													
102342							0	6693	0																																	10916	42353	0	0													
102557							0	488	12495																																	6276	142	0	0													
102874	0	0	0	0	0	0	0	2397	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			2390	2210	0	0													
103134							7000	1836	2240																																	3431	6007	0	0													
104234							0	62	991																																	100	767	0	0													
104542							0	0	0																																	0	0	0	0													
104971							0	0	0																																	0	0	0	0													
105026							0	16957	1645																																	11252	6029	0	0													
105473							0	107881	67337																																	99384	93872	2500	0													
