"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																														0	0	0	0	0	0	true	0	0	0	0	0	9520	6	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0	0	0	157	2611																	www.lnbparis.com	
1856																														98	0	2000	98	0	2000	true	0	0	0	0	0	210	0	0	false	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			5																		www.washitastatebank.com	
2161																														0	0	0	0	0	5000	true	0	0	0	0	0	3655	1	0	false	0	5000	0	0	0	0	0	5000	0	0	0	0	0	true	false		0		0	0			1	4	0	0	0	0			0																		www.lamarnational.com	
2732																														1112	0	0	0	0	0	true	0	0	0	0	0	19935	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	1112		0	0			0	0	0	0	0	0			0			Albank															www.albanybank.com	
2750																														0	0	0	0	0	2340	true	0	0	0	0	0	1357	1	0	false	0	2340	0	0	0	0	0	2340	0	0	0	0	2340	true	false	0	0		0	0			0	0	0	0	0	0			0																		www.genoacb.com	
3252																														0	0	0	0	0	0	true	0	0	0	0	0	3200	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			0																		https://www.fnbgordon.com	
3720																														0	0	0	0	0	0	true	0	0	0	0	0	4612	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			0																		www.myboc.bank	
3971																														9095	0	5500	7276	0	55500	true	0	0	0	0	0	0	0	0	true	0	0	5500	50000	0	0	0	0	0	0	0	0	0	true	false	960	1819		0	0			0	0	0	0	0	0	0	223	223	6289																	www.midcountrybank.com	
4231																														0	0	0	0	0	0	true	0	0	0	0	0	234	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			0																		www.fmbanksylvania.com	
5069																														0	0	0	0	0	0	false	0	0	0	0	0	700	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1200	0		0	0			0	0	0	0	0	0			0																			
5135																														1042	308	10000	1042	0	11050	true	0	74	234	0	0	9483	2	0	false	0	0	10000	0	0	1050	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			95			Fisrt State Bank of Arlington		First State Bank of Colquitt		Firts State Bank of Albany		First State Bank of Donalsonville		First State Bank of Leesburg		Fisrt STate Bank of Bainbridge					fsbanks.com	
5210																														72509	19	125000	56065	0	280000	true	0	0	19	0	0	16122	4	0	false	0	0	125000	125000	30000	0	0	0	0	0	0	0	0	true	false	1044	16444		0	0			0	0	0	0	0	0			165		www.traditions.bank	Traditions Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																														27	0	11498	0	0	33883	true	0	0	0	0	0	0	0	0	true	0	12000	11498	10385	0	0	0	12000	0	0	0	0	12000	false	false	0	27		0	0			0	0	0	0	0	0			66																		www.bankbac.com	
5751																														871	0	0	871	0	0	true	0	0	0	0	0	4658	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0			0	0	0	0	0	0			44																		www.kcbks.bank	
6039																														0	0	0	0	0	0	true	0	0	0	0	0	692	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0	0	0			0	0	0	0	0	0			101	756																	www.pineland.bank	
6329																														0	1522	25000	0	0	25000	true	1410	0	112	0	0	1319	0	0	true	0	0	25000	0	0	0	0	0	0	0	0	25000	0	false	false	0	0	0	0	0			5	83	0	0	0	0			108																		www.abbank.com	
7009																														0	0	0	0	0	0	true	0	0	0	0	0	21050	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	843	0		0	0			0	0	0	0	0	0	0	0	937	55730																	http://www.bessemertrust.com	
7045																														0	0	0	0	0	0	true	0	0	0	0	0	3362	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0			0	0	0	0	0	0			0																		http://www.banktpb.com	
7072																														6266	0	3000	5478	319	18000	true	0	0	0	0	0	436	0	1251	true	0	0	3000	15000	0	0	0	0	0	0	0	0	0	true	false	0	469		0	0	2	true	0	0	0	0	0	0			0																		www.wallkill.com	
7456																														0	0	12906	0	0	12906	true	0	0	0	0	0	1382	1	0	false	0	0	12906	0	0	0	0	0	0	0	0	928	0	true	false	2	0		0	0			0	0	0	0	0	0			20		www.bankofhartington.net		www.bankofhartington.online														www.bankofhartington.com	
7634																														0	0	0	0	0	0	false	0	0	0	0	0	1435	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			0																		THEFOURCOUNTYBANK.COM	
8462																														0	0	0	0	0	0	true	0	0	0	0	0	5453	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			0																		http://www.perrytonbank.com	
8631																														0	0	0	0	0	0	true	0	0	0	0	0	400	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	267	0		0	0			0	0	0	0	0	0			0																		www.pcbsm.com	
9357																														41460	0	15000	28667	0	15000	true	0	0	0	0	0	0	0	0	true	0	0	15000	0	0	0	0	0	0	0	0	0	0	true	false	970	12793		0	0			1	31	0	0	0	0			42																		scale.bank	
9553																														0	0	7645	0	0	65795	true	0	0	0	0	0	533	0	0	false	0	150	7645	3494	5581	48925	24025	150	0	0	0	0	150	true	false	0	0		0	0			0	0	0	0	0	0			3																		www.adamscountybank.net	
9807																														0	2091	0	0	0	0	true	1349	0	742	0	0	13406	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0			0	0	0	0	0	0			0																		www.amboybank.com	
9955																														0	0	10655	0	0	27913	true	0	0	0	0	0	2187	2	0	false	0	0	10655	16008	1250	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			0																		www.fusion.bank	
10250																														0	0	5500	0	0	5500	true	0	0	0	0	0	4839	2	0	true	0	0	5500	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			54																		www.thebankofelkriver.com	
10849																														694	0	2000	694	0	2000	true	0	0	0	0	0	15702	3	0	false	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			0																		https://www.firststatebk.com	
11145																														967	72	9000	450	0	19000	false	0	0	0	0	72	3627	2	0	false	0	0	9000	0	10000	0	0	0	0	0	0	0	0	false	false		517	0	0	0			0	0	0	0	0	0			0																		www.losb.com	
11640																														0	0	0	0	0	0	true	0	0	0	0	0	12438	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			69																		www.fnbclarksdale.com	
11837																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			4																		www.farmbk.com	
12030																														0	560	0	0	0	0	true	0	0	0	0	560	227	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			102																		www.fnbsouth.net	
12142																														0	165	0	0	0	0	true	0	0	0	0	165	655	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			0																		www.clevelandstatebank.com	
12311	6506126	12331	4506534	5755272	593106	13578488	true	122885	3	593109	true	0	99411	4506534	1001728	5000	676	0	397454	5085072	1691654	890370	987510	12077	157748	0	0	0	0						13578488		0	0	12331	0	0																0		true	true								522	2829	0	0	0	0	0	0	14293	346131	apply.huntington.com																www.huntington.com	
12647																														0	0	0	0	0	8850	true	0	0	0	0	0	1675	1	0	false	0	0	0	3000	1850	4000	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			0																		http://www.PORTAGECOUNTYBANK.COM	
12946																														36654	0	20000	28975	0	20000	true	0	0	0	0	0	4384	4	0	true	0	0	20000	0	0	0	0	0	0	0	0	0	0	true	false	3392	7679		0	0			2	50	0	0	0	0			427																		www.myfarmers.bank	
13103																														17193	0	57388	14250	0	64058	true	0	0	0	0	0	15704	1	0	false	0	3316	57388	2189	1050	115	0	3316	0	0	0	0	3063	false	false	1911	2943	0	0	0			1	2	0	0	0	0			0																		www.bristolcountysavings.com	
13251																														428	0	0	0	428	0	true	0	0	0	0	0	66	0	428	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			0																		www.elysianbank.net	
13457																														522	0	0	0	0	0	true	0	0	0	0	0	1763	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	522		0	0			0	0	0	0	0	0			6																		www.legendswest.bank	
14155																														0	0	7500	0	0	7500	true	0	0	0	0	0	1944	1	0	false	0	0	7500	0	0	0	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			112																		https://www.fandcbank.com	
14650																														0	0	0	0	0	0	true	0	0	0	0	0	9936	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			0																		www.banklg.com	
14753																														0	0	0	0	0	0	true	0	0	0	0	0	3948	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	4	0		0	0			0	0	0	0	0	0			0																		www.fsbbucklin.com	
14865																														486	0	0	0	0	0	true	0	0	0	0	0	1028	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	486		0	0			0	0	0	0	0	0			406			Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																														18	0	0	0	0	0	true	0	0	0	0	0	107	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		18	0	0	0			0	0	0	0	0	0			0																		firstfedlfd.com	
16551																														4325	0	3000	2433	1892	27500	true	0	0	0	0	0	292	0	1892	false	0	0	3000	16500	8000	0	27500	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			0		www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																														0	0	0	0	0	0	false	0	0	0	0	0	46	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	21308	0	0	0	0			0	0	0	0	0	0			0																		www.haverfordquality.com	
17147																														735546	658	75000	711554	10192	806608	true	0	0	658	0	0	2497	2	14709	true	0	1095	75000	610000	50000	63549	280000	1095	0	0	6964	0	0	true	false		13800	0	0	0			19	515	0	0	0	0	631	631	631	8585		First Merchants Private Wealth Advisors, A Division of First Merchants Bank		Gold Shield Lending, A Division of First Merchants Bank													http://www.firstmerchants.com	
17259																														0	0	0	0	0	0	true	0	0	0	0	0	379	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			0			THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																														4292	0	23300	3677	0	23300	true	0	0	0	0	0	4291	1	0	false	0	0	23300	0	0	0	0	0	0	0	0	0	0	true	false	0	615		0	0			1	3	0	0	0	0			62		www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																														0	211	0	0	0	0	true	211	0	0	0	0	1124	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0	2	true	0	0	0	0	0	0			0																		www.elizfed.com	
18050																														0	0	0	0	0	0	true	0	0	0	0	0	23198	4	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			105																		www.fnbbastrop.bank	
18827																														43624	510	72295	35325	0	72295	true	0	0	510	0	0	51617	3	0	true	0	0	72295	0	0	0	0	0	0	0	0	0	0	true	false	40	8299		0	0			3	18	0	0	0	0	0	0	660	10128																	www.nextierbank.com	
18836																														0	0	0	0	0	0	true	0	0	0	0	0	523	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			15																		www.caponvalleybank.com	
18854																														10949	461	0	10197	0	0	true	461	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	752	0	0	0			0	0	0	0	0	0			213																		www.bank7.com	
19356																														772	257	8062	762	0	8062	true	0	0	257	0	0	242	0	0	false	0	0	8062	0	0	0	0	0	0	0	0	0	0	false	false		10		0	0			0	0	0	0	0	0			2																		www.sbtmiami.com	
19936																														0	136	5066	0	0	5066	true	0	0	0	0	136	6757	1	0	false	0	0	5066	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			0																		www.cbkamericus.com	
19972																														0	0	0	0	0	0	false	0	0	0	0	0	657	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0		0	0			0	0	0	0	0	0			0																			
20053																														0	0	0	0	0	7000	true	0	0	0	0	0	0	0	0	false	0	0	0	0	7000	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			0																		www.securityonlinebank.com	
20633																														0	315	23574	0	0	24156	true	180	0	135	0	0	3865	1	0	false	0	0	23574	582	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			8			MCNB BANKS															www.mcnbbanks.com	
20857																														5304	900	0	5247	0	6044	true	0	0	0	0	900	600	1	0	false	0	10	0	717	1396	3133	2219	10	277	379	132	0	0	true	false		57		0	0			0	0	0	0	0	0			63		fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																														0	0	0	0	0	0	true	0	0	0	0	0	115	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			0																		www.statebankofburrtononline.com	
21359																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			15																		www.asbgrygla.com	
21658																														0	0	8	0	0	22080	true	0	0	0	0	0	590	0	0	true	0	0	8	16093	5679	300	22072	0	0	0	0	0	0	true	false	0	0	0	0	0			0	0	0	0	0	0			0																		www.alliancebank.us	
22048																														0	10	0	0	0	415	true	10	0	0	0	0	9071	2	0	false	0	0	0	0	0	415	415	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			100																		www.unionbnk.com	
22543																														3382	0	0	0	3382	0	true	0	0	0	0	0	1192	1	3382	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	36	0		0	0			0	0	0	0	0	0			38																		www.ssbankmi.com	
22552																														0	0	36	0	0	1123	true	0	0	0	0	0	790	1	0	true	0	0	36	75	77	443	0	0	0	0	492	24900	0	true	false	0	0		0	0			1	23	0	0	0	0			21																		http://www.firstsoutheastbank.com	
22730																														0	0	0	0	0	149	true	0	0	0	0	0	692	0	0	false	0	0	0	0	149	0	0	0	0	0	0	0	0	false	false	0	0		0	0			0	0	0	0	0	0			0																		www.westunionbank.com	
23456																														4027	348	0	2414	0	557	true	0	0	0	0	348	654	0	0	false	0	0	0	0	0	0	0	0	0	557	0	0	0	true	false		1613		0	0			0	0	0	0	0	0			111																		www.mykindofbank.com	
23504																														156748	0	400000	151668	2142	560400	true	0	0	0	0	0	1484	2	2793	true	0	52400	400000	48000	60000	0	0	52400	0	0	0	0	0	true	false		2938	0	0	0			0	0	0	0	0	0	0	0	1315	41285																	www.dime.com	
23643																														0	72	1000	0	0	10050	true	0	0	0	0	72	3213	4	0	false	0	8050	1000	1000	0	0	0	8050	0	0	0	0	8050	true	false		0		0	0			0	0	0	0	0	0			0																		www.commercial-bank.net	
23755																														1027	0	330	0	1027	2346	true	0	0	0	0	0	3641	2	2809	false	0	0	330	2016	0	0	2346	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			69	1409		FNC Bank															www.fnc.bank	
24378																														0	0	1000	0	0	6000	true	0	0	0	0	0	665	0	0	false	0	0	1000	5000	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			0																		www.gblbank.com	
24659																														810	0	0	763	0	0	true	0	0	0	0	0	160	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	2	47		0	0			0	0	0	0	0	0			5																		www.producestatebank.com	
24949																														697	0	0	0	697	8750	true	0	0	0	0	0	443	0	1039	true	0	0	0	0	8750	0	0	0	0	0	0	0	0	true	true	0	0		0	0			0	0	0	0	0	0			46																		http://www.baraboobank.com	
25357																														0	600	0	0	0	0	true	0	0	600	0	0	2978	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0		0	0			0	0	0	0	0	0			0		https://www.redneck.bank																https://www.allamerica.bank	
25647																														0	0	42000	0	0	42000	true	0	0	0	0	0	0	0	0	false	0	0	42000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0			0	0	0	0	0	0			0																		WWW.FIRSTSECUREBANK.COM	
26765																														3454	1670	0	3454	0	0	true	0	1670	0	0	0	116964	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0			3	4	0	0	0	0	0	0	1712	32845																	www.vantage.bank	
27070																														16550	0	12150	15394	434	90750	true	0	0	0	0	0	1147	0	434	false	0	0	12150	38100	35500	5000	0	0	0	0	0	0	0	false	false	0	722		0	0			0	0	0	0	0	0			149																		www.prevail.bank	
27614																														2654	0	0	2654	0	0	true	0	0	0	0	0	2001	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			136																		www.andover.bank	
27847																														0	937	27000	0	0	27000	true	24	910	3	0	0	289	0	0	false	0	0	27000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			0		www.diamondbanking.com																www.diamond.bank	
28013																														90	0	428483	0	90	941956	true	0	0	0	0	0	1223	1	90	true	0	135066	428483	335343	0	0	0	135066	1925	5780	35359	0	164269	true	false	0	0	0	0	0	1	true	1	21	0	0	0	0			264																		www.enorthfield.com	
28152																														0	1062	0	0	0	0	true	0	0	0	0	1062	53	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0	0	0			0	0	0	0	0	0			42		www.facebook.com/harvestbank																www.harvestbank.com	
28675																														401	0	16000	0	401	24000	true	0	0	0	0	0	522	0	401	false	0	0	16000	0	8000	0	9000	0	0	0	0	0	0	true	false		0	0	0	0	1	true	0	0	0	0	0	0			0																		www.cumberlandfederal.com	
28732																														0	0	0	0	0	0	true	0	0	0	0	0	2455	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0			0	0	0	0	0	0			47																		www.bankwithpeoples.com	
