"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ459	RCFDPV10	RCFDPV11	RCFDPV12	RCFDPV13	RCFDPV14	RCFDPV15	RCFDPV16	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	
1669																																																																																																																																																														173	29000	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								6394	0			
1856																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
2161																																																																																																																																																														0	10000	0	0				0	0	0	0	305		100		0			0	0	0	0	0	0																													0																				30000							0	0			
2732																																																																																																																																																														0	44000	0	0				0	0	0	5907	0		2017		0			0	0	0	0	0	0																																																								0	0			
2750																																																																																																																																																														0	5300	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
3252																																																																																																																																																														0	26682	0	0				7182	0	0	0	0		10		446			0	0	0	0	0	0																																																								0	0			
3720																																																																																																																																																														0	5000	0	0				0	0	0	5808	0		143		0			0	0	0	0	0	0																																																								0	0			
3971																																																																																																																																																														0	0	0	0				0	0	0	42781	0		1510		0			0	0	0	0	0	0																																																								0	0			
4231																																																																																																																																																														0	0	0	0				0	0	0	50	0		0		110			0	0	0	0	0	0																																																								0	0			
5069																																																																																																																																																														0	0	0	0				0	0	0	23	0		50		0			0	0	0	0	0	0																																																								0	0			
5135																																																																																																																																																														0	0	0	0				0	0	0	0	2382		2333		0			0	0	0	0	0	0																																																								0	0			
5210																																																																																																																																																														0	0	0	0				0	0	0	225685	0		493		23894			0	0	0	0	0	0																													246749																				0							0	0			
5461																																																																																																																																																														0	32500	0	0				0	0	0	8505	0		1111		0			0	0	0	0	0	1350																																																								0	0			
5751																																																																																																																																																														0	0	0	0				0	0	0	2276	0		65		0			0	0	0	0	0	0																																																								0	0			
6039																																																																																																																																																														661	0	0	0	0	0	0	0	0	0	3431	2309	0	0		11		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	20529	0	0	595	0	23913	0	0	0	0	0	0	0	0	0	0	0	0	4357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													6000																				0							0	0			
7045																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	1075	2790	0	0		136		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																														0	13750	0	0				0	0	0	13380	0		0		392			0	0	0	0	0	0																																																								0	0			
7456																																																																																																																																																														0	10750	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
7634																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
8462																																																																																																																																																														0	0	0	0				0	0	0	0	0		5		144			0	0	0	0	0	0																																																								0	932			
8631																																																																																																																																																														0	0	0	0				0	0	0	904	0		140		0			0	0	0	0	0	0																																																								0	0			
9357																																																																																																																																																														0	0	0	0				0	0	0	4794	822		1568		412			0	0	0	0	0	0																																																								0	0			
9553																																																																																																																																																														0	0	0	0				0	0	0	132	0		28		0			0	0	0	0	0	0																																																								0	0			
9807																																																																																																																																																														0	290000	0	0	0	0	0	290000	0	0	67035	0	0	3709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																														0	0	0	0				0	0	0	2064	0		0		6			0	0	0	0	0	0																																																								0	0			
10250																																																																																																																																																														0	0	0	0				0	0	0	21947	0		0		893			0	0	0	0	0	0																																																								0	0			
10849																																																																																																																																																														0	0	0	0				0	0	0	2839	0		0		0			0	0	0	0	0	0																																																								0	0			
11145																																																																																																																																																														0	0	0	0	0	0	61244	0	0	0	13177	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	61244	0	0	0	0	0	0	0	0	
11640																																																																																																																																																														0	0	0	0				0	0	0	0	0		202		0			0	0	0	0	0	0																																																								0	0			
11837																																																																																																																																																														0	0	0	0				0	0	0	3941	413		1		0			0	0	0	0	0	0																																																								0	0			
12030																																																																																																																																																														0	0	0	0				0	0	0	0	3216		2016		0			0	0	0	0	0	0																																																								0	0			
12142																																																																																																																																																														259	0	0	0				0	0	0	2118	0		0		0			0	0	0	0	0	0																																																								0	0			
12311	11485	0	0	198361	0	0	77559727	0	0	0	14720962	6203295	0	858587	49786	90776	4484	0	0	0	0	0	0	859887	552500	0	0	16886	1970541	7489388	0	0	0	0	0	0	0	0	0	0	12272687	202119	0	71312	11799990	202119	0	71312	791812	662154	0	821664	50470818	809102	791812	0	264962	58146	0	39548	367868	59834	0	37260	115419	3596	0	0	27734	262	5095	0	133095	53684627	7084524	5146600	0	252	3357	0	0	0	0	139249	0	0	0	0	1313924	1870076	0	849264	4036185	0	0	1313924	2009325	0	0	0	0	284644	973734	55546	0	0	0	217535	1480379	311411	168560	0	0	153863	257930	0	0	830	0	0	0	0	22045	0	0	0	2323	0	0	0	1320	0	0	0	0	0	0	0	436	0	0	0	284054	0	0	830	5100024	1103271	29071752	4435431	0	13254156	2141687	2348740	1582205	232971	6948553																																																																																				
12647																																																																																																																																																														0	0	0	0				0	0	0	1600	0		158		50			0	0	0	0	0	0																																																								0	0			
12946																																																																																																																																																														0	635924	0	0				0	0	0	0	26177		5452		0			0	0	0	0	0	0																													0																				0							0	0			
13103																																																																																																																																																														0	0	0	0	0	0	496392	0	0	0	80591	0	0	4326	4326	219	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496392	0	0	0	0	0	0	0	0	0	0	0	8679	0	0	0	8679	0	0	0	0	0	248196	0	0	0	0	0	0	0	0	
13251																																																																																																																																																														0	0	0	0				0	0	0	541	0		0		0			0	0	0	0	0	0																													0																				1340							0	0			
13457																																																																																																																																																														530	0	0	0				0	0	0	820	0		0		0			0	0	0	0	0	0																																																								0	0			
14155																																																																																																																																																														0	824	0	0				0	0	0	6137	0		1275		0			0	0	0	0	0	0																																																								0	0			
14650																																																																																																																																																														0	0	0	0				0	0	0	1461	0		2500		0			0	0	0	0	0	0																																																								0	0			
14753																																																																																																																																																														0	0	0	0				0	0	0	57	0		0		0			0	0	0	0	0	0																																																								0	0			
14865																																																																																																																																																														0	4000	0	0				0	0	0	311	8830		2842		0			0	0	0	0	0	0																																																								0	0			
14977																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																														0	0	0	0				0	0	0	14978	0		0		108			0	0	0	0	0	0																													1255																				0							0	0			
