"IDRSSD"	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	RCONHT87	RCONHT88	RCONHT89	RCONHT91	RCONHT92	RCONHT93	RCONJA36	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
1669																																																											
1856																																																											
2161																																																											
2732																																																											
2750																																																											
3252																																																											
3720																																																											
3971																																																											
4231																																																											
5069																																																											
5135																																																											
5210																																																											
5461																																																											
5751																																																											
6039																																																											
6329																																						0	0	0	0	0	0	0	0	0	0	0	0	191318									
7009																																																											
7045																																																											
7072																																																											
7456																																																											
7634																																																											
8462																																																											
8631																																																											
9357																																																											
9553																																																											
9807	41134																																					0	0	0	0	0	0	0	0	0	0	0	0	393485	SEPARATE ACCOUNT BANK OWNED LIFE INSURANCE	GENERAL ACCOUNT BANK OWNED LIFE INSURANCE							
9955																																																											
10250																																																											
10849																																																											
11145																																						0	382	0	0	382	0	0	0	0	0	0	0	125978									
11640																																																											
11837																																																											
12030																																																											
12142																																																											
12311																																																											
12647																																																											
12946																																																											
13103																																						0	0	0	0	0	0	0	0	0	0	0	0	302856									
13251																																																											
13457																																																											
14155																																																											
14650																																																											
14753																																																											
14865																																																											
14977																																																											
16551																																																											
17110																																																											
17147													47980			47980																						0	47980	0	0	47980	0	0	0	0	0	0	0	1407102									
17259																																																											
17950																																																											
17978																																																											
18050																																																											
18827																																																											
18836																																																											
18854																																																											
19356																																																											
19936																																																											
19972																																																											
20053																																																											
20633																																																											
20857																																																											
21256																																																											
21359																																																											
21658																																																											
22048																																																											
22543																																																											
22552																																																											
22730																																																											
23456																																																											
23504													5958			5958																						0	5958	0	0	5958	0	0	0	0	0	0	0	800208									
23643																																																											
23755																																																											
24378																																																											
24659																																																											
24949																																																											
25357																																																											
25647																																																											
26765																																																											
27070																																																											
27614																																																											
27847																																																											
28013																																						0	0	0	0	0	0	0	0	0	0	0	0	1412419									
28152																																																											
28675																																																											
28732																																																											
29476																																																											
29636																																																											
29878																																																											
30052																																																											
31134																																																											
31255																																						0	0	0	0	0	0	0	0	0	0	0	0	199573									
31657																																																											
31826																																																											
31835																																																											
32234																																																											
32766																																																											
32971																																																											
33147																																																											
33259																																																											
33370																																																											
33839																																																											
33857																																						0	0	0	0	0	0	0	0	0	0	0	0	83597									
34537													25038			25038																						0	25038	0	0	25038	0	14556	0	0	14296	0	0	5178490	SBIC Investments at NAV								
34555																																																											
34742																																																											
35057																																						1092	0	0	0	0	0	0	0	0	0	0	0	16674									
35301																																																											
35646																																																											
35879																																																											
36933																																																											
37051																																																											
37341																																																											
37435																																																											
37640													4212			4212																						0	4212	0	0	4212	0	7817	0	0	7817	0	0	1653744									
37659																																																											
37949																																																											
38740																																																											
39327																																																											
40033																																																											
40855																																																											
41553																																																											
41629																																																											
41825																																																											
42037																																																											
42354																																																											
42372																																																											
42420													10657			10657																						0	10657	0	0	10657	0	25290	20781	0	24091	19795	0	1013528									
42448																																																											
42457																																																											
43052																																																											
43351																																																											
43856																																																											
43959																																																											
44040																																																											
44433																																																											
44741																																																											
44750																																																											
44929																																																											
45056																																																											
45458																																																											
45551																																																											
45560																																						0	0	0	0	0	0	0	0	0	0	0	0	480505									
45775																																																											
46053																																																											
46941																																																											
47247													295			295																						0	295	0	0	295	0	92373	0	0	90402	0	0	27127									
47500																																																											
48374																																																											
48440																																																											
49054																																																											
49148																																																											
49241																																																											
49652																																																											
49858																																																											
49951																																																											
50461																																																											
51253																																																											
51356																																																											
51459																																																											
51842																																																											
52719																																																											
52951																																																											
53051																																																											
54058																																																											
54973																																																											
55336																																																											
55635																																																											
55970																																																											
56258																																																											
56351																																						0	0	0	0	0	0	0	0	0	0	0	0	358393									
56548																																																											
56717																																																											
57451																																																											
58225																																																											
58243													39257			39169	88																					15	39257	0	0	39169	88	0	0	0	0	0	0	238333									
58355																																																											
58551																																																											
58636																																																											
58757																																																											
58971													134			134																						0	134	0	0	134	0	0	0	0	0	0	0	159426									
59316																																																											
59352																																																											
59370																																																											
59754																																																											
60143																																																							c. Other financial derivative liabilities				
60330																																						0	0	0	0	0	0	0	0	0	0	0	0	212664									
60545																																																											
60554																																																											
60648																																																											
61122																																						0	0	0	0	0	0	0	0	0	0	0	0	93517									
61355																																																											
61757																																																											
61832																																																											
61953																																																											
62044																																																											
62110																																																											
62147																																																											
63050																																																											
63069																																																											
63201																																																											
63573																																																											
63733																																																											
64552																																						0	0	0	0	0	0	0	0	0	0	0	0	26395									
64730																																																											
65205																																																											
65559																																						0	0	0	0	0	0	0	0	0	0	0	0	351689									
65858																																																											
66154																																																											
66275																																																											
67142																																																											
67151																																																											
67209																																																											
67254																																																											
67656																																						0	0	0	0	0	0	0	0	0	0	0	0	195969									
68671																																																											
68756	4460																																					0	0	0	0	0	0	0	0	0	0	0	0	213572	Fixed Rate Certificates	Interest Rate Swap							
68831																																																											
69333																																						0	0	0	0	0	0	0	0	0	0	0	0	216984									
69678																																																											
70218																																																											
70638																																																											
70955																																																											
71073																																																											
71457																																																											
71859																																																											
72258																																																											
72351																																																											
72454																																																											
72678																																																											
73116																																																											
73152																																																											
73554																																																											
73956																																																											
74056																																																											
74140																																						0	0	0	0	0	0	0	0	0	0	0	0	497791									
74403																																						0	0	0	0	0	0	0	0	0	0	0	0	125599									
74449																																																											
75259																																																											
75446																																																											
75455																																																											
75633																																																			CRA LP Investment								
75651																																																											
76153																																																											
76443																																																											
76854																																																											
77150																																																											
77253																																																											
77422																																																											
77851																																																											
78157																																																											
78241																																																											
78559																																																											
79042																																																											
79127																																																											
79145																																																											
79257																																																											
79855																																																											
80150																																																											
80374																																																											
80431																																																											
81175																																																											
82033																																																											
82257																																																											
82350																																																											
83375																																																											
83638																																																											
83834																																																											
83852																																																											
83955																																																											
84541																																																											
85052																																																											
85472																																						0	0	0	0	0	0							0									
85931																																																											
86349																																																											
86675																																																											
87047																																																											
87234																																																											
87476																																																											
87579																																																											
88231																																																											
88259																																																											
88352																																																											
88455																																																											
89032																																																											
89135																																																											
89854																																																											
89957																																																											
90047																																																											
90177																																																											
90328																																																											
90337																																																											
90579																																																											
91615																																																											
91950																																																											
92144																																																											
92676																																																											
92706																																																											
92902																																																											
93244																																																											
93543																																																											
93619																																																											
94139																																																											
94522																																																											
94755																																																											
94858																																																											
95051																																																											
95677																																																											
96553																																																											
97055																																																											
97279																																																											
97457																																																											
97804																																																											
97943																																																											
98351																																																											
98463																																																											
98717																																																											
99143																																																											
99376													15324			15324																						0	15324	0	0	15324	0	0	74919	0	0	71850	0	515134									
99442																																																											
99536																																																											
99853																																																											
100236																																																											
100357																																																											
100562																																						6640	0	0	0	0	0	0	0	0	0	0	0	1734624									
100777																																																											
100843																																																											
101037																																																											
101439																																																											
101671																																						0	0	0	0	0	0	0	0	0	0	0	0	244444									
101738																																																											
101952																																																											
102333																																																											
102342																																																											
102557																																																											
102874																																																											
103134																																																											
104234																																																											
104542																																																											
104971																																																											
105026																																																											
105473																																																											
105530																																																											
106359																																						0	0	0	0	0	0	0	0	0	0	0	0	613923									
106452																																																											
106676																																																											
107244													586			483	103																					0	586	0	0	483	103	0	0	0	0	0	0	2610143									
107570																																																											
107758																																																											
108072																																																											
108269																																																											
108652																																																											
108746																																																											
108951																																																											
109136																																																											
109154																																																											
109453																																																											
109574																																																											
109659																																																											
110413																																						0	0	0	0	0	0	0	0	0	0	0	0	343750									
110936																																																											
110945																																																											
110972																																																											
111157																																																											
111205																																																											
111942																																																											
112332																																																											
112510																																																											
112556																																																											
112837																																																											
113003																																																											
113030																																																											
113441																																																											
113601																																																											
113740																																						0	0	0	0	0	0	0	0	0	0	0	0	175550									
114149																																																											
114260																																						0	0	0	0	0	0	0	0	0	0	0	0	2008987									
114457																																																											
114774																																																											
114840																																																											
114859																																																											
115146																																																											
115575																																																											
116358																																																											
116554																																																											
116741																																																											
117038																																																											
117458																																																											
117775																																																											
118156																																																											
118660																																																											
118736																																																											
119153																																																											
119779																																						0	45	0	0	45	0	0	0	0	0	0	0	30220									
119872																																																											
120476																																																											
120542																																																											
120609																																																											
120953																																																											
121642																																						0	0	0	0	0	0	0	0	0	0	0	0	1034788									
121651																																																											
121914																																																											
122153																																																											
122546																																																											
123075																																																											
123374																																																											
124344																																																											
124830																																																											
125154																																																											
125855																																																											
126012																																																											
126049																																																											
126375																																																											
126553																																																											
126834																																																											
127055																																																											
127224																																																											
128258																																																											
128904													74820			74820																						40709	74820	0	0	74820	0	22419	0	0	21943	0	0	3825569	Rabbi Trust investments								
129349																																																											
129358																																																											
129732																																						19234	73	0	0	73	0	0	0	0	0	0	0	1415766	Nonmortgage servicing assets								
129853																																																											
129910																																																											
130345																																																											
130541								13991			13991							13658			13658																	0	13658	0	0	13658	0	0	0	0	0	0	0	875414				All Other Assets	All Other Liabilities				
131436																																																											
131717																																																											
131940																																																											
132107																																																											
132451																																																											
132778																																																											
132938																																																											
133579																																																											
133850																																																											
133971																																																											
134156																																																											
134437																																																											
134455																																																											
134848																																																											
135836																																																											
135854																																																											
136048																																																											
136338																																																											
136655																																																											
137205																																																											
137447																																																											
137456																																																											
137559																																																											
137643																																																											
137652													183				183																					40678	183	0	0	0	183	74536	0	0	71079	0	0	33									
137915																																						446113	0	0	0	0	0	0	0	0	0	0	0	239152	Equity securities without readily determinable FV which are not traded								
138051																																																											
138257																																																											
138556																																																											
139133																																																											
139478																																																											
139553																																																											
139656													2801	-1064	1737																							0	2801	-1064	1737	0	0	0	0	0	0	0	0	1027328									
139740																																																											
139843													638			638																						176	638	0	0	638	0	0	0	0	0	0	0	675744									
140157																																																											
140362	6274		2005		2005													6274			6274																	0	6274	0	0	6274	0	0	0	0	0	0	0	514616	Precious metals	SWAP derivative MTM	CRA equity investment		SWAP derivative MTM				
140634																																																											
141350																																																											
141556																																																											
141677																																																											
141958																																																											
142049																																																											
142179																																																											
142955																																																											
143372																																																											
143662													179304			179285	19																					99482	179304	0	0	179285	19	220429	0	0	238383	0	0	11205384									
143859																																																											
143952																																																											
144052																																																											
144155																																																											
144678																																																											
144856																																																											
144913																																																											
145059																																																											
145545																																																											
145554																																																											
145741																																																											
145844																																																											
146056																																																											
146663																																																											
147651																																																											
147679																																																											
147857																																																											
147923																																																											
148171																																																											
148238																																																											
148340																																																											
148470																																																											
148715																																																											
149150																																																											
150035																		4590			4590																	0	5721	0	0	5721	0	0	0	0	0	0	0	556275	Bank Owned Life Insurance				Deferred Compensation Plans				
150044																																																											
150727																																																											
151957																																																											
152057																																																											
152253																																																											
152440																																																											
153054																																																											
153353																																																											
154154																																																											
154770																																																											
155759																																																											
156457																																																											
156970																																																											
157155																																																											
157379																																																											
157650																																																											
157744																																																											
157856																																																											
158376																																																											
158741																																																											
159636																																						0	0	0	0	0	0	2361	0	0	2361	0	0	966504									
159645																																																											
159953																																																											
159971																																																											
160360																																																											
160454																																																											
160959																																						0	0	0	0	0	0	0	0	0	0	0	0	418061									
161273																																																											
161602																																																											
162337																																																											
163343																																																											
163549													2823			2823																						0	2823	0	0	2823	0	0	0	0	0	0	0	346374									
163857																																																											
164153																																																											
164331																																																											
164377																																																											
164957																																																											
164975																																																											
165628																																																											
165758																																																											
166111																																																											
166531																																																											
166652																																						0	0	0	0	0	0	0	0	0	0	0	0	87586									
167453																																																											
167752																																																											
168571																																																											
169354																																																											
169653													11926			11926																						0	11926	0	0	11926	0	13131	0	0	12789	0	0	1055342									
169756																																																											
170257																																																											
170275																																																											
170332																																																											
171133																																																											
171656																																																											
171759																																																											
171768																																																											
172251																																																											
172457																																																											
172475																																																											
172859																																																											
173306																																																											
173557																																																											
173575																																						0	0	0	0	0	0	0	0	0	0	0	0	288441									
173641																																																											
173959																																																											
174321																																																											
174367																																																											
174572													10329			10329																						0	10329	0	0	10329	0	0	0	0	0	0	0	1128488									
175056																																																											
175140																																																											
175458																																																											
175609																																																											
176101																																						0	0	0	0	0	0	0	0	0	0	0	0	419406									
176325																																																											
176437																																																											
176464																																																											
176642																																																											
177135																																																											
177443																																																											
177500																																																											
177555																																																											
177751																																																											
177920																																																											
178150																																																											
178244																																																											
178356																																																											
178851																																																											
179148																																																											
179335																																																											
179700																																						0	0	0	0	0	0	0	0	0	0	0	0	159750									
180144																																																											
180845																																																											
181963																																																											
182951																																																											
183668																																																											
183770																																																											
183958																																																											
184656																																																											
184759																																																											
185251																																																											
185448																																																											
185859																																																											
186717																																																											
186744																																																											
187648																																																											
187947													3936			3893	43																					5	3936	0	0	3893	43	0	0	0	0	0	0	433726									
188056																																																											
188177																																																											
188430													219			219																						0	219	0	0	219	0	45943	0	0	45586	0	0	22445									
188449																																																											
188720																																																											
