"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
12311	211440	328187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610565	104761	0	119015	0	4635007	17401141	4108341	0	0	0	0	0	885015	0	0	885015	0	166898	0	0	105380	61518	151216	0	357633	5023	0	0	0	0	0	28018407	255977	4635007	18868184	4771193	0	0	0	0	0	136775	0	459850	5112	93	0	0	93	0	1160871	0	0	1160871	0	0	0	0	0	0	1494517	164500	0	1653905	5112	593050	0	0	0	593050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5366	27725	0	33091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596311	5366	27725	0	33091	0	1027121	24791	0	1010092	23355	0	26144489																																																																																						
12647																																																																																																																																																																																																																																																	
12946																																																																																																																																																																																																																																																	
13103																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	302856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302856	0	302856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		48468	0	0	48468	0	0	1405116	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455570	0	0	1453584	1986	0	0	0	0	0	0	0	0	0	47980	0	0	47980	0						48468			48468										
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																																																	
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																																																	
18827																																																																																																																																																																																																																																																	
18836																																																																																																																																																																																																																																																	
18854																																																																																																																																																																																																																																																	
19356																																																																																																																																																																																																																																																	
19936																																																																																																																																																																																																																																																	
19972																																																																																																																																																																																																																																																	
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																																																																																																																																																																																																																	
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																																																																																																																																																																																																																	
22730																																																																																																																																																																																																																																																	
23456																																																																																																																																																																																																																																																	
23504																																																																																																																																																												75042	75042	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3392	0	0	3392	0	0	800208	0	0	0	0	0	0	0	0	0	0	0	0	0	75042	0	0	0	0	0	0	878642	0	0	878642	0	0	0	75042	0	0	0	0	0	0	81000	0	0	81000	0						3392			3392										
23643																																																																																																																																																																																																																																																	
23755																																																																																																																																																																																																																																																	
24378																																																																																																																																																																																																																																																	
24659																																																																																																																																																																																																																																																	
24949																																																																																																																																																																																																																																																	
25357																																																																																																																																																																																																																																																	
25647																																																																																																																																																																																																																																																	
26765																																																																																																																																																																																																																																																	
27070																																																																																																																																																																																																																																																	
27614																																																																																																																																																																																																																																																	
27847																																																																																																																																																																																																																																																	
28013																																																																																																																																																												5040	5045	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	1412419	0	0	0	0	0	0	0	0	0	0	0	0	0	5040	0	15158	0	15158	0	0	1432617	0	15158	1417459	0	0	0	5045	0	0	0	0	0	0	5045	0	0	5045	0																			
28152																																																																																																																																																																																																																																																	
28675																																																																																																																																																																																																																																																	
28732																																																																																																																																																																																																																																																	
29476																																																																																																																																																																																																																																																	
29636																																																																																																																																																																																																																																																	
29878																																																																																																																																																																																																																																																	
30052																																																																																																																																																																																																																																																	
31134																																																																																																																																																																																																																																																	
31255																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	199573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199573	0	0	199573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
31657																																																																																																																																																																																																																																																	
31826																																																																																																																																																																																																																																																	
31835																																																																																																																																																																																																																																																	
32234																																																																																																																																																																																																																																																	
32766																																																																																																																																																																																																																																																	
32971																																																																																																																																																																																																																																																	
33147																																																																																																																																																																																																																																																	
33259																																																																																																																																																																																																																																																	
33370																																																																																																																																																																																																																																																	
33839																																																																																																																																																																																																																																																	
33857																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	83597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83597	0	83597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
34537																																																																																																																																																												0	0	0	0	0	0	0	0				1741	0	1629	0	0	0		0	0		51707	-26636	0	25071	0	14123	5164367	0	16297	0	0	16297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5246494	-26636	14123	5205735	0	0	0	0	0	0	0	0	0	0	25038	0	0	25038	0						25071			25071		26636	-26636							
34555																																																																																																																																																																																																																																																	
34742																																																																																																																																																																																																																																																	
35057																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1092	0	0	0	0	0	16595	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17766	0	0	16595	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092				1092														
35301	4128000	4762000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35000	31000	12000	54000	0	22832000	43884000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10072000	5000	14194000	1000	233000	0	0	233000	0	71112000	10103000	22849000	58365000	1000	0	0	0	0	0	9231000	0	13993000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4975000	9236000	0	14211000	0	0	0	0	0	0	35000	31000	12000	54000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213000	5000	0	218000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213000	5000	0	218000	0	0	0	0	0	0	0	66716000																																																																																						
35646																																																																																																																																																																																																																																																	
35879																																																																																																																																																																																																																																																	
36933																																																																																																																																																																																																																																																	
37051																																																																																																																																																																																																																																																	
37341																																																																																																																																																																																																																																																	
37435																																																																																																																																																																																																																																																	
37640																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		4145	0	0	4145	0	152090	1501654	0	7817	0	0	7817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665706	0	152090	1513616	0	0	0	0	0	0	0	0	0	0	4212	0	0	4212	0						4145			4145										
37659																																																																																																																																																																																																																																																	
37949																																																																																																																																																																																																																																																	
38740																																																																																																																																																																																																																																																	
39327																																																																																																																																																																																																																																																	
40033																																																																																																																																																																																																																																																	
