"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1669																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		54				
2750																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3971																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true																																																																																																																		957				
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true																																																																																																																		178				
6039																																																																																																																									false	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
7009																																																																																																																									true	true	true	13741488	26924	3775	6	4687	0	6	0	240575	0	2	0	0	0	0	0	0	0	837399	376	0	0	0	0	15009631	63388	4208	17	28809303	8768																		1	115274	0	0	34342	9	185482	2122	49	2	0	0	0	0																																																					39822	0	0		
7045																																																																																																																									true	true	true																																																																																																																		5				
7072																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	0	123554	0	83	0	3503	0	11	0	0	0	0	0	57648	0	111	0	426501	0	0	0	0	0	0	0	614652	0	341	19419	5																		0	0	0	133	0	0	0	3446	0	3	0	40693	0	73																																																					157	15	0		
9955																																																																																																																									false	false	false																																																																																																																		0				
10250																																																																																																																									false	false	false																																																																																																																		0				
10849																																																																																																																									false	false	false																																																																																																																		0				
11145																																																																																																																									false	false	false																																																																																																																		0				
11640																																																																																																																									true	true	true																																																																																																																		188				
11837																																																																																																																									false	false	false																																																																																																																		0				
12030																																																																																																																									false	false	false																																																																																																																		0				
12142																																																																																																																									false	false	false																																																																																																																		0				
12311	true	true	true	9681124	1127081	6387	199	24649	249618	76	199	6175	1444033	5	9	4426051	1077767	7687	437	22	9	18532213	8310	708098	731352	359	90	35336770	7408718	23396	1271	24998188	793																		0	0	4	3	2351062	324	1958438	427796	568	10	4315922	93873	7523	192																																																					0	0	0	0																																																																																																																					64040	667	1903		
12647																																																																																																																									false	false	false																																																																																																																		0				
12946																																																																																																																									true	true	true																																																																																																																		996				
13103																																																																																																																									true	false	false																																																																																																																		0				
13251																																																																																																																									false	false	false																																																																																																																		0				
13457																																																																																																																									false	false	false																																																																																																																		0				
14155																																																																																																																									false	false	false																																																																																																																		0				
14650																																																																																																																									false	false	false																																																																																																																		0				
14753																																																																																																																									false	false	false																																																																																																																		0				
14865																																																																																																																									false	false	false																																																																																																																		0				
14977																																																																																																																									false	false	false																																																																																																																		0				
16551																																																																																																																									false	false	false																																																																																																																		0				
17110																																																																																																																									true	true	true	2266133	283113	729	39	824594	0	75	0	171146	2	16	1	1848504	37256	2670	39	0	0	7777063	3710	0	0	0	0	14894230	1124789	7694	241	27575	4																		0	0	0	0	592699	154	2006790	211719	494	8	1848504	37256	2670	39																																																					19074	0	0		
17147																																																																																																																									true	true	true	1155695	46468	808	27	15936	201363	3	133	214645	0	38	0	484877	20785	893	55	0	6828	1403249	710	0	0	0	0	3980419	384917	2614	276	252121	58																		0	0	0	30	87499	25	706017	21974	162	6	0	0	0	0																																																					6994	10	0		
17259																																																																																																																									false	false	false																																																																																																																		0				
17950																																																																																																																									false	false	false																																																																																																																		0				
17978																																																																																																																									false	false	false																																																																																																																		0				
18050																																																																																																																									false	false	false																																																																																																																		0				
18827																																																																																																																									false	false	false																																																																																																																		0				
18836																																																																																																																									false	false	false																																																																																																																		0				
18854																																																																																																																									false	false	false																																																																																																																		0				
19356																																																																																																																									true	false	false																																																																																																																		0				
19936																																																																																																																									false	false	false																																																																																																																		0				
19972																																																																																																																									false	false	false																																																																																																																		0				
20053																																																																																																																									false	false	false																																																																																																																		0				
20633																																																																																																																									true	true	true																																																																																																																		188				
20857																																																																																																																									false	false	false																																																																																																																		0				
21256																																																																																																																									false	false	false																																																																																																																		0				
21359																																																																																																																									false	false	false																																																																																																																		0				
21658																																																																																																																									false	false	false																																																																																																																		0				
22048																																																																																																																									true	true	true																																																																																																																		40				
22543																																																																																																																									false	false	false																																																																																																																		0				
22552																																																																																																																									false	false	false																																																																																																																		0				
22730																																																																																																																									false	false	false																																																																																																																		0				
23456																																																																																																																									false	false	false																																																																																																																		0				
23504																																																																																																																									true	true	true																																																																																																																		0				
23643																																																																																																																									true	true	true																																																																																																																		31				
23755																																																																																																																									false	false	false																																																																																																																		0				
24378																																																																																																																									false	false	false																																																																																																																		0				
24659																																																																																																																									false	false	false																																																																																																																		0				
24949																																																																																																																									true	true	true																																																																																																																		19				
25357																																																																																																																									false	false	false																																																																																																																		0				
25647																																																																																																																									true	true	false																																																																																																																		13				
26765																																																																																																																									false	false	false																																																																																																																		0				
27070																																																																																																																									false	false	false																																																																																																																		0				
27614																																																																																																																									false	false	false																																																																																																																		0				
27847																																																																																																																									false	false	false																																																																																																																		0				
28013																																																																																																																									false	false	false																																																																																																																		0				
28152																																																																																																																									false	false	false																																																																																																																		0				
28675																																																																																																																									false	false	false																																																																																																																		0				
28732																																																																																																																									true	false	false																																																																																																																		0				
29476																																																																																																																									true	true	true																																																																																																																		0				
29636																																																																																																																									true	true	true																																																																																																																		0				
29878																																																																																																																									false	false	false																																																																																																																		0				
30052																																																																																																																									false	false	false																																																																																																																		0				
31134																																																																																																																									false	false	false																																																																																																																		0				
31255																																																																																																																									true	false	false																																																																																																																		0				
31657																																																																																																																									false	false	false																																																																																																																		0				
31826																																																																																																																									false	false	false																																																																																																																		0				
31835																																																																																																																									false	false	false																																																																																																																		0				
32234																																																																																																																									true	true	true																																																																																																																		62				
32766																																																																																																																									false	false	false																																																																																																																		0				
32971																																																																																																																									true	true	true																																																																																																																		177				
33147																																																																																																																									true	false	false																																																																																																																		0				
33259																																																																																																																									false	false	false																																																																																																																		0				
33370																																																																																																																									false	false	false																																																																																																																		0				
33839																																																																																																																									false	false	false																																																																																																																		0				
34537																																																																																																																									true	true	true	530124	0	180	0	0	0	0	0	3663	0	3	0	174619	0	371	0	23764	116	1374325	529	0	0	0	0	2309082	116	1106	1	191924	26																		0	0	9	1	0	0	202587	0	14	0	174619	0	371	0																																																					3963	1	0		
34555																																																																																																																									false	false	false																																																																																																																		0				
34742																																																																																																																									true	false	false																																																																																																																		0				
35057																																																																																																																									false	false	false																																																																																																																		0				
35301	true	true	true	7869000	3303000	2448	3	929534000	274858000	6258	16042	515606000	797989000	2155	2577	63856000	199039000	378	1119131	0	3243000	982298000	609	15430000	17242161000	27	6190	2717320000	18538391000	12720	1144032	35976991000	42978				121	1099503000	296	398944000	104	122650000	0	0	0	0	16	117600000	0	0	537	1738697000	0	20	6548000	18	202727000	11250000	845	51	14100000	253902000	220	1119292																																																					0	19160062000	0	11368																																																																																																																					1604000	0	489000		
35646																																																																																																																									false	false	false																																																																																																																		0				
35879																																																																																																																									false	false	false																																																																																																																		0				
36933																																																																																																																									false	false	false																																																																																																																		0				
37051																																																																																																																									false	false	false																																																																																																																		0				
37341																																																																																																																									false	false	false																																																																																																																		0				
37435																																																																																																																									true	true	true	103153	77	139	1	2026	163217	16	2	2647	0	1	0	249347	48497	1439	166	0	0	965905	1924	0	0	0	0	1411305	253371	3590	185	0	0																		0	0	0	0	41116	15	88227	464	71	1	249017	48497	1437	166																																																					1744	0	0		
