"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
1669																																																																																																																																																																																																																																																	
1856																																																																																																																																																																																																																																																	
2161																																																																																																																																																																																																																																																	
2732																																																																																																																																																																																																																																																	
2750																																																															0	0	0																																																																																																																																																										56068	0																					
3252																																																															0	0	0																																																																																																																																																										143151	0																					
3720																																																																																																																																																																																																																																																	
3971																																																															0	0	0																																																																																																																																																										813292	0																					
4231																																																																																																																																																																																																																																																	
5069																																																															0	0	0																																																																																																																																																										459300	0																					
5135																																																																																																																																																																																																																																																	
5210																																																															1122	0	0																																																																																																																																																										2475435	0																					
5461																																																															0	0	0																																																																																																																																																										552754	0																					
5751																																																																																																																																																																																																																																																	
6039																																																																																																																																																																																																																																																	
6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2978	2978	0	0	2978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189314	0	0	0	0	0	0	0	0	-16056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	0	0	0	1404	0	0	426962	0	0	348395	78567	5734	0	5734	8147	0	0	0	0	0	8147	1356652	0	20931	6	0	1335715	0	0	0	4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-41114	13906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170358	34072	0	0	6412	27660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13906	0	0	0	0	0	0	0	0	0	0	20859	0	0	0	0	0	0	0	1824750	0	7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																															0	0	0																																																																																																																																																										236101	0																					
7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139449	0	0	0	0	0	0	0	0	-10686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84071	0	0	81801	2270	0	0	0	448	0	0	0	0	0	448	62135	0	0	0	0	62135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11873	448	2696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13725	2745	0	0	0	2745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	2696	0	0	0	0	0	0	0	0	0	672	6740	0	0	0	0	0	0	149512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																															0	0	0																																																																																																																																																										313808	0																					
7456																																																															0	0	0																																																																																																																																																										117606	0																					
7634																																																																																																																																																																																																																																																	
8462																																																																																																																																																																																																																																																	
8631																																																																																																																																																																																																																																																	
9357																																																																																																																																																																																																																																																	
9553																																																															0	0	0																																																																																																																																																										167956	0																					
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109973	205293	0	0	109973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401734	0	0	0	0	0	0	0	0	-2282	0	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1975899	0	0	162545	1813354	4511	0	4511	10095	0	0	0	1735	8360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-35480	4511	0	1141	0	0	0	0	0	0	0	34609	34609	34609	0	0	0	0	0	0	0	94151	18830	0	0	0	18830	0	0	65975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4511	0	1141	0	0	0	0	0	0	0	0	6767	0	3423	0	0	0	0	0	2422910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																																																																																																																	
10250																																																															0	0	0																																																																																																																																																										474232	0																					
10849																																																																																																																																																																																																																																																	
11145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3584	0	0	1167	1167	0	0	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91369	0	0	0	0	0	0	0	0	-11079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78362	0	0	76053	2309	0	0	0	357	0	0	0	0	0	357	178748	0	338	808	0	177602	0	0	0	450	0	0	0	0	0	0	0	37117	37117	0	8426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23238	357	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30722	6144	0	0	0	6144	0	0	0	0	415	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	3584	0	0	0	0	0	0	0	0	0	536	8960	0	0	0	0	0	0	303643	0	0	50000	10976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																																																																	
11837																																																															0	0	0																																																																																																																																																										107920	0																					
12030																																																															0	0	0																																																																																																																																																										505080	0																					
12142																																																																																																																																																																																																																																																	
12311																																																																											0	0																																																																																																																																																																					
12647																																																																																																																																																																																																																																																	
12946																																																															0	0	0																																																																																																																																																										2627627	0																					
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298481	0	0	0	0	0	0	0	0	-21645	0	0	0	0	0	7190	0	0	7190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100138	0	0	1029722	70416	9845	0	9845	15822	0	0	0	0	0	15822	1520497	0	1	22458	0	1498038	0	0	0	17070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29431	25667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16496	3299	0	0	0	3299	0	0	135195	0	7634	0	0	0	0	7634	0	0	0	0	0	0	0	0	0	0	0	0	25667	0	0	0	0	0	0	0	0	0	0	38501	0	0	0	0	0	0	0	2521117	0	9317	93240	144560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																															0	0	0																																																																																																																																																										64237	0																					
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99246	0	0	91584	37586	0	0	91584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372417	655	0	0	0	0	0	0	0	-190630	0	0	0	0	0	381053	0	2658	378395	0	14699	0	0	0	0	0	0	0	0	0	6087	0	0	4746	0	1341	0	4159773	0	3755	2662885	1493133	45187	0	45187	56660	0	0	5154	0	0	51506	11000269	0	667	398458	240268	10360876	0	0	0	816161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413011	96855	99246	0	0	0	0	0	0	0	0	89458	89458	0	0	0	89458	0	0	0	0	1536995	307399	0	0	307	307092	0	8022	1972355	0	24822	0	0	12411	0	12411	0	0	0	0	0	0	0	0	0	0	0	0	104877	99246	0	0	0	0	0	0	0	0	0	157316	248115	0	0	0	0	0	0	17651981	0	289573	2054534	970011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																															0	0	0																																																																																																																																																										50619	0																					
17950																																																															0	0	0																																																																																																																																																										415833	0																					
17978																																																																																																																																																																																																																																																	
18050																																																															0	0	0																																																																																																																																																										721314	0																					
18827																																																															187	0	0																																																																																																																																																										2258746	0																					
18836																																																																																																																																																																																																																																																	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52140	0	0	0	0	0	0	0	0	-3493	0	0	0	0	0	3865	0	0	3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160998	0	0	136509	24489	0	0	0	9275	0	0	0	0	9275	0	1423555	0	5713	33883	0	1383959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207320	41464	892	232	320	40021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																															0	0	0																																																																																																																																																										126644	0																					
19936																																																															0	0	0																																																																																																																																																										293808	0																					
19972																																																															0	0	0																																																																																																																																																										52239	0																					
20053																																																															0	0	0																																																																																																																																																										207432	0																					
20633																																																																																																																																																																																																																																																	
20857																																																															0	0	0																																																																																																																																																										510174	0																					
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																															0	0	0																																																																																																																																																										129884	0																					
