"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCFDPU98	RCFDPU99	RCFDPV00	RCFDPV01	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	
1669																																																																																																																																																					0	0	59494	61958	60653	0	0	0	0	0	0	0	0	10622	10118	82973	79472		10622	10118	0	0	0	0	14285	3190	11290	33988	21460	3369	0	0	0	0	0	8047	6640	1188	922																									0	0	0	0									0	0	0	0	0	0	1549	1546	0	0	0	0	0	0	0	0		
1856																																																																																																																																																					0	0	5359	0	0	1000	979	2000	1983	0	0	0	0	1000	979	7753	7652		0	0	0	0	0	0	0	3489	1000	0	0	174	0	0	0	0	0	0	0	1954	2036																									0	1506	0	1505									0	0	0	0	0	0	4026	3989	0	0	0	0	0	0	0	0		
2161																																																																																																																																																					0	0	31302	0	0	0	0	5250	4759	0	0	0	0	0	0	90672	80242		0	0	39833	33863	0	0	939	1964	1800	946	5505	20257	8150	9067	0	0	107	5128	5077	7175	15065																									0	0	0	0									0	0	0	0	0	0	5418	4176	0	0	0	0	0	0	6643	6341		
2732																																																																																																																																																					0	0	23802	31817	31793	0	0	0	0	0	0	300	300	0	0	41659	41520		0	0	7509	7434	0	0	19508	2000	17509	22011	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																																																																																																																																																					0	0	9600	0	0	0	0	0	0	0	0	0	0	0	0	14347	13551		0	0	7694	7145	0	0	122	14	2916	2275	2823	4782	107	38	62	0	0	0	534	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																																																																																																																																																					0	0	195901	38849	38916	0	0	0	0	0	0	0	0	0	0	232419	230899		0	0	55962	55064	0	0	50873	16414	33448	13465	33925	33285	7096	919	43	246	209	453	0	67872	23525																									0	0	0	0									0	0	0	0	0	0	64543	64332	0	0	0	0	0	0	25	24		
3720																																																																																																																																																					0	0	78456	18774	18748	0	0	0	0	0	0	0	0	38924	35622	110395	104684		31179	28187	4790	4781	2500	2421	9642	2858	9487	14834	15082	29697	5032	0	22	2271	4814	28273	24798	2932	3508																									0	0	0	0									0	0	0	0	0	0	6397	6440	0	0	0	0	0	0	0	0		
3971																																																																																																																																																					0	0	120332	44642	43399	0	0	35830	32650	0	0	0	0	0	0	239082	227367		0	0	9991	8514	2000	1794	28607	5737	28340	36945	50425	29387	3586	0	23	0	190	10181	50965	3214	8374																									0	0	0	0									0	0	0	0	0	0	12067	11588	0	0	0	0	0	0	0	0		
4231																																																																																																																																																					0	0	48480	999	1005	1300	1206	0	0	0	0	0	0	1300	1206	75345	71504		0	0	23290	21010	500	486	1005	0	1005	4944	1815	19197	786	0	0	0	163	6907	37985	0	0																									0	0	0	0									0	0	46625	45056	0	0	0	0	0	0	0	0	0	0	0	0		
5069																																																																																																																																																					0	0	0	1973	1937	0	0	2636	2603	0	0	998	969	0	0	7132	7213		0	0	1525	1704	0	0	0	0	0	0	969	5623	621	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																																																																																																																																																					0	0	71188	74658	74612	0	0	0	0	0	0	0	0	0	0	96211	96017		0	0	1815	1777	0	0	77302	77302	0	7029	10849	837	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																																																																																																																																																					0	0	156513	0	0	0	0	30821	29939	0	0	0	0	63159	56248	499347	471659		62221	55334	10608	10409	0	0	2357	5686	6175	16173	59274	115290	66679	0	0	1466	316	69918	98860	37	94944																									0	0	0	0									0	0	0	0	0	0	98017	94981	0	0	0	0	0	0	0	0		
5461																																																																																																																																																					1990	1975	50510	0	0	0	0	0	0	0	0	0	0	214652	200016	22016	21467		93621	88395	2724	2634	0	0	7951	4426	3968	20154	12304	52463	48582	0	0	0	290	41298	45009	0	7625																									0	0	0	0									0	0	0	0	7106	6418	542	519	0	0	0	0	0	0	0	0		
5751																																																																																																																																																					0	0	55584	1977	1921	6250	5324	0	0	0	0	0	0	6250	5324	107688	101595		0	0	40388	34416	0	0	1424	20887	3500	1921	1532	31683	3102	2147	0	0	0	0	3	13160	29910																									0	14393	0	14424									0	0	0	0	0	0	28719	28698	0	0	0	0	0	0	8696	8695		
6039																																																																																																																																																					0	0	43842	41655	41594	0	0	0	0	0	0	0	0	3464	3465	56981	56749		0	0	1583	1530	500	481	12331	3001	9331	32993	2385	2013	0	0	0	0	653	1459	6249	1962	167																									0	0	0	0	0	0	2090	2059	1502	1504	4797	4801	0	0	0	0	1962	1961	169	167	0	0	0	0	0	0	0	0		
6329																																																																																																																																																					0	0	156867	0	0	0	0	0	0	0	0	0	0	0	0	205370	189314		0	0	14081	12716	18000	17664	14529	0	14529	19198	25095	11227	0	0	0	0	0	47476	68964	0	2825																									0	0	0	0	0	0	0	0	0	0	130367	116440	0	0	0	0	0	0	3328	2825	0	0	0	0	0	0	0	0		
7009																																																																																																																																																					0	0	1253685	1236231	1236231	0	0	0	0	0	0	0	0	0	0	1274865	1274622		0	0	38634	38391	0	0	1244872	989960	254912	18024	9660	2066	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																																																																																																																																																					0	0	74055	3057	3048	0	0	0	0	0	0	0	0	1436	1452	150135	139449		1436	1452	55114	51342	0	0	503	0	503	2931	5570	38741	9260	0	0	0	123	34426	14588	2507	32235																									0	0	0	0	0	0	52586	49137	0	0	0	0	0	0	0	0	0	0	29160	25818	0	0	0	0	0	0	0	0		
7072																																																																																																																																																					0	0	18607	2992	2954	50	50	23521	21529	0	0	0	0	34567	29500	42437	39273		6742	5159	3087	2748	0	0	7648	1200	6449	3110	11924	14708	6621	0	0	48	0	13335	15345	0	1098																									0	0	0	0									0	0	0	0	0	0	1450	1098	0	0	0	0	0	0	0	0		
7456																																																																																																																																																					0	0	15720	0	0	0	0	0	0	0	0	0	0	0	0	26210	25121		0	0	23326	22286	0	0	4132	1198	2934	2096	4343	13643	803	0	0	0	104	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634																																																																																																																																																					0	0	4645	0	0	0	0	0	0	0	0	0	0	0	0	12603	11515		0	0	6088	5332	0	0	256	0	251	198	1314	4606	0	0	5	76	143	3596	1315	12	0																									0	0	0	0									0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0		
