"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
12311	265790	356550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748134	79668	0	89404	0	8485576	22816814	4289870	0	0	0	0	0	1068105	0	0	1068105	0	165801	0	0	104465	61336	203969	0	463074	6685	0	0	0	0	0	37840090	283637	8485576	24541862	5096289	0	0	0	0	0	135198	0	487642	4106	0	0	0	0	0	1434115	0	0	1434115	0	0	0	0	0	0	1801466	163672	0	1961032	4106	735223	0	0	0	735223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10801	28474	0	39275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738398	10801	28474	0	39275	0	1182173	51732	0	1172802	50615	0	35592260																																																																																						
12647																																																																																																																																																																																																																																																	
12946																																																																																																																																																																																																																																																	
13103																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	298481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298481	0	298481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		47497	0	0	47497	0	0	1369998	2419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419914	0	0	1417495	2419	0	0	0	0	0	0	0	0	0	46688	0	0	46688	0						47497			47497										
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																																																	
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																																																	
18827																																																																																																																																																																																																																																																	
18836																																																																																																																																																																																																																																																	
18854																																																																																																																																																																																																																																																	
19356																																																																																																																																																																																																																																																	
19936																																																																																																																																																																																																																																																	
19972																																																																																																																																																																																																																																																	
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																																																																																																																																																																																																																	
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																																																																																																																																																																																																																	
22730																																																																																																																																																																																																																																																	
23456																																																																																																																																																																																																																																																	
23504																																																																																																																																																												70536	70536	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3773	0	0	3773	0	0	840454	0	0	0	0	0	0	0	0	0	0	0	0	0	70536	0	0	0	0	0	0	914763	0	0	914763	0	0	0	70536	0	0	0	0	0	0	73644	0	0	73644	0						3773			3773										
23643																																																																																																																																																																																																																																																	
23755																																																																																																																																																																																																																																																	
24378																																																																																																																																																																																																																																																	
24659																																																																																																																																																																																																																																																	
24949																																																																																																																																																																																																																																																	
25357																																																																																																																																																																																																																																																	
25647																																																																																																																																																																																																																																																	
26765																																																																																																																																																																																																																																																	
27070																																																																																																																																																																																																																																																	
27614																																																																																																																																																																																																																																																	
27847																																																																																																																																																																																																																																																	
28013																																																																																																																																																												4275	4281	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	1378502	0	0	0	0	0	0	0	0	0	0	0	0	0	4275	0	13775	0	13775	0	0	1396552	0	13775	1382777	0	0	0	4281	0	0	0	0	0	0	4281	0	0	4281	0																			
28152																																																																																																																																																																																																																																																	
28675																																																																																																																																																																																																																																																	
28732																																																																																																																																																																																																																																																	
29476																																																																																																																																																																																																																																																	
29636																																																																																																																																																																																																																																																	
29878																																																																																																																																																																																																																																																	
30052																																																																																																																																																																																																																																																	
31134																																																																																																																																																																																																																																																	
31255																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	216401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216401	0	0	216401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
31657																																																																																																																																																																																																																																																	
31826																																																																																																																																																																																																																																																	
31835																																																																																																																																																																																																																																																	
32234																																																																																																																																																																																																																																																	
32766																																																																																																																																																																																																																																																	
32971																																																																																																																																																																																																																																																	
33147																																																																																																																																																																																																																																																	
33259																																																																																																																																																																																																																																																	
33370																																																																																																																																																																																																																																																	
33839																																																																																																																																																																																																																																																	
34537																																																																																																																																																												0	0	0	0	0	0	0	0				873	0	794	0	0	0		0	0		47690	-25565	0	22125	0	13945	5069159	0	18188	0	0	18188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5148982	-25565	13945	5109472	0	0	0	0	0	0	0	0	0	0	21148	0	0	21148	0						22125			22125		25565	-25565							
34555																																																																																																																																																																																																																																																	
34742																																																																																																																																																																																																																																																	
35057																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1109	0	0	0	0	0	10619	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11796	0	0	10619	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109				1109														
35301	8227000	4796000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263000	16000	0	279000	0	24580000	46627000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16399000	34000	24586000	6000	240000	0	0	240000	0	79937000	16415000	24614000	71732000	6000	0	0	0	0	0	20577000	4000	25366000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4935000	20606000	17000	25521000	3000	0	0	0	0	0	263000	16000	0	279000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139000	29000	13000	155000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139000	29000	13000	155000	0	0	0	0	0	0	0	71207000																																																																																						
35646																																																																																																																																																																																																																																																	
35879																																																																																																																																																																																																																																																	
36933																																																																																																																																																																																																																																																	
37051																																																																																																																																																																																																																																																	
37341																																																																																																																																																																																																																																																	
37435																																																																																																																																																																																																																																																	
37640																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3785	0	0	3785	0	135411	1527944	0	15451	0	0	15451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1682591	0	135411	1547180	0	0	0	0	0	0	0	0	0	0	3868	0	0	3868	0						3785			3785										
37659																																																																																																																																																																																																																																																	
37949																																																																																																																																																																																																																																																	
38740																																																																																																																																																																																																																																																	
39327																																																																																																																																																																																																																																																	
40033																																																																																																																																																																																																																																																	
40855																																																																																																																																																																																																																																																	
41553																																																																																																																																																																																																																																																	
41629																																																																																																																																																																																																																																																	
41825																																																																																																																																																																																																																																																	
42037																																																																																																																																																																																																																																																	
42354																																																																																																																																																																																																																																																	
42372																																																																																																																																																																																																																																																	
