"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ459	RCFDPV10	RCFDPV11	RCFDPV12	RCFDPV13	RCFDPV14	RCFDPV15	RCFDPV16	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	
1669																																																																																																																																																														173	15000	0	0							0	0		0		0			0					0																																																												
1856																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
2161																																																																																																																																																														0	10000	0	0							0	0		100		0			0					0																													0																				30000											
2732																																																																																																																																																														0	44000	0	0							7628	0		2017		0			0					0																																																												
2750																																																																																																																																																														0	6300	0	0							0	0		0		0			0					0																																																												
3252																																																																																																																																																														0	16184	0	0							0	0		10		327			0					0																																																												
3720																																																																																																																																																														0	5000	0	0							6041	0		178		0			0					0																																																												
3971																																																																																																																																																														0	0	0	0							42107	0		2548		0			0					0																																																												
4231																																																																																																																																																														0	0	0	0							30	0		0		110			0					0																																																												
5069																																																																																																																																																														0	0	0	0							23	0		50		0			0					0																																																												
5135																																																																																																																																																														0	0	0	0							0	2496		2316		0			0					0																																																												
5210																																																																																																																																																														0	0	0	0							224748	0		493		23407			0					0																													245078																				0											
5461																																																																																																																																																														0	32500	0	0							9656	0		1111		0			0					1500																																																												
5751																																																																																																																																																														0	0	0	0							2382	0		130		0			0					0																																																												
6039																																																																																																																																																														775	0	0	0	0	0	0	0	0	0	3863	0	0	0		11		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
6329																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	22590	0	0	624	0	24695	0	0	0	0	0	0	0	0	0	0	0	0	7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
7009																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																													2000																				0											
7045																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	822	2848	0	0		136		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
7072																																																																																																																																																														0	13750	0	0							13742	0		0		392			0					0																																																												
7456																																																																																																																																																														0	13750	0	0							0	0		0		0			0					0																																																												
7634																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
8462																																																																																																																																																														0	0	0	0							0	0		5		219			0					0																																																												
8631																																																																																																																																																														0	0	0	0							866	0		135		0			0					0																																																												
9357																																																																																																																																																														0	0	0	0							5289	736		1568		412			0					0																																																												
9553																																																																																																																																																														0	0	0	0							129	0		29		0			0					0																																																												
9807																																																																																																																																																														0	290000	0	0	0	0	0	290000	0	0	65975	0	0	2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
9955																																																																																																																																																														0	0	0	0							2382	0		0		6			0					0																																																												
10250																																																																																																																																																														0	0	0	0							24898	0		0		704			0					0																																																												
10849																																																																																																																																																														0	0	0	0							3477	0		0		0			0					0																																																												
11145																																																																																																																																																														0	0	0	0	0	0	60976	0	0	0	14128	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60976	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	119	0	0	0	0	0	60976	0	0	0	0			0	0	
11640																																																																																																																																																														0	0	0	0							0	0		202		0			0					0																																																												
11837																																																																																																																																																														0	0	0	0							3518	429		7		0			0					0																																																												
12030																																																																																																																																																														0	0	0	0							0	3276		4332		0			0					0																																																												
12142																																																																																																																																																														259	0	0	0							1855	0		0		0			0					0																																																												
12311	73175	0	0	193485	0	0	85981519	0	0	0	15966635	7034370	0	1255082	69847	233934	9463	0	0	0	0	0	0	1348094	727500	0	0	15099	2123426	8509040	0	0	0	0	0	0	0	0	0	0	11635510	43516	0	99526	10791490	43516	0	99526	680302	807065	0	1021216	47530818	277821	680302	0	318578	97761	0	53420	367787	72762	0	51200	89404	0	0	0	28474	7390	3411	0	281866	63728627	8318251	4356600	0	245	3246	0			0	114114	0	0	0	0	1704138	2070609	0	1125030	6450159	0	0	1704138	2184723	0	0	0	0	506722	1073313	124103	0	0	0	260857	1752804	171062	284207	0	0	201070	321484	0	0	1000	0	0	0	0	29210	0	0	0	2233	0	0	0	14688	0	0	0	0	0	0	0	0	0	0	0	367615	0	0	1000			32844188	5359373	16863	14011567	1405425	2221402	2481421	241137	7662182																																																																																				
12647																																																																																																																																																														0	0	0	0							1611	935		158		50			0					0																																																												
12946																																																																																																																																																														0	603625	0	0							0	26871		5264		0			0					0																													0																				0											
13103																																																																																																																																																														0	0	0	0	0	0	494234	0	0	0	78820	0	0	4942	4942	146	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494234	0	0	0	0	0	0	0	0	0	0	0	8180	0	0	0	8180	0	0	0	0	0	247117	0	0	0	0			0	0	
13251																																																																																																																																																														0	0	0	0							706	0		0		0			0					0																													0																				2980											
13457																																																																																																																																																														740	0	0	0							480	0		0		0			0					0																																																												
14155																																																																																																																																																														0	824	0	0							7192	0		275		0			0					0																																																												
14650																																																																																																																																																														0	0	0	0							621	0		5000		0			0					0																																																												
14753																																																																																																																																																														0	0	0	0							231	0		0		0			0					0																																																												
14865																																																																																																																																																														0	4000	0	0							275	8652		2980		0			0					0																																																												
14977																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
16551																																																																																																																																																														0	0	0	0							16193	0		0		124			0					0																													1841																				0											
17110																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0		2370		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
17147																																																																																																																																																														0	0	0	0	0	0	3212006	0	0	0	1108533	0	0	30766	0	43833	1342	0	0	0	0	0	0	0	0	0	0	0	102112	0	0	0	0	0	0	0	0	0	0	0	66304	0	0	0	0	0	0	0	0	0	0	0	3380422	0	0	0	0	0	0	0	0	0	0	0	47497	0	0	0	46688	0	0	0	0	0	1606003	0	0	0	0			0	0	
17259																																																																																																																																																														0	0	0	0							0	0		90		0			0					0																																																												
17950																																																																																																																																																														0	0	0	0							8840	0		1273		2362			0					0																																																												
17978																																																																																																																																																														0	0	0	0							2513	0		0		0			5132					0																																																												
18050																																																																																																																																																														0	108500	0	0							2641	0		103		758			0					0																																																												
18827																																																																																																																																																														0	206000	0	0							80910	0		795		11109			0					0																													349136																				0											
18836																																																																																																																																																														0	0	0	0							10965	0		0		10			0					0																																																												
18854																																																																																																																																																														0	750	0	0	0	0	0	0	0	0	2915	0	0	7981	7981	8762	8762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
19356																																																																																																																																																														0	0	0	0							1342	0		0		0			0					0																																																												
19936																																																																																																																																																														0	0	0	0							7188	0		1679		0			0					0																																																												
19972																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
20053																																																																																																																																																														0	0	0	0							7719	577		0		0			0					0																																																												
