"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
1669	0	0	0	0	0	0	15	0				0	189	137		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				28	12	24	3	
1856	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	16	0				0	23	0		0				0		0	0	0	0	0			23	13	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	0	0	0	0	0	0				0	1351	1351		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2750	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3252	0	0	0	0	0	0	46	12				3	97	12		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	6	60	25	
3720	0	0	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
3971	0	0	0	0	0	0	559	64				1	465	301		0				0		1	0	0	0	0			0	0	7	1	0	0			0	0	0	0	0	0	0	418				0	0	164	68	
4231	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	0	0	0	0	0	4	1				0	32	5		0				0		0	0	0	0	0			17	0	0	0	0	0			0	0	0	0	0	0	0	1				10	2	0	0	
5210	0	0	0	0	0	0	101	68				23	82	0		75				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	7	6	
5461	0	0	0	0	0	0	64	51				0	118	116		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	13				0	0	2	0	
5751	0	0	0	0	0	0	5	3				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	2	0	0	
6039	0	0	0	0	0	0	2	2		0		0	172	16		0		0	0	0	0	0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	154	0	0	0		0	0	1	0	
6329	100	100	0	0	0	0	1507	73		0		0	5695	60		0		0	0	0	0	0	0	0	0	0			0	0	46	0	45	0			0	0	0	0	75	75	0	0	0	0		4482	1079	933	134	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	0	0		0		0	1	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1	0	
7072	0	0	0	0	0	0	11	11				0	25	25		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	0	0				0	75	0		27				0		0	0	0	0	0			0	0	0	0	25	0			0	0	0	0	0	0	0	0				0	0	23	0	
8462	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
8631	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9357	0	0	0	0	0	0	8	8				0	20	20		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	19	0	0	1107	100		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	977	0	0	0			0	0	0	0	0	4	0	7	0	0		0	0	0	0	
9955	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
10250	0	0	0	0	0	0	51	13				4	1166	1127		7				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	29	0	0				32	0	0	4	
10849	0	0	0	0	0	0	4	4				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	33	0		0		0	170	36		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		7	0	127	33	
11640	0	0	0	0	0	0	10	0				10	25	0		25				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11837	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	23	49	0	0	0	0	3335	247				13	863	15		22				0		3	0	0	0	0			0	1	819	0	613	0			0	0	0	116	38	213	49	1703				46	63	57	111	
12142	0	0	0	0	0	0	3	0				3	57	40		8				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	0	
12311	0	0	2139	0			61740		26967	0	0	2276	172997		0	4283	81364	0	0	75	0	160	1661	31	2226	1398	0	0	13370	2577	560	158	1711	224	0	1235	0	31	7	5697	1685	3131	6393	1854	0	0	1579	25714	9702	32571	5650	
12647	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	0	0	0	0	0	0	145	3				0	850	366		0				0		0	0	0	0	0			138	0	3	0	28	0			0	0	0	1	0	0	0	0				8	7	310	131	
13103	0	0	0	0	0	0	18	0		0		0	667	622		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		32	14	13	4	
13251	0	0	0	0	0	0	8	3				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	5	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	2	2				0	76	66		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	0	0	
14650	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	12	12				0	51	51		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14977	0	0	0	0	0	0	2	2				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
16551	0	0	0	0	0	0	27	26				0	30	26		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	0	0	0	0	923	387		0		0	11179	9873		0		0	0	0	0	0	0	0	307	178			0	0	26	2	398	1			0	0	0	1	61	4	133	71	0	0		123	158	283	96	
17259	0	0	0	0	0	0	3	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	3	
17950	0	0	0	0	0	0	3	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	1	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	54	7				5	142	87		0				0		5	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	12	51	30	
18827	0	0	0	0	0	0	97	68				1	48	0		0				0		0	0	0	0	0			0	0	28	0	14	0			0	0	0	0	0	0	34	0				0	0	0	0	
18836	0	0	0	0	0	0	4	0				0	19	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	4	
18854	0	0	0	0	0	0	45	2		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	43	0	0		0	0	0	0	
19356	0	0	0	0	0	0	10	0				10	12	0		7							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	0	0	
19936	0	0	0	0	0	0	16	0				1	3	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	7	0	2	0	0				0	3	1	3	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	1	0				0	68	53		0							0	0	0	0			12	1	0	0	3	0			0	0	0	0	0	0	0	0				0	0	0	0	
20633	0	0	0	0	0	0	1	0				1	17	0		16				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	0	0	
20857	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	0	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	2	0				2	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	9	4				0	40	27		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	13	3	
22543	0	0	0	0	0	0	11	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	11	
22552	0	0	0	0	0	0	5	1				4	0	0		0				0		4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	44	0				0	111	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	111	44	
23456	0	0	0	0	0	0	50	1				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	46				3	1	1	0	
23504	0	0	8166	0	0	0	153	141		0		0	8727	390		0		0	0	0	0	0	220	1	0	0			0	0	0	0	0	0			0	0	0	0	152	8	0	0	0	0		0	0	19	4	
23643	0	0	0	0	0	0	56	2				0	151	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				73	29	78	25	
23755	0	0	0	0	0	0	3	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	3	
24378	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24949	0	0	0	0	0	0	2	0				0	7	0		0				0		0	0	0	0	0			4	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
25357	0	0	0	0	0	0	27	0				0	559	1		2				2		0	0	0	15	12			0	0	0	0	21	0			0	0	0	0	0	0	405	2				1	0	114	13	
25647	0	0	0	20	0	0	30	0		0		0	6	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	6	10	
26765	0	0	0	0	0	0	144	102				0	59	0		0				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	3	0	0				0	0	59	30	
27070	0	0	0	0	0	0	0	0				0	14	0		14				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
27614	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
27847	0	0	0	0	0	0	11	2				5	56	19		0				0		5	0	0	0	0			0	0	2	0	29	5			0	0	0	0	0	1	0	0				2	0	1	1	
28013	0	0	0	5	0	0	142	124		0		0	1499	1494		0		0	0	0	0	0	0	0	5	0			0	0	0	0	0	0			0	0	0	0	0	13	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	1	0		0		0	55	55		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
28675	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
28732	0	0	0	0	0	0	4	4				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29476	0	0	0	0	0	0	1	0				1	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	0	
29636	0	0	0	0	0	0	68	4				1	1141	993		0				0		0	0	0	0	0			75	19	11	0	0	0			0	0	0	0	0	26	0	0				0	1	73	6	
29878	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
31134	0	0	0	0	0	0	16	0				0	42	14		0				0		0	0	0	0	0			1	6	0	0	0	0			0	0	0	0	0	0	0	0				12	3	15	7	
31255	0	0	0	0	0	0	23	22		0		0	12	3		2		0	0	0	0	0	0	0	0	0			0	0	0	1	0	7			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
31826	0	0	0	0	0	0	59	23		0		24	8	0		0		0	0	0	0	24	0	23	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	12	
31835	0	0	0	0	0	0	15	0				0	14	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	15	
32234	0	0	0	0	0	0	7	0				0	76	0		57				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	7	
32766	0	0	0	0	0	0	0	0				0	4	4		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	16	0				0	25	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	25	11	
33147	0	0	0	0	0	0	26	4				0	123	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				72	18	51	3	
33259	0	98	0	0	0	0	105	5				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	2	0	0	0	0				0	0	4	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
34537	0	0	0	0	0	0	614	170		0		0	3926	2897		0		0	0	0	0	0	0	0	0	1			0	0	16	0	258	0			0	0	34	89	0	0	38	202	0	0		9	6	690	130	
34555	0	0	0	0	0	0	3	3		0		0	3	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		1	0	2	0	
34742	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
35057	0	0	0	0	0	0	4	0				0	17	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	8	0	0	0				0	0	9	4	
35301	0	0	0	0			0		0	0	0	0	40000		0	0	7000	33000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	0	0				0	26	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	26	0	
36933	0	0	0	0	0	0	0	0				0	1	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37341	0	0	0	0	0	0	26	25				1	2	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
37435	0	0	0	0	0	0	331	131				0	93	6		0				0		0	0	0	0	16			20	16	24	1	0	0			0	0	0	0	0	0	0	0				50	52	17	91	
37640	0	0	0	0	149	0	321	2		0		174	1468	488		356		0	0	0	0	0	0	0	0	4			326	101	0	0	110	0			0	0	0	0	0	36	0	0	0	0		8	1	31	3	
37659	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
37949	0	0	0	0	0	0	8	5				0	0	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
38740	0	0	0	0	0	0	4	0				2	6	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	4	1	
39327	0	0	0	0	0	0	8	0				6	30	0		30				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40033	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40855	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41553	0	0	0	0	0	0	1	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	1	
41629	0	0	0	0	0	0	79	0				0	46	0		0				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				45	72	0	7	
41825	0	0	0	0	0	0	657	657		0		0	748	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	748	0	
42037	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
42354	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
42372	0	0	0	0	0	0	8	3				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	5	
42420	0	0	0	0	421	43	1276	303		0		60	9437	2998		595		0	0	0	0	0	0	0	39	4			110	21	16	6	106	0			0	0	326	0	292	34	2016	6	0	0		1916	584	618	199	
42448	0	0	0	0	0	0	248	11				17	171	0		111				0		0	0	0	0	0			14	2	0	1	2	21			0	0	0	0	0	0	0	0				4	52	19	165	
42457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	0	0				0	11	1		0							0	0	0	0			9	0	0	0	0	0			0	0	0	0	1	0	0	0				0	0	0	0	
43351	0	28	0	0	0	0	333	157				21	11	0		0				0		21	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0				0	0	1	127	
43856	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
44040	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	3	
44433	0	0	0	0	0	0	10	9		0		0	245	245		0		0	0	0	0	0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
44741	0	0	0	0	0	0	10	0				2	33	0		5				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				23	0	5	5	
44750	0	0	0	0	0	0	8	5				0	0	0		0							0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
44929	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45056	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45458	0	0	0	0	0	0	22	1				0	0	0		0				0		0	0	0	0	0			0	0	21	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
45551	0	0	0	0	0	0	130	129				0	552	527		0				0		0	0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	1	
45560	0	0	0	0	0	0	5	0		0		3	390	97		9		0	0	0	0	0	0	0	0	0			0	0	0	0	161	0			0	0	33	0	0	0	85	0	0	0		2	1	3	1	
45775	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
46053	0	0	0	0	0	0	112	0				0	81	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				60	1	21	111	
46941	0	0	0	0	0	0	3	0				0	9	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	3	
47247	0	0	0	0	0	0	52	11		0		1	569	0		0		0	0	0	0	1	0	0	0	0			20	4	0	0	0	0			0	0	0	0	549	2	0	0	0	0		0	0	0	34	
47500	0	0	0	0	0	0	49	49				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	0	
