"IDRSSD"	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	RCONHT87	RCONHT88	RCONHT89	RCONHT91	RCONHT92	RCONHT93	RCONJA36	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
1669																																																											
1856																																																											
2161																																																											
2732																																																											
2750																																																											
3252																																																											
3720																																																											
3971																																																											
4231																																																											
5069																																																											
5135																																																											
5210																																																											
5461																																																											
5751																																																											
6039																																																											
6329																																						0	0	0	0	0	0	0	0	0	0	0	0	189314									
7009																																																											
7045																																																											
7072																																																											
7456																																																											
7634																																																											
8462																																																											
8631																																																											
9357																																																											
9553																																																											
9807	41447																																					0	0	0	0	0	0	0	0	0	0	0	0	401734	SEPARATE ACCOUNT BANK OWNED LIFE INSURANCE	GENERAL ACCOUNT BANK OWNED LIFE INSURANCE							
9955																																																											
10250																																																											
10849																																																											
11145			35			35																																0	119	0	0	119	0	0	0	0	0	0	0	128486			Nontrading derivative assets						
11640																																																											
11837																																																											
12030																																																											
12142																																																											
12311																																																											
12647																																																											
12946																																																											
13103																																						0	0	0	0	0	0	0	0	0	0	0	0	298481									
13251																																																											
13457																																																											
14155																																																											
14650																																																											
14753																																																											
14865																																																											
14977																																																											
16551																																																											
17110																																																											
17147													46688			46688																						0	46688	0	0	46688	0	0	0	0	0	0	0	1372417									
17259																																																											
17950																																																											
17978																																																											
18050																																																											
18827																																																											
18836																																																											
18854																																																											
19356																																																											
19936																																																											
19972																																																											
20053																																																											
20633																																																											
20857																																																											
21256																																																											
21359																																																											
21658																																																											
22048																																																											
22543																																																											
22552																																																											
22730																																																											
23456																																																											
23504													3108			3108																						0	3108	0	0	3108	0	0	0	0	0	0	0	840454									
23643																																																											
23755																																																											
24378																																																											
24659																																																											
24949																																																											
25357																																																											
25647																																																											
26765																																																											
27070																																																											
27614																																																											
27847																																																											
28013																																						0	0	0	0	0	0	0	0	0	0	0	0	1378502									
28152																																																											
28675																																																											
28732																																																											
29476																																																											
29636																																																											
29878																																																											
30052																																																											
31134																																																											
31255																																						0	0	0	0	0	0	0	0	0	0	0	0	216401									
31657																																																											
31826																																																											
31835																																																											
32234																																																											
32766																																																											
32971																																																											
33147																																																											
33259																																																											
33370																																																											
33839																																																											
34537													21148			21148																						0	21148	0	0	21148	0	17315	0	0	17095	0	0	5083104	SBIC Investments at NAV								
34555																																																											
34742																																																											
35057																																						1109	0	0	0	0	0	0	0	0	0	0	0	10687									
35301																																																											
35646																																																											
35879																																																											
36933																																																											
37051																																																											
37341																																																											
37435																																																											
37640													3868			3868																						0	3868	0	0	3868	0	15451	0	0	15451	0	0	1663355									
37659																																																											
37949																																																											
38740																																																											
39327																																																											
40033																																																											
40855																																																											
41553																																																											
41629																																																											
41825																																																											
42037																																																											
42354																																																											
42372																																																											
42420													13854			13854																						0	13854	0	0	13854	0	12903	17586	0	12248	16693	0	1041734									
42448																																																											
42457																																																											
43052																																																											
43351																																																											
43856																																																											
43959																																																											
44040																																																											
44433																																																											
44741																																																											
44750																																																											
44929																																																											
45056																																																											
45458																																																											
45551																																																											
45560																																						0	0	0	0	0	0	0	0	0	0	0	0	453694									
45775																																																											
46053																																																											
46941																																																											
47247																																						0	0	0	0	0	0	63522	0	0	62790	0	0	26508									
47500																																																											
48374																																																											
48440																																																											
49054																																																											
49148																																																											
49241																																																											
49652																																																											
49858																																																											
49951																																																											
50461																																																											
51253																																																											
51356																																																											
51459																																																											
51842																																																											
52719																																																											
52951																																																											
53051																																																											
54058																																																											
54973																																																											
55336																																																											
55635																																																											
55970																																																											
56258																																																											
56351																																						0	0	0	0	0	0	0	0	0	0	0	0	387830									
56548																																																											
56717																																																											
57451																																																											
58225																																																											
58243													38302			38210	92																					26	38302	0	0	38210	92	0	0	0	0	0	0	277313									
58355																																																											
58551																																																											
58636																																																											
58757																																																											
58971													103			103																						0	103	0	0	103	0	0	0	0	0	0	0	134134									
59316																																																											
59352																																																											
59370																																																											
59754																																																											
60330																																						0	0	0	0	0	0	0	0	0	0	0	0	216214									
60545																																																											
60554																																																											
60648																																																											
61122																																						0	0	0	0	0	0	0	0	0	0	0	0	95171									
61355																																																											
61757																																																											
61832																																																											
61953																																																											
62044																																																											
62110																																																											
62147																																																											
63050																																																											
63069																																																											
63201																																																											
63573																																																											
63733																																																											
64552																																						0	0	0	0	0	0	0	0	0	0	0	0	25401									
64730																																																											
65205																																																											
65559																																						0	0	0	0	0	0	0	0	0	0	0	0	330820									
65858																																																											
66154																																																											
66275																																																											
67142																																																											
67151																																																											
67209																																																											
67254																																																											
67656																																						0	0	0	0	0	0	0	0	0	0	0	0	207286									
68671																																																											
68756	4258																																					0	0	0	0	0	0	0	0	0	0	0	0	207737	Fixed Rate Certificates	Interest Rate Swap							
68831																																																											
69333																																						0	0	0	0	0	0	0	0	0	0	0	0	214672									
69678																																																											
70218																																																											
70638																																																											
70955																																																											
71073																																																											
71457																																																											
71859																																																											
72258																																																											
72351																																																											
72454																																																											
72678																																																											
73116																																																											
73152																																																											
73554																																																											
73956																																																											
74056																																																											
74140																																						0	0	0	0	0	0	0	0	0	0	0	0	492744									
74403																																						0	0	0	0	0	0	0	0	0	0	0	0	133643									
74449																																																											
75259																																																											
75446																																																											
75455																																																											
75633																																																			CRA LP Investment								
75651																																																											
76153																																																											
76443																																																											
76854																																																											
77150																																																											
77253																																																											
77422																																																											
77851																																																											
78157																																																											
78241																																																											
78559																																																											
79042																																																											
79127																																																											
79145																																																											
79257																																																											
79855																																																											
80150																																																											
80374																																																											
80431																																																											
81175																																																											
82033																																																											
82257																																																											
82350																																																											
83375																																																											
83638																																																											
83834																																																											
83852																																																											
83955																																																											
84541																																																											
85052																																																											
85472																																						0	0	0	0	0	0							0									
85931																																																											
86349																																																											
86675																																																											
87047																																																											
87234																																																											
87476																																																											
87579																																																											
88231																																																											
88259																																																											
88352																																																											
88455																																																											
89032																																																											
89135																																																											
89854																																																											
89957																																																											
90047																																																											
90177																																																											
90328																																																											
90337																																																											
90579																																																											
91615																																																											
91950																																																											
92144																																																											
92676																																																											
92706																																																											
92902																																																											
93244																																																											
93543																																																											
93619																																																											
94139																																																											
94522																																																											
94755																																																											
94858																																																											
95051																																																											
95677																																																											
96553																																																											
97055																																																											
97279																																																											
97457																																																											
97804																																																											
97943																																																											
98351																																																											
98463																																																											
98717																																																											
99143																																																											
99376													14234			14234																						0	14234	0	0	14234	0	0	82719	0	0	79425	0	505266									
99442																																																											
99536																																																											
99853																																																											
100236																																																											
100357																																																											
100562																																						6530	0	0	0	0	0	0	0	0	0	0	0	1768148									
100777																																																											
100843																																																											
101037																																																											
101439																																																											
101671																																						0	0	0	0	0	0	0	0	0	0	0	0	289309									
101738																																																											
101952																																																											
102333																																																											
102342																																																											
102557																																																											
102874																																																											
103134																																																											
104234																																																											
104542																																																											
104971																																																											
105026																																																											
105473																																																											
105530																																																											
106359																																						0	0	0	0	0	0	0	0	0	0	0	0	598438									
106452																																																											
106676																																																											
107244													942			830	112																					0	942	0	0	830	112	0	0	0	0	0	0	3843525									
107570																																																											
107758																																																											
108072																																																											
108269																																																											
108652																																																											
108746																																																											
108951																																																											
109136																																																											
109154																																																											
109453																																																											
109574																																																											
109659																																																											
110413																																						0	0	0	0	0	0	0	0	0	0	0	0	355254									
110936																																																											
110945																																																											
110972																																																											
111157																																																											
111205																																																											
111942																																																											
112332																																																											
112510																																																											
112556																																																											
112837																																																											
113003																																																											
113030																																																											
113441																																																											
113601																																																											
113740																																						0	0	0	0	0	0	0	0	0	0	0	0	167527									
114149																																																											
114260																																						0	0	0	0	0	0	0	0	0	0	0	0	1861127									
114457																																																											
114774																																																											
114840																																																											
114859																																																											
115146																																																											
115575																																																											
116358																																																											
116554																																																											
116741																																																											
117038																																																											
117458																																																											
117775																																																											
118156																																																											
118660																																																											
118736																																																											
119153																																																											
119779																																						0	8	0	0	8	0	0	0	0	0	0	0	31647									
119872																																																											
120476																																																											
120542																																																											
120609																																																											
120953																																																											
121642																																						0	0	0	0	0	0	0	0	0	0	0	0	1131849									
121651																																																											
121914																																																											
122153																																																											
122546																																																											
123075																																																											
123374																																																											
124344																																																											
124830																																																											
125154																																																											
125855																																																											
126012																																																											
126049																																																											
126375																																																											
126553																																																											
126834																																																											
127055																																																											
127224																																																											
128258																																																											
128904													72343			72343																						39842	72343	0	0	72343	0	25814	0	0	25272	0	0	3860263	Rabbi Trust investments								
129349																																																											
129358																																																											
129732																																						18942	10	0	0	10	0	0	0	0	0	0	0	1665741	Nonmortgage servicing assets								
129853																																																											
129910																																																											
130345																																																											
130541								16246			16246							15394			15394																	0	15394	0	0	15394	0	0	0	0	0	0	0	882168				All Other Assets	All Other Liabilities				
131436																																																											
131717																																																											
131940																																																											
132107																																																											
132451																																																											
132778																																																											
132938																																																											
133579																																																											
133971																																																											
134156																																																											
134437																																																											
134455																																																											
134848																																																											
135836																																																											
135854																																																											
136048																																																											
136338																																																											
136655																																																											
137205																																																											
137447																																																											
137456																																																											
137559																																																											
137643																																																											
137652																																						43046	0	0	0	0	0	66673	0	0	64017	0	0	32									
137915																																						453262	0	0	0	0	0	0	0	0	0	0	0	234265	Equity securities without readily determinable FV which are not traded								
138051																																																											
138257																																																											
138556																																																											
139133																																																											
139478																																																											
139553																																																											
139656													3004	-1884	1120																							0	3004	-1884	1120	0	0	0	0	0	0	0	0	1122376									
139740																																																											
139843													341			341																						86	341	0	0	341	0	0	0	0	0	0	0	672842									
140157																																																											
140362	5588		1996		1996			4250				4250						5588			5588																	4250	5588	0	0	5588	0	0	0	0	0	0	0	521547	Precious metals	SWAP derivative MTM	CRA equity investment	Other investments	SWAP derivative MTM				
140634																																																											
141350																																																											
141556																																																											
141677																																																											
141958																																																											
142049																																																											
142179																																																											
142955																																																											
143372																																																											
143662													180506		2817	177689																						104892	180507	0	2817	177690	0	160697	0	0	165085	0	0	11019341									
143859																																																											
143952																																																											
144052																																																											
144155																																																											
144678																																																											
144856																																																											
144913																																																											
145059																																																											
145545																																																											
145554																																																											
145741																																																											
145844																																																											
146056																																																											
146663																																																											
147651																																																											
147679																																																											
147857																																																											
147923																																																											
148171																																																											
148238																																																											
148340																																																											
148470																																																											
148715																																																											
149150																																																											
150035																		4589			4589																	0	5725	0	0	5725	0	0	0	0	0	0	0	578222	Bank Owned Life Insurance				Deferred Compensation Plans				
150044																																																											
150727																																																											
151957																																																											
152057																																																											
152253																																																											
152440																																																											
153054																																																											
153353																																																											
154154																																																											
154770																																																											
155759																																																											
156457																																																											
156970																																																											
157155																																																											
157379																																																											
157650																																																											
157744																																																											
157856																																																											
158376																																																											
158741																																																											
159636																																						0	0	0	0	0	0	2482	0	0	2482	0	0	1041823									
159645																																																											
159953																																																											
159971																																																											
160360																																																											
160454																																																											
160959																																						0	0	0	0	0	0	0	0	0	0	0	0	429189									
161273																																																											
161602																																						0	0	0	0	0	0	0	0	0	0	0	0	559182									
162337																																																											
163343																																																											
163549													2457			2457																						0	2457	0	0	2457	0	0	0	0	0	0	0	333541									
163857																																																											
164153																																																											
164331																																																											
164377																																																											
164957																																																											
164975																																																											
165628																																																											
165758																																																											
166111																																																											
166531																																																											
166652																																						0	0	0	0	0	0	0	0	0	0	0	0	86863									
167453																																																											
167752																																																											
168571																																																											
169354																																																											
169653													10856			10856																						0	10856	0	0	10856	0	13881	0	0	13657	0	0	1057004									
169756																																																											
170257																																																											
170275																																																											
170332																																																											
171133																																																											
171656																																																											
171759																																																											
171768																																																											
172251																																																											
172457																																																											
172475																																																											
172859																																																											
173306																																																											
173557																																																											
173575																																						0	0	0	0	0	0	0	0	0	0	0	0	270101									
173641																																																											
173959																																																											
174321																																																											
174367																																																											
174572													9729			9729																						0	9729	0	0	9729	0	0	0	0	0	0	0	1204174									
175056																																																											
175140																																																											
175458																																																											
175609																																																											
176101																																						0	0	0	0	0	0	0	0	0	0	0	0	407509									
176325																																																											
176464																																																											
176642																																																											
177135																																																											
177443																																																											
177500																																																											
177555																																																											
177751																																																											
178150																																																											
178244																																																											
178356																																																											
178851																																																											
179148																																																											
179335																																																											
179700																																						0	0	0	0	0	0	0	0	0	0	0	0	159487									
180144																																																											
180845																																																											
181963																																																											
182951																																																											
183668																																																											
183770																																																											
183958																																																											
184656																																																											
184759																																																											
185251																																																											
185448																																																											
185859																																																											
186717																																																											
186744																																																											
187648																																																											
187947													3107			3065	42																					4	3107	0	0	3065	42	0	0	0	0	0	0	422705									
188056																																																											
188177																																																											
188430																																						0	0	0	0	0	0	69141	0	0	69335	0	0	35363									
188449																																																											
188720																																																											
188739																																																											
188917																																																											
189129																																																											
189950																																																											
190563																																																											
